Fecha ;PM10;CO;OZONO;NO;NO2;NOX;Vel Viento;Dir Viento;Temperatura;HR;Precipitacion;Presion Baro;PM2.5
45409;41,6;0,6;4;5,8;24;29,7;0;0;14,7;77;0;565;33
27/04/2024 1:00;33,7;0,7;1,5;13;23,9;36,9;0;0;14,6;77;1,3;565;8
27/04/2024 2:00;35,8;0,5;2,9;7,3;22,4;29,7;0;0;13,7;83;1,3;564;20
27/04/2024 3:00;35,6;0,4;1,5;6,4;19,3;25,7;0;0;13,5;84;2,1;564;18
27/04/2024 4:00;25,4;0,3;2,4;5,8;17,3;23,1;0;0;13,3;84;0;564;13
27/04/2024 5:00;18;0,3;1;11,8;17,5;29,3;0;0;13,3;84;0,1;564;9
27/04/2024 6:00;17;0,4;1,6;16;18,7;34,7;0;0;13,5;82;0;564;12
27/04/2024 7:00;13,1;0,6;2,6;19,1;18,8;37,9;0;0;13,9;76;0;565;10
27/04/2024 8:00;13,6;0,5;9,3;10,4;15,2;25,6;0;0;15,4;67;0;565;10
27/04/2024 9:00;11,6;0,5;13,8;12,7;13,1;25,8;0;0;17,6;60;0;565;6
27/04/2024 10:00;15,5;0,6;17,9;10,5;15,5;26;0;0;20,3;53;0;565;6
27/04/2024 11:00;12,5;0,9;16,3;19,1;24,7;43,8;0;0;18,6;66;1,6;565;8
27/04/2024 12:00;14,7;0,5;20,1;9,7;10,7;20,3;0;0;21,1;55;0;564;12
27/04/2024 13:00;11,7;0,7;16,6;13,8;16,4;30,3;0;0;20,2;57;0;564;10
27/04/2024 14:00;12;1;12,9;18,6;20,7;39,4;0;0;18,9;61;0;563;12
27/04/2024 15:00;19,9;0,8;21,8;13,4;20,2;33,6;0;0;21,7;51;0;563;16
27/04/2024 16:00;17,6;0,7;16,9;11;22,6;33,6;0;0;19,1;61;0,1;562;15
27/04/2024 17:00;18,9;0,8;10,8;10,3;23,4;33,7;0;0;17,4;68;0;562;15
27/04/2024 18:00;16,3;0,7;5,8;11,7;17,4;29,1;0;0;16,4;69;0;563;14
27/04/2024 19:00;22,4;0,9;0,3;24,2;22,1;46,3;0;0;15,6;71;0;563;8
27/04/2024 20:00;21;1,4;0,4;45,2;22,7;67,8;0;0;15,5;72;0;563;14
27/04/2024 21:00;18,9;1;0,4;25,6;22,2;47,8;0;0;15,6;73;0;564;18
27/04/2024 22:00;23,1;0,7;3,4;12,1;23;35,1;0;0;15,6;74;0;564;15
27/04/2024 23:00;33,6;0,7;1,7;8,5;24,8;33,4;0;0;15;75;0;565;14
45410;25,9;0,7;1,3;16,3;24;40,3;0;0;15;74;0;564;15
28/04/2024 1:00;28,4;0,7;0,3;15,3;26,4;41,7;0;0;14,4;77;1,6;564;17
28/04/2024 2:00;23,6;0,4;7,8;6,6;16,7;23,3;0;0;13,1;81;0,7;564;17
28/04/2024 3:00;21,4;0,3;9,5;1,9;11,6;13,5;0;0;12,7;83;2,3;564;8
28/04/2024 4:00;21,6;0,3;6,8;1,1;14,8;15,8;0;0;12,6;84;0,5;563;5
28/04/2024 5:00;15,5;0,3;8,2;1;12,5;13,5;0;0;12,3;84;0,2;564;0
28/04/2024 6:00;11,5;0,4;3,9;4,1;16,8;20,9;0;0;12,6;85;0;564;2
28/04/2024 7:00;9;0,6;2,5;12,6;18;30,6;0;0;14;83;0;564;5
28/04/2024 8:00;10;0,6;7;9,7;15,6;25,3;0;0;15,1;80;0;564;10
28/04/2024 9:00;13;0,7;10,1;17,2;16,4;33,6;0;0;18;67;0;565;13
28/04/2024 10:00;12;0,6;15,4;10,3;17,3;27,5;0;0;18,6;63;0;565;12
28/04/2024 11:00;13;0,5;23,8;8,4;13,3;21,7;0;0;20,2;58;0;564;13
28/04/2024 12:00;12,5;0,6;25,4;7,6;14,4;22,1;0;0;19,9;59;0;564;8
28/04/2024 13:00;16;0,4;19,8;5,7;10,6;16,3;0;0;16,9;68;0,2;564;16
28/04/2024 14:00;12,1;0,5;15,2;8,3;16,3;24,6;0;0;15,2;77;1,1;564;3
28/04/2024 15:00;14,9;0,5;19,8;5,9;14,9;20,8;0;0;17,2;70;0;563;8
28/04/2024 16:00;24,1;0,6;19,3;6,4;18,4;24,8;0;0;17,9;64;0;562;13
28/04/2024 17:00;31,6;0,5;20,1;6,4;18,5;24,9;0;0;17,5;62;0;562;15
28/04/2024 18:00;29,8;0,5;17,5;5,9;19,8;25,7;0;0;17,1;61;0;563;9
28/04/2024 19:00;21,2;0,8;5,1;10,6;27;37,6;0;0;15,8;65;0;563;7
28/04/2024 20:00;15,3;0,8;5,5;12,1;24,5;36,6;0;0;15,4;69;0;564;10
28/04/2024 21:00;17;0,9;1,5;24,3;29,1;53,4;0;0;15;73;0;564;10
28/04/2024 22:00;28,5;0,8;3,2;12,8;25,3;38,1;0;0;14,9;72;0;565;15
28/04/2024 23:00;30,2;0,6;7,4;4,8;19,9;24,6;0;0;14,5;75;0;565;12
45411;21,2;0,4;8,3;2,2;16,7;18,9;0;0;14,2;76;0;565;9
29/04/2024 1:00;15,2;0,3;6,5;1,5;18,7;20,2;0;0;14,2;75;0;565;6
29/04/2024 2:00;13,5;0,4;2,7;3;24,6;27,6;0;0;14,1;75;0;564;7
29/04/2024 3:00;18,2;0,3;6,8;1,2;17,7;18,9;0;0;14;75;0;564;6
29/04/2024 4:00;16,4;0,2;6,7;1,2;13,6;14,7;0;0;13,3;79;0,1;564;10
29/04/2024 5:00;11,9;0,2;3;3,3;16,5;19,8;0;0;12,9;81;0,2;564;6
29/04/2024 6:00;9,3;0,4;0,9;16,7;20,6;37,3;0;0;12,9;82;0,1;564;5
29/04/2024 7:00;10;0,7;2;23,7;22;45,7;0;0;13,2;79;0;565;10
29/04/2024 8:00;22,4;0,9;3,6;28,9;20,3;49,1;0;0;14;75;0;565;15
29/04/2024 9:00;16,5;0,6;9,8;17,4;16,2;33,6;0;0;15,4;69;0;566;11
29/04/2024 10:00;14;0,5;15,3;12,6;13,9;26,5;0;0;18;60;0;566;14
29/04/2024 11:00;11;0,5;20,4;11,4;13;24,4;0;0;20,3;54;0;566;11
29/04/2024 12:00;19,1;0,4;23,3;8,4;10,9;19,2;0;0;21,1;53;0;565;8
29/04/2024 13:00;20,6;0,3;26,6;5,6;9,6;15,2;0;0;20,7;52;0;564;8
29/04/2024 14:00;15,4;0,9;11,2;14,2;33,6;47,8;0;0;17,6;65;0,6;564;8
29/04/2024 15:00;0;1,1;5,2;32,5;37,6;70,2;0;0;15,6;75;0,7;563;29
29/04/2024 16:00;25;1,2;11;25,5;42,5;68;0;0;17,5;69;0;563;25
29/04/2024 17:00;45,4;1;11,8;19,2;40,3;59,5;0;0;17,6;68;0;563;39
29/04/2024 18:00;54,4;1,5;3,6;32,7;46,2;78,9;0;0;16,7;72;0;563;35
29/04/2024 19:00;44,6;1,7;0,6;44,8;42,7;87,5;0;0;16;75;0;564;41
29/04/2024 20:00;58,1;1,2;3,3;22,3;45,3;67,5;0;0;15,6;76;0;564;33
29/04/2024 21:00;63,6;1,9;0,1;60,1;48;108,1;0;0;15;78;0;564;34
29/04/2024 22:00;72;2;0,1;66,2;47,2;113,4;0;0;14,4;80;0;565;41
29/04/2024 23:00;72,6;2,1;0,1;77,7;42,4;120,1;0;0;14,1;82;0;565;42
45412;82;1,5;0,2;76,4;33,7;110;0;0;14,3;79;0;565;47
30/04/2024 1:00;77,1;0,8;0,1;27,6;24,4;52;0;0;13,9;80;0;564;40
30/04/2024 2:00;73,5;0,8;0,2;26,5;22,7;49,1;0;0;13,9;81;0;564;24
30/04/2024 3:00;64,4;0,7;0,2;31,3;25,3;56,6;0;0;14,1;80;0;564;31
30/04/2024 4:00;71,7;0,6;0,2;17,4;25,6;43,1;0;0;14;80;0;564;39
30/04/2024 5:00;64,3;0,5;0,2;16,7;24,7;41,4;0;0;13,6;82;0;564;32
30/04/2024 6:00;62,1;1;0,3;94,7;33;127,8;0;0;12,8;83;0;564;31
30/04/2024 7:00;64,6;1,7;0,4;90,8;28,7;119,4;0;0;13,4;83;0;564;61
30/04/2024 8:00;70;1,2;4,7;48,2;24,6;72,8;0;0;16,8;70;0;565;44
30/04/2024 9:00;66,7;0,9;11,6;27,3;24,2;51,4;0;0;20;58;0;565;34
30/04/2024 10:00;53,7;0,8;17;20;26,7;46,7;0;0;20;57;0;565;40
30/04/2024 11:00;45,5;0,8;27;14,9;27,6;42,6;0;0;22,3;47;0;565;29
30/04/2024 12:00;40,5;0,6;26,5;9,5;19,2;28,7;0;0;22,7;46;0;564;22
30/04/2024 13:00;36,7;0,7;34,9;6,3;29,5;35,8;0;0;19,9;58;0;564;22
30/04/2024 14:00;43,5;0,7;20,5;10,1;29,1;39,2;0;0;17,8;65;7,5;563;34
30/04/2024 15:00;49,3;1;8,2;27,4;32;59,3;0;0;14,1;82;12,1;563;28
30/04/2024 16:00;49,4;1,1;12,3;25,3;32,3;57,5;0;0;16,2;78;0;562;26
30/04/2024 17:00;57;1,1;13,4;27,1;34,2;61,2;0;0;18,8;65;0;562;26
30/04/2024 18:00;41,3;1;4,1;26,1;26,2;52,3;0;0;17,2;69;0;563;32
30/04/2024 19:00;35,1;1,1;0,4;22,1;28,1;50,1;0;0;16,3;72;0;564;15
30/04/2024 20:00;37,2;1,3;0,1;42,4;26,5;68,9;0;0;16;72;0;564;16
30/04/2024 21:00;34,2;1,3;0,2;42;25,5;67,5;0;0;16,1;70;0;564;17
30/04/2024 22:00;40,7;1,2;0,2;43,6;22,3;65,9;0;0;15,5;70;0;565;20
30/04/2024 23:00;38,8;0,8;0,3;23,7;21,9;45,7;0;0;15,2;71;0;565;18
45413;38,5;1;0,2;32,1;21,9;54;0;0;14,4;74;0;564;12
1/05/2024 1:00;41,9;0,7;0;26,4;17,9;44,3;0;0;13,8;75;0;564;12
1/05/2024 2:00;31,8;1;0;49,4;17,5;66,9;0;0;14;76;0;564;8
1/05/2024 3:00;35,8;0,7;0,1;30;17;47,1;0;0;13,5;80;0;563;15
1/05/2024 4:00;34,5;0,8;0,2;34,3;16,3;50,6;0;0;13,4;81;0;563;15
1/05/2024 5:00;27,2;0,3;5,8;5,6;9,7;15,4;0;0;14,5;74;0;563;16
1/05/2024 6:00;28,8;0,5;4,1;5,4;12,2;17,6;0;0;14,5;74;0;564;6
1/05/2024 7:00;20,9;0,4;4,8;6,6;12,5;19,1;0;0;15,2;71;0;564;6
1/05/2024 8:00;16,2;0,4;16;4,6;6,5;11,1;0;0;17,3;62;0;565;4
1/05/2024 9:00;18,8;0,3;22,2;3,6;4,1;7,7;0;0;19,8;53;0;565;6
1/05/2024 10:00;13,4;0,3;22,2;3,3;4;7,3;0;0;19,5;54;0;565;8
1/05/2024 11:00;10,4;0,4;26,8;4,3;7,5;11,8;0;0;22;46;0;565;6
1/05/2024 12:00;7,8;0,2;26,4;2,9;3,9;6,8;0;0;23,1;42;0;564;4
1/05/2024 13:00;6;0,2;27,8;1,1;2,3;3,3;0;0;23,4;42;0;563;1
1/05/2024 14:00;5,3;0,2;27,6;1,2;2,7;3,9;0;0;24;40;0;563;0
1/05/2024 15:00;4,2;0,2;27;1,3;3;4,3;0;0;22,5;43;0;562;1
1/05/2024 16:00;3,4;0,2;26;1;3,2;4,2;0;0;22,2;42;0;562;3
1/05/2024 17:00;3,3;0,3;25,8;2,1;3,8;5,9;0;0;23;40;0;561;2
1/05/2024 18:00;9,2;0,4;20,7;3,4;6,9;10,3;0;0;20,5;46;0;562;1
1/05/2024 19:00;7,6;0,8;4,2;11,1;24,1;35,2;0;0;17,7;68;0;562;5
1/05/2024 20:00;14;0,6;9;9,2;19,2;28,3;0;0;17,1;67;0;563;14
1/05/2024 21:00;11;0,5;15,2;3,4;9,5;12,9;0;0;16,9;64;0;564;11
1/05/2024 22:00;13,9;0,4;14,1;1,7;9,6;11,3;0;0;16,3;64;0;564;6
1/05/2024 23:00;10;0,4;12,9;1,8;9,8;11,6;0;0;15,4;67;0;564;6
45414;11,8;0,4;5,6;3,7;15,9;19,6;0;0;14,6;72;0;564;3
2/05/2024 1:00;10,9;0,3;4;2;15,6;17,7;0;0;13,6;75;0;563;5
2/05/2024 2:00;13,1;0,3;3,1;2,2;16,2;18,5;0;0;13,2;76;0;563;6
2/05/2024 3:00;14,4;0,3;6;0,4;12,3;12,7;0;0;12,7;78;0;562;9
2/05/2024 4:00;10,9;0,4;1,5;10,1;15,6;25,7;0;0;12,2;79;0;562;6
2/05/2024 5:00;0;0,7;0,2;63,1;22,7;86,5;0;0;12,2;80;0;563;13
2/05/2024 6:00;21,5;1,1;0,3;92,7;22,6;115;0;0;12;80;0;563;21
2/05/2024 7:00;32,3;1,2;0,6;75,2;20,9;96,2;0;0;13,1;76;0;564;28
2/05/2024 8:00;31,1;1,4;1,5;72,6;20,7;93,4;0;0;14,6;69;0;564;25
2/05/2024 9:00;32,3;1,1;8,7;38,1;27,2;65,3;0;0;19,6;53;0;564;28
2/05/2024 10:00;41;0,9;8,8;22,1;28;50;0;0;18,6;55;0;564;24
2/05/2024 11:00;36,6;0,5;13,6;13,9;13,9;27,7;0;0;19,2;56;0;564;15
2/05/2024 12:00;37,7;0,5;15,1;7,9;12,3;20,2;0;0;17,9;63;0,6;564;9
2/05/2024 13:00;30,7;0,4;18,8;7,4;10,6;18;0;0;18,7;58;0;563;11
2/05/2024 14:00;29,2;0,5;23,2;6,3;10;16,2;0;0;21,9;49;0;562;9
2/05/2024 15:00;26,3;0,4;29;3,5;7,5;11;0;0;23,1;44;0;561;7
2/05/2024 16:00;21,6;0,4;27,3;5,4;10,4;15,9;0;0;24,5;40;0;561;6
2/05/2024 17:00;21,4;0,9;18,7;9,7;29,3;38,9;0;0;18,8;65;0,1;561;6
2/05/2024 18:00;44,4;1;18,1;10,9;29,7;40,5;0;0;17,7;68;0,1;562;28
2/05/2024 19:00;32,3;1,1;7,3;13,1;35,1;48,2;0;0;15,5;80;4,2;562;22
2/05/2024 20:00;48,1;1;5,7;10,8;32,6;43,4;0;0;15,1;83;0,1;563;22
2/05/2024 21:00;38,2;0,8;4,1;5,1;32;37;0;0;15,3;83;0,5;563;17
2/05/2024 22:00;38,3;1,4;0,3;27,6;38,3;65,9;0;0;15,5;83;0;564;17
2/05/2024 23:00;45;1,3;0,2;35;40,6;75,6;0;0;15,7;82;0;564;27
45415;42,5;1;0,3;27,6;41;68,6;0;0;15,5;80;0;564;29
3/05/2024 1:00;39,9;0,4;5,5;3,6;24,5;28,1;0;0;14,9;79;0;563;26
3/05/2024 2:00;37,7;0,3;4;3,6;16;19,6;0;0;14;80;0;563;10
3/05/2024 3:00;33,2;0,3;2,6;2;15,7;17,7;0;0;14,1;80;0;563;12
3/05/2024 4:00;27,4;0,4;0,2;12,9;16,5;29,4;0;0;13,2;82;0;563;8
3/05/2024 5:00;20,3;0,5;0,2;20,5;16,2;36,7;0;0;13,4;82;0;563;10
3/05/2024 6:00;20,8;0,7;0,2;56,5;20,4;76,8;0;0;13,7;79;0;563;7
3/05/2024 7:00;24,3;0,8;3,3;27,6;19,7;47,4;0;0;15,2;71;0;564;17
3/05/2024 8:00;24,1;0,7;9,2;13,6;15,9;29,5;0;0;17,7;61;0;564;14
3/05/2024 9:00;23,9;0,6;17,8;11,4;16;27,4;0;0;20,8;51;0;564;9
3/05/2024 10:00;17,6;0,7;25,9;12;18,5;30,6;0;0;22,3;47;0;564;9
3/05/2024 11:00;13,5;0,8;20,3;11,7;26;37,7;0;0;20,6;51;0;564;8
3/05/2024 12:00;17;0,9;15,9;16,9;29,7;46,7;0;0;19,8;58;0;564;17
3/05/2024 13:00;32,6;0,8;13,2;20,3;27,8;48,1;0;0;18,4;67;0,1;563;29
3/05/2024 14:00;32,9;0,6;27,1;12,9;21,3;34,2;0;0;21,5;56;0;562;25
3/05/2024 15:00;35,9;0,6;25,1;6,8;23,1;29,9;0;0;20,2;59;0;562;23
3/05/2024 16:00;34;0,9;12,1;15,4;27,7;43,2;0;0;15,3;80;4,6;562;22
3/05/2024 17:00;33,6;1,3;5,6;38,1;39,9;78;0;0;16,8;79;0;562;19
3/05/2024 18:00;33,6;1,2;5,6;29,3;35,6;64,9;0;0;16,9;76;0;562;30
3/05/2024 19:00;31,2;1,5;2;28,2;34,7;63;0;0;15,6;79;0;563;22
3/05/2024 20:00;28,8;1,6;0,5;45,7;36;81,8;0;0;15,3;80;0;563;20
3/05/2024 21:00;34,2;1,4;0,1;33,2;32,5;65,7;0;0;14,8;82;0;564;23
3/05/2024 22:00;46,4;1,8;0,1;59,2;32,5;91,7;0;0;14,7;82;0;564;26
3/05/2024 23:00;39,8;1,6;0,1;50,9;31,2;82,1;0;0;14;83;0;564;34
45416;52,8;1,6;0;57,2;26,5;83,7;0;0;14,2;83;0;564;21
4/05/2024 1:00;46,9;0,9;0;25,5;21,1;46,6;0;0;14,7;78;0;564;26
4/05/2024 2:00;35,4;1,5;0,1;62,3;23,4;85,7;0;0;14,6;78;0;563;14
4/05/2024 3:00;45,3;1,1;0;40,6;20,1;60,7;0;0;13,5;80;0;563;24
4/05/2024 4:00;33,7;0,7;0,1;29,3;17,3;46,6;0;0;13,3;80;0;563;17
4/05/2024 5:00;26,7;0,5;0,2;28,4;15,5;44;0;0;13,5;77;0;563;13
4/05/2024 6:00;28,9;1,2;0,1;97,9;17,9;115,9;0;0;12,9;80;0;563;13
4/05/2024 7:00;39;0,9;0,7;49,9;16,1;66,1;0;0;13,8;76;0;564;25
4/05/2024 8:00;34,8;0,9;1,5;42,1;17,1;59,1;0;0;15,3;70;0;565;17
4/05/2024 9:00;29,1;1,1;3;44,4;19,6;64,1;0;0;17;65;0;565;15
4/05/2024 10:00;33,9;0,7;10,3;20,9;17,2;38,1;0;0;20;55;0;565;13
4/05/2024 11:00;30,5;0,4;17;7,7;8,8;16,5;0;0;21,5;48;0;564;11
4/05/2024 12:00;22,9;0,5;15,4;9,1;12,7;21,7;0;0;20,1;52;0;564;6
4/05/2024 13:00;20,2;0,3;20;4,4;6,1;10,5;0;0;22,5;46;0;563;6
4/05/2024 14:00;15,3;0,8;18,7;10,9;23,4;34,3;0;0;18,9;64;0,1;563;3
4/05/2024 15:00;31;0,8;16,8;10,9;26,2;37,1;0;0;17,7;71;0,9;562;31
4/05/2024 16:00;28,8;0,8;10,9;9,6;22,7;32,3;0;0;16,6;78;0;562;24
4/05/2024 17:00;38,1;0,7;13,8;11,3;17,3;28,5;0;0;17,6;71;0;563;19
4/05/2024 18:00;32,4;0,9;4,3;14,5;21,4;35,9;0;0;16;76;0;563;18
4/05/2024 19:00;29,9;1,1;0,4;19,3;24,9;44,3;0;0;15,2;79;0;564;10
4/05/2024 20:00;31,5;1;0,1;22,4;25,1;47,5;0;0;15,1;79;0;564;10
4/05/2024 21:00;31,8;1,2;0,1;39;25;64;0;0;14,9;81;0,5;564;12
4/05/2024 22:00;23,4;1;0,1;33,6;23,8;57,4;0;0;14,6;83;0,3;565;16
4/05/2024 23:00;25,5;1,2;0;45,1;23,3;68,4;0;0;14,5;83;1,3;565;14
45417;0;1,3;0;49,6;22,4;71,9;0;0;14,3;84;1;565;34
5/05/2024 1:00;24,7;0,8;1,3;25,4;18,7;44;0;0;14,1;84;4,1;565;12
5/05/2024 2:00;25,8;0,2;8,6;0,5;7,3;7,7;0;0;13,3;84;3,8;564;9
5/05/2024 3:00;18,7;0,2;12;0,3;5,9;6,2;0;0;12,7;84;1,8;564;6
5/05/2024 4:00;13,3;0,2;7,8;0,9;10,1;11;0;0;12,8;84;0,1;564;3
5/05/2024 5:00;9,4;0,2;9,3;0,8;9,5;10,3;0;0;12,7;83;0,1;564;4
5/05/2024 6:00;7,4;0,2;5,7;1,1;11,9;13;0;0;12,7;83;0;564;3
5/05/2024 7:00;6,3;0,5;3,4;13,2;15,1;28,3;0;0;13,8;80;0;565;4
5/05/2024 8:00;7;0,5;6,4;14,9;12,7;27,6;0;0;16;71;0;565;7
5/05/2024 9:00;5;0,5;8,2;8,7;11,6;20,3;0;0;16,6;67;0;565;5
5/05/2024 10:00;4;0,4;10,2;8,4;9,5;17,9;0;0;15,2;78;1,2;565;4
5/05/2024 11:00;6;0,4;14,1;7,6;8,7;16,2;0;0;16,6;76;0,2;565;6
5/05/2024 12:00;6;0,4;20,7;4,9;8;13;0;0;19,5;63;0,1;565;6
5/05/2024 13:00;6,7;0,4;24,7;4;7,8;11,8;0;0;20,5;61;0;564;6
5/05/2024 14:00;14,2;0,3;23;3,3;6,8;10,1;0;0;21,5;55;0;564;8
5/05/2024 15:00;11,2;0,2;19,1;2,4;3,3;5,8;0;0;21,1;51;0;563;2
5/05/2024 16:00;9,2;0,3;16,5;4,5;4,2;8,7;0;0;19,8;56;0;563;0
5/05/2024 17:00;12,3;0,3;14,4;2,3;4,6;7;0;0;18,6;60;0;563;3
5/05/2024 18:00;9,3;0,3;12,2;2;4,7;6,7;0;0;17,6;61;0;564;6
5/05/2024 19:00;12;0,4;7,5;8,3;8,6;16,8;0;0;16,5;66;0;564;4
5/05/2024 20:00;8,4;0,5;5,4;8,9;10,2;19,1;0;0;16,5;66;0;564;2
5/05/2024 21:00;6,8;0,4;7;5,4;8,4;13,8;0;0;16,2;66;0;565;1
5/05/2024 22:00;10,5;0,3;8;2,7;7,3;10;0;0;15,9;66;0;565;5
5/05/2024 23:00;7,8;0,3;5,2;2,3;8,9;11,1;0;0;15,7;67;0;565;5
45418;5,7;0,2;8,3;1;6,3;7,2;0;0;15,2;71;0;565;4
6/05/2024 1:00;5;0,2;8,5;0,2;4,9;5,2;0;0;14,6;76;0;565;3
6/05/2024 2:00;7,1;0,3;7,4;1;6,8;7,8;0;0;14,2;76;0,1;564;4
6/05/2024 3:00;6,1;0,2;10,1;0,3;4,7;5;0;0;13,8;77;0;564;6
6/05/2024 4:00;5,8;0,2;9,6;0,4;6,8;7,2;0;0;13,1;80;0;564;4
6/05/2024 5:00;6,3;0,3;12;0;0;0;0;0;13,4;75;0;564;3
6/05/2024 6:00;5,8;1;0,4;120,9;39,3;160,5;0;0;13,2;76;0;565;3
6/05/2024 7:00;0;1,4;0,8;89,7;22,6;112,3;0;0;13,7;76;0;565;24
6/05/2024 8:00;0;1,6;1,5;77,5;21,8;99,3;0;0;15,1;72;0;565;31
6/05/2024 9:00;31,5;0,8;9,2;22,7;12,1;34,8;0;0;17,6;63;0,1;565;20
6/05/2024 10:00;30,1;0,4;16,8;7,9;6;14;0;0;21;52;0;565;9
6/05/2024 11:00;25,3;0,4;17,7;7;5,8;12,8;0;0;21,7;48;0;565;6
6/05/2024 12:00;20,8;0,3;20,5;5,2;5,4;10,6;0;0;23;43;0;564;5
6/05/2024 13:00;15,3;0;19;4,3;4,1;8,4;0;0;23,1;41;0;564;6
6/05/2024 14:00;15,5;0,2;20,4;2;2,5;4,4;0;0;25,1;37;0;563;2
6/05/2024 15:00;12,1;0,3;18,5;4,6;4,3;8,9;0;0;22,9;40;0;563;2
6/05/2024 16:00;9,4;0,3;18,3;4,9;3,7;8,6;0;0;23,1;39;0;563;4
6/05/2024 17:00;8,1;0,3;17,3;6,3;5,5;11,9;0;0;23,6;37;0;562;1
6/05/2024 18:00;7,7;0,6;10,3;8,4;11,6;20;0;0;21,2;44;0;563;0
6/05/2024 19:00;10,8;0,7;6,4;13,6;14,1;27,6;0;0;18,4;54;0;563;4
6/05/2024 20:00;12,6;0,6;5,5;9,1;13;22;0;0;17,4;62;0;564;6
6/05/2024 21:00;13;0,5;7,3;4,4;11,1;15,6;0;0;17,3;60;0;564;5
6/05/2024 22:00;10,3;0,5;8,3;4,5;10,5;15;0;0;17;63;0;564;4
6/05/2024 23:00;8,5;0,4;10,1;2,6;8;10,7;0;0;16,7;64;0;565;7
45419;6,5;0,3;11,7;0,6;5,8;6,4;0;0;16,4;64;0;564;5
7/05/2024 1:00;12,3;0,2;14,4;0,3;3;3,2;0;0;16,1;65;0;564;6
7/05/2024 2:00;15,5;0,1;15,8;0;1,9;1,9;0;0;15,9;63;0;564;4
7/05/2024 3:00;11,9;0,1;16,1;0;2,4;2,4;0;0;15;64;0;563;0
7/05/2024 4:00;9,5;0,1;14,9;0,1;2,5;2,6;0;0;14,7;66;0;563;2
7/05/2024 5:00;6,9;0,3;9,7;13,3;7,7;20,9;0;0;14,1;69;0;563;3
7/05/2024 6:00;8;0,4;2,6;18,5;14,7;33,2;0;0;13,7;72;0;563;8
7/05/2024 7:00;8;0,9;1,6;47,4;18,2;65,6;0;0;15,4;68;0;564;8
7/05/2024 8:00;17,7;0,7;8,6;26,9;14,8;41,7;0;0;19,7;54;0;564;14
7/05/2024 9:00;22,1;0;15;11,5;9,7;21,2;0;0;22,5;45;0;564;18
7/05/2024 10:00;16,7;0;0;6,4;4,6;11;0;0;22,4;43;0;564;12
7/05/2024 11:00;15;0;0;6,1;4,6;10,7;0;0;23,8;39;0;564;7
7/05/2024 12:00;10,7;0;0;6,5;3,6;10;0;0;24,4;38;0;563;5
7/05/2024 13:00;7,9;0,2;0;0;0;0;0;0;25,3;35;0;563;6
7/05/2024 14:00;8,5;0,3;20,7;4,8;8,5;13,3;0;0;24,5;41;0;562;1
7/05/2024 15:00;6,8;0,6;12,3;12,3;18,2;30,5;0;0;19,6;60;0;562;2
7/05/2024 16:00;0;0,8;6,9;21,9;24,5;46,4;0;0;17,9;70;0;562;15
7/05/2024 17:00;35,6;0,9;2,4;22;28,9;50,9;0;0;17,3;76;0,2;562;14
7/05/2024 18:00;33,7;1,1;1,4;28,8;27,9;56,7;0;0;16,7;76;0;562;19
7/05/2024 19:00;29,1;1,4;0,4;36,5;27,5;64;0;0;16,7;74;0;563;23
7/05/2024 20:00;31,6;1,1;1,5;37,6;23,2;60,8;0;0;16,8;69;0;563;22
7/05/2024 21:00;29,2;1;1,4;29;20,9;49,9;0;0;16,8;68;0;563;11
7/05/2024 22:00;30,6;0,5;6,7;6,2;10,6;16,8;0;0;16,4;66;0;564;21
7/05/2024 23:00;23,8;0,3;10,3;2,8;7,9;10,7;0;0;15,9;65;0;564;3
45420;19,5;0,3;13,8;1;4,2;5,2;0;0;15,9;64;0;564;1
8/05/2024 1:00;19,4;0,1;12,5;0,8;4,5;5,3;0;0;15,1;66;0;564;0
8/05/2024 2:00;17,5;0,1;8,8;0,5;7,1;7,6;0;0;14,2;70;0;563;7
8/05/2024 3:00;17,6;0,2;4,2;1;11,5;12,6;0;0;13,6;74;0;563;5
8/05/2024 4:00;13,7;0,2;8,3;1,1;8,1;9,2;0;0;14;71;0;563;10
8/05/2024 5:00;9,8;0,1;9,6;1,2;6,1;7,3;0;0;14,2;70;0;563;7
8/05/2024 6:00;8,9;0,4;2,3;14,4;14,6;29,1;0;0;14,3;71;0;564;3
8/05/2024 7:00;6,6;0,8;0,9;41,6;19,5;61;0;0;14,8;70;0;564;4
8/05/2024 8:00;17;0,8;4,4;29,7;17,2;46,8;0;0;16,6;65;0;564;17
8/05/2024 9:00;16,9;0,6;9,5;20,6;14,7;35,3;0;0;18,9;58;0;565;13
8/05/2024 10:00;21,3;0,4;16,3;10,2;9,7;20;0;0;21;49;0;564;9
8/05/2024 11:00;20;0,3;18,2;6,7;4,7;11,3;0;0;20,7;48;0;564;11
8/05/2024 12:00;21,1;0,3;17,4;7,3;5,6;12,9;0;0;21,2;47;0;564;6
8/05/2024 13:00;21;0,2;18,4;5,4;4,7;10,1;0;0;21,2;47;0;564;3
8/05/2024 14:00;15,1;0,2;20,5;4,4;4,4;8,8;0;0;21,8;47;0;563;4
8/05/2024 15:00;12,4;0,6;18,1;10,2;19;29,2;0;0;19,8;60;0;562;2
8/05/2024 16:00;21,2;0,6;15,5;11,5;24,7;36,2;0;0;17,8;69;3;562;21,2
8/05/2024 17:00;33,2;0,8;10,1;14,2;26,8;41,1;0;0;17;75;0;562;26
