Fecha ;PM10;PM2.5;So2;CO;OZONO;NO;NO2;NOX;Vel Viento;Dir Viento;Temperatura;HR;Precipitacion;Presion Baro
9/09/2024 19:00;25,9;17;0;0,3;29,8;4;14,4;18,4;0;0;15,6;44;0;565
9/09/2024 20:00;24,9;11;0;0,4;24,4;6,1;17,9;24,1;0;0;14,7;52;0;565
9/09/2024 21:00;26,2;9;0;0,4;25,4;1,7;15,4;17,1;0;0;14,7;51;0;565
9/09/2024 22:00;20,9;6;0;0,3;28,4;0,6;12,7;13,3;0;0;14,9;53;0;566
9/09/2024 23:00;16,6;8;0;0,3;35;0,5;7,8;8,2;0;0;13,9;62;0,1;566
45545;20,3;10;0;0,3;29,1;0,4;8,4;8,8;0;0;12,3;74;0,2;566
10/09/2024 1:00;17,3;6;0;0,3;27,1;0,5;10,9;11,5;0;0;12,3;72;0,4;565
10/09/2024 2:00;13;4;0;0,3;23,7;0,6;12,7;13,2;0;0;11,3;79;0,2;565
10/09/2024 3:00;16,7;5;0;0,3;21,2;0;14,6;14,6;0;0;11,5;79;0;564
10/09/2024 4:00;13,7;10;0;0,3;20,4;0,2;12,7;12,9;0;0;11,6;80;0,3;564
10/09/2024 5:00;10;6;0;0,3;17,8;0,9;11,7;12,6;0;0;11,3;82;0,3;565
10/09/2024 6:00;10,8;5;0;0,4;4,3;10,9;24,6;35,6;0;0;11,3;83;0,1;565
10/09/2024 7:00;10;10;0;0,9;1,3;49;26,3;75,3;0;0;11,7;82;0;565
10/09/2024 8:00;16,7;0;0;1,1;7,1;33;26,1;59,1;0;0;14;74;0;565
10/09/2024 9:00;24,8;0;0;0,9;12,1;21,5;25,4;46,9;0;0;15,8;65;0;565
10/09/2024 10:00;30;17;0;0,9;10,1;22,9;28,6;51,5;0;0;15,2;69;0,2;565
10/09/2024 11:00;31,4;18;0;0,7;22;16,5;22,2;38,7;0;0;16,9;63;0;565
10/09/2024 12:00;24,6;17;0;0,3;32,1;5,1;8,4;13,5;0;0;21,2;45;0;565
10/09/2024 13:00;18,3;7;0;0,3;29,4;4,6;7,2;11,8;0;0;20,3;46;0;565
10/09/2024 14:00;16,8;4;0;0,3;29,3;5,7;7,3;13;0;0;21;43;0;564
10/09/2024 15:00;13,4;4;0;0,3;27,1;7,2;7,5;14,7;0;0;19,8;47;0;563
10/09/2024 16:00;10,3;7;0;0,2;29,8;3,6;4,9;8,5;0;0;21,4;43;0;563
10/09/2024 17:00;11,8;4;0;0,3;25,5;7,5;9,3;16,8;0;0;19,4;48;0;563
10/09/2024 18:00;9,6;4;0;0,4;19,6;7;11,9;18,9;0;0;17,4;54;0;563
10/09/2024 19:00;12;7;0;0,5;16,3;4,9;15,2;20,1;0;0;15,9;58;0;563
10/09/2024 20:00;9,8;6;0;0,4;16,1;3,4;15;18,4;0;0;15,4;59;0;564
10/09/2024 21:00;14,2;4;0;0,4;18,6;5,9;12,4;18,3;0;0;15,2;63;0;565
10/09/2024 22:00;11,6;8;0;0,4;19,6;2,8;10,7;13,4;0;0;15,1;63;0;565
10/09/2024 23:00;14,7;9;0;0,3;19,7;1,3;9,8;11,1;0;0;14,8;65;0;565
45546;15,7;7;0;0,3;14,2;1,7;11,3;13,1;0;0;13,2;70;0;565
11/09/2024 1:00;12,2;7;0;0,4;2,9;5,6;20,7;26,3;0;0;12,2;73;0;564
11/09/2024 2:00;16,6;12;0;0,4;1,2;9;20,2;29,2;0;0;11,4;76;0;564
11/09/2024 3:00;15,9;10;0;0,3;1,8;5,1;19,2;24,4;0;0;10,7;79;0;564
11/09/2024 4:00;15;15;0;0,3;1,6;5,9;19,1;25,1;0;0;10,3;79;0;564
11/09/2024 5:00;24,7;13;0;0,4;1;19,6;19,3;38,9;0;0;10,4;79;0;564
11/09/2024 6:00;20,8;17;0;1;0,9;112,3;26,6;139;0;0;10;80;0;564
11/09/2024 7:00;67,8;54;0;1,2;1,1;107;22,3;129,2;0;0;12;74;0;564
11/09/2024 8:00;76,3;32;0;1,3;5,4;70,9;26,7;97,6;0;0;16,4;60;0;565
11/09/2024 9:00;65,9;29;0;0,7;16,3;26,7;21,1;47,7;0;0;18,5;51;0;565
11/09/2024 10:00;48,4;19;0;0,4;29;7,7;13,5;21,2;0;0;20,6;43;0;565
11/09/2024 11:00;45,5;19;0;0,5;30,2;10,2;19,1;29,3;0;0;22;39;0;565
11/09/2024 12:00;35,4;14;0;0,2;31,3;3,8;5,7;9,5;0;0;23,4;33;0;564
11/09/2024 13:00;30,1;12;0;0,2;32,2;3,8;4,9;8,7;0;0;22,7;33;0;564
11/09/2024 14:00;29,6;7;0;0,2;29;3,6;6,8;10,4;0;0;21,2;38;0;563
11/09/2024 15:00;22,7;4;0;0,3;27,4;4,9;9,8;14,8;0;0;20,7;39;0;563
11/09/2024 16:00;17;4;0;0,3;21,1;4,3;13,1;17,4;0;0;17,7;49;0;563
11/09/2024 17:00;14,9;3;0;0,6;14,2;10,3;22,2;32,6;0;0;16,8;55;0;563
11/09/2024 18:00;12,1;8;0;0,8;11,1;15;24,3;39,3;0;0;17;51;0;563
11/09/2024 19:00;18,5;11;0;0,9;12;16,9;21,3;38,2;0;0;15,3;59;0;564
11/09/2024 20:00;19,1;8;0;0,5;13,5;8,7;18,4;27;0;0;14,7;59;0;564
11/09/2024 21:00;23,3;9;0;0,8;6;9,2;23,5;32,7;0;0;14,1;62;0;565
11/09/2024 22:00;18,7;10;0;0,7;7,1;8,4;21,4;29,9;0;0;13,4;65;0;565
11/09/2024 23:00;24,5;6;0;0,7;4,2;8,6;22,4;31,1;0;0;12,6;67;0;565
45547;21,1;9;0;0,9;0,6;29,8;25,2;54,9;0;0;12;70;0;565
12/09/2024 1:00;17;15;0;0,6;1,5;18,6;23,6;42,2;0;0;12;72;0;564
12/09/2024 2:00;23,1;11;0;0,4;3,5;3,4;20,2;23,6;0;0;11,7;73;0;564
12/09/2024 3:00;18,9;11;0;0,3;2;6,1;21,2;27,3;0;0;12,2;71;0;564
12/09/2024 4:00;15,1;11;0;0,4;2;11,7;21,1;32,8;0;0;12,2;71;0;564
12/09/2024 5:00;17,6;11;0;0,5;0,3;23,7;21,8;45,4;0;0;11,5;74;0;564
12/09/2024 6:00;24,2;18;0;1;0,5;119,3;28;147,4;0;0;11,1;76;0;564
12/09/2024 7:00;29,3;25;0;1,5;1,2;112;28,3;140,3;0;0;12,9;71;0;564
12/09/2024 8:00;36,1;30;0;1,1;11,8;31,4;23,1;54,5;0;0;17;56;0;565
12/09/2024 9:00;35,8;18;0;0,9;17,7;26,9;25,1;51,9;0;0;19,7;47;0;565
12/09/2024 10:00;36,2;10;0;0,3;31,4;4,3;7,1;11,3;0;0;19,7;45;0;565
12/09/2024 11:00;28,1;8;0;0,3;32,5;4,9;6,4;11,3;0;0;20,9;42;0;565
12/09/2024 12:00;21,7;6;0;0,3;34,5;4;4,6;8,6;0;0;21,6;39;0;565
12/09/2024 13:00;16,5;10;0;0,3;33,8;3;4,7;7,6;0;0;22,2;37;0;564
12/09/2024 14:00;28,3;12;0;0,3;30,8;3,8;6,5;10,4;0;0;21,3;39;0;564
12/09/2024 15:00;23,7;8;0;0,3;29,1;3,4;7,1;10,5;0;0;19,1;45;0;564
12/09/2024 16:00;17,6;7;0;0,3;35,4;4,8;7,7;12,6;0;0;21,3;39;0;563
12/09/2024 17:00;13,4;9;0;0,3;35,6;4,1;9;13,1;0;0;20,9;39;0;563
12/09/2024 18:00;11;11;0;0,4;28,7;10,6;14,4;25,1;0;0;18,3;46;0;563
12/09/2024 19:00;33,7;16;0;0,4;33,3;3,8;14;17,9;0;0;17;51;0;564
12/09/2024 20:00;27,9;8;0;0,5;26,9;5,3;17,3;22,6;0;0;16;55;0;564
12/09/2024 21:00;26,1;10;0;0,5;27;4;16,4;20,4;0;0;15,8;57;0;565
12/09/2024 22:00;28,6;11;0;0,3;42,4;1,5;8;9,4;0;0;14,9;60;0;565
12/09/2024 23:00;21,8;4;0;0,3;44,1;1,1;7,3;8,4;0;0;14,4;62;0;565
45548;18,8;6;0;0,3;43,1;0,8;6,8;7,7;0;0;13,9;65;0;565
13/09/2024 1:00;14,8;5;0;0,2;48,7;0,3;5,2;5,5;0;0;13,9;64;0;565
13/09/2024 2:00;11,5;3;0;0,3;43,4;0,1;6,4;6,6;0;0;14;64;0;565
13/09/2024 3:00;8,8;4;0;0,2;39,6;0,1;7,1;7,2;0;0;14,2;64;0;564
13/09/2024 4:00;6,8;6;0;0,3;36,5;0,3;7;7,3;0;0;14;65;0;564
13/09/2024 5:00;10;10;0;0,5;11,1;12,3;27,7;40,1;0;0;14;67;0;564
13/09/2024 6:00;0;21;0;0,9;1,5;67,4;39;106,4;0;0;13,6;69;0;565
13/09/2024 7:00;42,6;31;0;1,1;2,3;56,9;35,2;91,9;0;0;13,8;69;0;565
13/09/2024 8:00;40,7;29;0;1,5;5;55;37,9;92,9;0;0;16;61;0;566
13/09/2024 9:00;44,8;26;0;0,7;23,4;20,9;21,2;42,1;0;0;19,1;44;0;566
13/09/2024 10:00;34,8;8;0;0,3;33,3;5,2;5,6;10,8;0;0;21,2;30;0;566
13/09/2024 11:00;31,6;6;0;0,2;35,4;2,4;3,7;6,2;0;0;22;29;0;566
13/09/2024 12:00;26,4;3;0;0,2;34,4;3;4;7;0;0;22,6;31;0;565
13/09/2024 13:00;26,9;5;0;0,3;35,1;4;5,9;9,9;0;0;24;28;0;565
13/09/2024 14:00;22,2;6;0;0,3;36,3;3,6;5,9;9,5;0;0;24,4;27;0;564
13/09/2024 15:00;16,8;4;0;0,3;35,6;4,1;7,2;11,3;0;0;23,2;29;0;564
13/09/2024 16:00;13,9;2;0;0,3;35,1;3,9;8;11,9;0;0;22,4;29;0;563
13/09/2024 17:00;10,7;4;0;0,3;30,3;7;11,5;18,5;0;0;19,6;39;0;564
13/09/2024 18:00;12,8;8;0;0,5;24,8;10,7;17,1;27,9;0;0;17,6;46;0;564
13/09/2024 19:00;29,1;21;0;0,5;27,5;4,4;14,1;18,5;0;0;17;49;0;565
13/09/2024 20:00;25,3;8;0;0,4;28,6;4,9;14,2;19;0;0;16,2;51;0;565
13/09/2024 21:00;32,9;5;0;0,6;16,2;5,4;20,9;26,3;0;0;15,5;60;0;565
13/09/2024 22:00;29,8;10;0;0,6;15,9;3,7;22,2;25,9;0;0;15,3;55;0;566
13/09/2024 23:00;24,1;8;0;0,8;7,4;10,8;29,7;40,6;0;0;15,1;56;0;566
45549;28,7;13;0;0,5;16,6;3,2;18,6;21,9;0;0;15;57;0;566
14/09/2024 1:00;22,5;15;0;0,4;20,1;1,1;14,9;15,9;0;0;14,9;57;0;565
14/09/2024 2:00;20,2;9;0;0,3;25,4;0,3;8,7;9;0;0;14,6;56;0;565
14/09/2024 3:00;15,3;7;0;0,3;24,7;0,4;8,6;9;0;0;13,5;60;0;565
14/09/2024 4:00;17,5;3;0;0,3;27,5;0,5;5,4;5,9;0;0;13;63;0;565
14/09/2024 5:00;13,6;3;0;0,3;24,4;1,4;6,7;8,2;0;0;13,1;64;0;565
14/09/2024 6:00;10,4;6;0;0,4;18,8;3,2;11,3;14,5;0;0;13,4;63;0;565
14/09/2024 7:00;9,1;7;0;0,5;18,3;8,4;13,9;22,3;0;0;14;64;0;565
14/09/2024 8:00;10,7;6;0;0,5;21,2;13,8;14,7;28,5;0;0;18,4;50;0;565
14/09/2024 9:00;13,5;8;0;0,5;32,1;8,2;14,3;22,5;0;0;21,6;40;0;565
14/09/2024 10:00;21,8;13;0;0,4;37,4;6,1;10,8;16,9;0;0;23,9;35;0;565
14/09/2024 11:00;18,2;12;0;0,3;35,4;2,4;3,8;6,2;0;0;24,1;34;0;565
14/09/2024 12:00;13,6;6;0;0,3;33;2,7;4,3;7,1;0;0;21,9;38;0;565
14/09/2024 13:00;10,1;0;0;0,3;32,9;2,2;3,6;5,7;0;0;21,8;38;0;565
14/09/2024 14:00;19,8;2;0;0,3;31,6;2,8;3,9;6,7;0;0;21,4;38;0;564
14/09/2024 15:00;16,4;2;0;0,3;30,6;4;5,1;9;0;0;21,5;37;0;564
14/09/2024 16:00;11,6;6;0;0,3;30,4;3,2;5,6;8,9;0;0;20,4;42;0;563
14/09/2024 17:00;8,7;4;0;0,4;25,6;4,4;9,2;13,7;0;0;18,9;46;0;564
14/09/2024 18:00;6,9;4;0;0,4;26,7;4,4;9,4;13,8;0;0;17,8;48;0;564
14/09/2024 19:00;15,3;3;0;0,6;15,8;9,2;20;29,2;0;0;15,8;53;0;564
14/09/2024 20:00;12,9;3;0;0,7;9,8;8,7;25,7;34,4;0;0;14,9;56;0;565
14/09/2024 21:00;9,5;5;0;0,9;6;21,6;27,9;49,5;0;0;14,1;60;0;565
14/09/2024 22:00;7,7;6;0;1;1,7;18,1;32,6;50,7;0;0;13,2;63;0;565
14/09/2024 23:00;12,2;10;0;1,5;0,9;60,4;34,3;94,8;0;0;13,1;64;0;565
45550;25,6;16;0;1,4;0,8;51;29,6;80,7;0;0;12,2;67;0;565
15/09/2024 1:00;25,4;17;0;0,5;17,8;13,5;16,6;30;0;0;12,5;65;0;565
15/09/2024 2:00;28,7;5;0;0,3;23,2;2;12,4;14,4;0;0;12,4;65;0;565
15/09/2024 3:00;24,5;9;0;0,2;26,5;0,7;8,8;9,5;0;0;12,3;65;0;565
15/09/2024 4:00;18,6;8;0;0,3;20,3;3,2;11,7;14,9;0;0;11,9;68;0;565
15/09/2024 5:00;20,1;8;0;0,1;32,7;0,5;2,9;3,4;0;0;12,6;65;0;565
15/09/2024 6:00;16,6;8;0;0,2;23,1;1,5;8,1;9,6;0;0;12;68;0;565
15/09/2024 7:00;12,9;7;0;0,2;23;4;8,6;12,6;0;0;13,8;62;0;566
15/09/2024 8:00;9,7;6;0;0,2;29,1;3,6;3,9;7,5;0;0;17;51;0;566
15/09/2024 9:00;15,5;5;0;0,2;30,9;2,6;3;5,6;0;0;19,4;44;0;566
15/09/2024 10:00;13,5;5;0;0,2;35;2,2;3,9;6,2;0;0;22,9;36;0;566
15/09/2024 11:00;10,4;6;0;0,2;30,9;3,9;3,4;7,3;0;0;23,7;33;0;565
15/09/2024 12:00;8,3;3;0;0,1;30,9;2,1;2,6;4,7;0;0;24;31;0;565
15/09/2024 13:00;6,6;0;0;0,1;30,4;1,9;2;3,9;0;0;25;30;0;564
15/09/2024 14:00;17,1;2;0;0,1;29,9;2,3;2,1;4,4;0;0;24,1;31;0;564
15/09/2024 15:00;14,5;3;0;0,1;29,3;2,4;3,2;5,6;0;0;24,3;32;0;563
15/09/2024 16:00;12,8;0;0;0,2;28,6;2,4;4,3;6,7;0;0;23,1;33;0;563
15/09/2024 17:00;10,1;2;0;0,2;28,9;2,6;3,9;6,5;0;0;22,9;34;0;563
15/09/2024 18:00;7,8;3;0;0,2;26,8;2,7;5;7,6;0;0;20,3;40;0;563
15/09/2024 19:00;5,5;5;0;0,3;21,5;4,8;9,5;14,3;0;0;17,3;50;0;564
15/09/2024 20:00;4;4;0;0,2;26,9;0,4;5,2;5,6;0;0;16,4;52;0;564
15/09/2024 21:00;0;10;0;0,3;20,4;2,7;9,7;12,4;0;0;15,6;56;0;565
15/09/2024 22:00;11;11;0;0,3;20,4;2,2;8;10,2;0;0;14,8;63;0;566
15/09/2024 23:00;11;11;0;0,3;16,7;1,7;9,1;10,8;0;0;13,8;62;0;566
45551;10;10;0;0,3;14,5;1,4;10,1;11,5;0;0;13,7;58;0;565
16/09/2024 1:00;8,8;7;0;0,2;18,1;0,8;8,1;8,8;0;0;13,6;56;0;565
16/09/2024 2:00;8;5;0;0,2;15,4;1,3;11;12,3;0;0;13;60;0;565
16/09/2024 3:00;10;10;0;0,2;24,4;0,2;4,7;4,9;0;0;12,9;63;0;565
16/09/2024 4:00;6;6;0;0,1;28,3;0,4;1,9;2,3;0;0;12,7;66;0;564
16/09/2024 5:00;8;6;0;0,2;19;4,8;11,1;15,9;0;0;12,2;65;0;564
16/09/2024 6:00;11;5;0;0,3;15,6;9,5;15,3;24,6;0;0;12,8;63;0;565
16/09/2024 7:00;11,7;5;0;0,5;12,3;20,9;16,8;37,7;0;0;14,5;61;0;565
16/09/2024 8:00;17;17;0;0,5;21,5;13,4;13,1;26,4;0;0;18,8;47;0;565
16/09/2024 9:00;25,3;18;0;0;0;5,8;8,5;14,4;0;0;20,9;39;0;565
16/09/2024 10:00;21,9;5;0;0,2;0;0;0;0;0;0;21,2;39;0;565
16/09/2024 11:00;0;26;0;0,2;29,2;0;0;0;0;0;22,4;37;0;565
16/09/2024 12:00;0;8;0;0,2;28,3;3,2;3,8;7;0;0;21,8;38;0;565
16/09/2024 13:00;29,4;6;0;0,2;28,2;0;0;0;0;0;21,6;38;0;564
16/09/2024 14:00;35,8;6;0;0,3;27,1;4;6,9;10,9;0;0;21,8;38;0;564
16/09/2024 15:00;29,1;8;0;0,3;27,2;4,2;6,7;10,8;0;0;21,9;38;0;563
16/09/2024 16:00;22,3;7;0;0,3;25,1;6,2;9,8;16;0;0;21;39;0;563
16/09/2024 17:00;21,6;7;0;0,4;22,9;6,1;12,7;18,8;0;0;20;43;0;563
16/09/2024 18:00;17,2;9;0;0,4;21,3;5,5;12,3;17,9;0;0;17,4;51;0;564
16/09/2024 19:00;16,3;7;0;0,4;24;3,4;9,4;12,8;0;0;16,6;52;0;564
16/09/2024 20:00;23,1;10;0;0,3;21,9;4,5;11,2;15,5;0;0;15,9;59;0;565
16/09/2024 21:00;23,5;7;0;0,3;26,5;2;9,8;11,8;0;0;15,6;60;0;566
16/09/2024 22:00;21,4;3;0;0,2;35,7;0,3;5,8;6,2;0;0;14,8;61;0;565
16/09/2024 23:00;16,7;1;0;0,2;37,4;0,8;6,1;7;0;0;14,4;61;0;565
45552;14,4;2;0;0,2;43,9;0,5;3,7;4,2;0;0;14,9;59;0;565
17/09/2024 1:00;10,8;4;0;0;39,2;0,2;5,5;5,7;0;0;14,2;63;0;565
17/09/2024 2:00;7,9;2;0;0;40,1;0,2;3,2;3,3;0;0;14,3;64;0;565
17/09/2024 3:00;6,1;0;0;0;30,7;0,4;7,2;7,6;0;0;13,3;72;0;565
17/09/2024 4:00;6;6;0;0;31,5;0,4;5,3;5,7;0;0;12,7;74;0;564
17/09/2024 5:00;5;5;0;0,2;13;10,1;20,1;30,3;0;0;13,1;72;0;565
17/09/2024 6:00;11,5;7;0;0,8;1,4;111,1;47,9;159;0;0;12,6;74;0;565
17/09/2024 7:00;42,9;37;0;0,8;5,1;45,8;33,1;79;0;0;13,9;68;0;565
17/09/2024 8:00;48,2;23;0;0,6;23,4;16;22,1;38,1;0;0;19,2;47;0;565
17/09/2024 9:00;39,5;12;0;0,3;35,1;5,2;10,9;16,1;0;0;19,2;44;0;565
17/09/2024 10:00;38,9;9;0;0,2;35,4;6,1;9,4;15,5;0;0;20;43;0;566
17/09/2024 11:00;34,6;16;0;0,2;37,1;4;7,7;11,6;0;0;20,6;41;0;566
17/09/2024 12:00;30,5;11;0;0,2;33,2;5,1;9,8;14,9;0;0;19,4;44;0;566
17/09/2024 13:00;23,3;10;0;0,1;39;3,7;6,1;9,8;0;0;21,9;38;0;565
17/09/2024 14:00;17,1;13;0;0,1;40,9;2,8;4,6;7,4;0;0;21,7;37;0;564
17/09/2024 15:00;14;14;0;0,1;40,5;2,3;3,9;6,1;0;0;22,5;35;0;564
17/09/2024 16:00;24,1;11;0;0,2;34,7;3,7;8,2;11,9;0;0;20;43;0;563
17/09/2024 17:00;22,8;14;0;0,4;28,3;8,3;15;23,4;0;0;19;48;0;564
17/09/2024 18:00;33,6;20;0;0,3;30,4;5,1;14,5;19,6;0;0;17,1;52;0;564
17/09/2024 19:00;34;15;0;0,3;30,6;2;14,7;16,7;0;0;15,8;54;0;564
17/09/2024 20:00;41,2;9;0;0,2;31,8;5;12,4;17,5;0;0;15,3;55;0;565
17/09/2024 21:00;42,8;9;0;0,1;34,7;1,3;10,1;11,4;0;0;15,3;52;0;565
17/09/2024 22:00;32,9;8;0;0,2;27,3;1,4;15,4;16,8;0;0;15;54;0;565
17/09/2024 23:00;23,7;8;0;0,1;33,2;0,5;9,7;10,1;0;0;15;54;0;565
45553;18,1;7;0;0,1;37,2;0,3;6;6,3;0;0;14,5;56;0;565
18/09/2024 1:00;13,5;6;0;0,2;35,9;0,3;9,2;9,5;0;0;14;57;0;565
18/09/2024 2:00;15,7;6;0;0,2;47;0;2,5;2,5;0;0;14,1;57;0;565
18/09/2024 3:00;12,9;6;0;0,2;42,5;0,1;2,7;2,8;0;0;13,3;62;0;564
18/09/2024 4:00;10,2;4;0;0,2;43;0,5;3;3,5;0;0;13;63;0;564
18/09/2024 5:00;13,2;7;0;0,2;42,7;0,7;3,8;4,4;0;0;12,6;64;0;564
18/09/2024 6:00;11,4;7;0;0,3;33,5;7,9;15,4;23,4;0;0;12,6;63;0;564
18/09/2024 7:00;8,9;7;0;0,6;20,1;11,5;18,2;29,7;0;0;12,9;64;0;564
18/09/2024 8:00;12,8;0;0;0,6;29,9;11,2;14,3;25,5;0;0;16,7;54;0;565
18/09/2024 9:00;19,2;13;0;0,4;32,6;7,6;11;18,7;0;0;21,5;38;0;565
18/09/2024 10:00;17,8;11;0;0,2;34,5;4,5;5,2;9,7;0;0;22,6;32;0;565
18/09/2024 11:00;14,4;8;0;0,2;38,2;2,7;4;6,7;0;0;23,5;32;0;565
18/09/2024 12:00;13,5;5;0;0,2;40,3;2,4;4;6,4;0;0;24,5;32;0;564
18/09/2024 13:00;15,6;9;0;0,2;44,1;2,6;4,4;7,1;0;0;24;32;0;564
18/09/2024 14:00;27;8;0;0,2;50,6;1;3,7;4,8;0;0;24,6;30;0;563
18/09/2024 15:00;22,5;5;0;0,3;47,8;1,9;6;7,9;0;0;22,8;35;0;563
18/09/2024 16:00;16,5;3;0;0,3;44,7;2,6;9,3;11,9;0;0;21,2;39;0;563
18/09/2024 17:00;15,4;5;0;0,4;44,1;4;11,5;15,5;0;0;20,3;41;0;563
18/09/2024 18:00;15,2;9;0;0,5;39,3;7,2;13,2;20,4;0;0;18,1;48;0;563
18/09/2024 19:00;17,4;15;0;0,6;30,9;4,9;19,6;24,5;0;0;16,8;53;0;563
18/09/2024 20:00;16,1;11;0;0,4;33,3;4,2;17,9;22,1;0;0;16,3;54;0;564
18/09/2024 21:00;22,7;10;0;0,3;38,8;0,7;11,8;12,5;0;0;15,8;55;0;565
18/09/2024 22:00;23,5;14;0;0,3;38,8;0,3;11,2;11,5;0;0;15,2;57;0;565
18/09/2024 23:00;17,5;9;0;0,3;42,7;0,2;6,4;6,6;0;0;14,6;60;0;565
45554;21;5;0;0,3;39,1;0,4;7,4;7,8;0;0;14,1;63;0;565
19/09/2024 1:00;16,6;11;0;0,2;39,9;0,5;6;6,5;0;0;13,3;65;0;564
19/09/2024 2:00;18,2;8;0;0,2;39,6;0,2;4,1;4,3;0;0;13,8;65;0;564
19/09/2024 3:00;14,6;12;0;0,2;38,2;0,4;2,8;3,2;0;0;14;66;0;564
19/09/2024 4:00;14,3;9;0;0,2;24,3;0,1;11,1;11,2;0;0;13,7;66;0;564
19/09/2024 5:00;11;10;0;0,3;14,7;2,3;18,7;21;0;0;13,3;68;0;564
19/09/2024 6:00;22,2;14;0;0,5;10,3;28,5;31,4;59,8;0;0;12,7;73;0;564
19/09/2024 7:00;21,8;21,8;0;0,6;14,1;13,4;23,4;36,8;0;0;13,4;69;0;564
19/09/2024 8:00;26,1;13;0;0,6;25;14,1;14,4;28,4;0;0;16,2;60;0;565
19/09/2024 9:00;21,9;11;0;0,4;36,2;5,7;8,5;14,2;0;0;19,9;46;0;565
19/09/2024 10:00;16,6;10;0;0,3;40,7;3,9;6;9,9;0;0;20,3;41;0;565
19/09/2024 11:00;13;8;0;0,3;41,5;3,4;5,1;8,5;0;0;21,6;38;0;565
19/09/2024 12:00;12,4;9;0;0,3;43,5;3,8;4,4;8,2;0;0;22,5;35;0;564
19/09/2024 13:00;14,4;12;0;0,3;45,2;2,8;4,4;7,2;0;0;23,4;31;0;564
19/09/2024 14:00;11,5;6;0;0,3;46,6;3,3;4,8;8,1;0;0;24,4;28;0;563
19/09/2024 15:00;9,3;1;0;0,3;46;2,9;6,9;9,8;0;0;24,4;27;0;563
19/09/2024 16:00;15;15;0;0,3;46;2,9;7,7;10,7;0;0;24,2;26;0;562
19/09/2024 17:00;14,6;8;0;0,3;44,1;3,2;10,3;13,6;0;0;22,7;27;0;562
19/09/2024 18:00;18,1;13;0;0,4;37,2;6,5;17,4;24;0;0;19,7;33;0;562
19/09/2024 19:00;19,5;9;0;0,6;28,2;5;22;27;0;0;16,8;37;0;563
19/09/2024 20:00;24,2;7;0;0,8;14,2;17;33,7;50,6;0;0;15,5;41;0;563
19/09/2024 21:00;38,5;26;0;0,8;9,7;8,3;34,1;42,4;0;0;15;47;0;564
19/09/2024 22:00;32,4;17;0;0,7;15,5;6,8;27,5;34,2;0;0;14,1;48;0;564
19/09/2024 23:00;29,9;16;0;0,6;15,4;5,9;26,4;32,3;0;0;13,2;49;0;565
45555;23,8;17;0;0,6;12,3;3,3;27,9;31,2;0;0;12,6;53;0;564
20/09/2024 1:00;27;14;0;0,5;7,1;6;29,6;35,6;0;0;12,1;56;0;564
20/09/2024 2:00;24,2;12;0;0,4;14,2;0,9;20,7;21,6;0;0;11,6;61;0;563
20/09/2024 3:00;19,8;13;0;0,3;18,3;0,7;16;16,6;0;0;11,4;65;0;563
20/09/2024 4:00;21,2;10;0;0,3;15,2;1,5;16,4;17,8;0;0;10,9;68;0;563
20/09/2024 5:00;22,7;9;0;0,3;9,4;4,6;21,4;26;0;0;10,8;69;0;563
20/09/2024 6:00;19,8;14;0;0,7;2,4;55,1;35,4;90,6;0;0;11,1;67;0;563
20/09/2024 7:00;83,3;43;0;1,3;2,1;75,8;36,7;112,6;0;0;12,3;60;0;564
20/09/2024 8:00;85;36;0;1,5;3,7;68;39,9;107,8;0;0;14,8;53;0;564
20/09/2024 9:00;79,2;38;0;1,6;5,8;56,8;47;103,8;0;0;16,1;49;0;564
20/09/2024 10:00;75,9;37;0;0,8;28,6;15,5;24,7;40,2;0;0;18,1;46;0;564
20/09/2024 11:00;70;19;0;0,5;37,3;5,6;13,9;19,5;0;0;19,9;44;0;564
20/09/2024 12:00;52,5;14;0;0,4;40,1;4,7;10,1;14,7;0;0;20,6;43;0;564
20/09/2024 13:00;37,8;8;0;0,4;42,9;3,3;7,6;10,9;0;0;22,4;38;0;563
20/09/2024 14:00;36;8;0;0,4;38,9;4,6;9;13,6;0;0;22,6;38;0;563
20/09/2024 15:00;30,8;11;0;0,3;36,9;4;7,4;11,4;0;0;20,2;44;0;562
20/09/2024 16:00;26,5;8;0;0,4;33,6;3,3;9,3;12,7;0;0;20,1;45;0;562
20/09/2024 17:00;19,4;6;0;0,5;31,7;9;10,7;19,8;0;0;20,3;45;0;562
20/09/2024 18:00;17,8;8;0;0,7;20,9;9,8;19,1;28,8;0;0;18,2;50;0;562
20/09/2024 19:00;16,4;11;0;0,6;24,7;5,9;16,2;22,1;0;0;17,3;54;0;563
20/09/2024 20:00;24,7;8;0;0,6;27,6;4,1;16;20,1;0;0;16;60;0;564
20/09/2024 21:00;28,8;10;0;0,5;27,1;3,5;14,3;17,8;0;0;16;58;0;565
20/09/2024 22:00;21,9;8;0;0,3;26,7;1,2;9,6;10,8;0;0;15,4;57;0;565
20/09/2024 23:00;15,8;6;0;0,4;19,9;2,9;12,2;15,2;0;0;14;62;0;565
45556;16,9;5;0;0,6;9,4;5,3;20,8;26,1;0;0;12,9;68;0;564
21/09/2024 1:00;13,1;10;0;0,5;1,8;8,7;26,3;35;0;0;12,9;72;0;564
