Fecha ;PM10;PM2.5;So2;CO;OZONO;NO;NO2;NOX;Vel Viento;Dir Viento;Temperatura;HR;Precipitacion;Presion Baro
1/01/2024 1:00;31;31;0;0,5;3,7;5;12,9;17,9;1,1;128;13,7;81;0;565
1/01/2024 2:00;0;60;0;0,6;1,8;9,1;14,7;23,8;1,1;157;13,2;81;0;565
1/01/2024 3:00;0;57;0;0,7;0,4;17;16,2;33,2;0,9;188;12,6;83;0;564
1/01/2024 4:00;51,1;45;0;0,5;3,5;5,7;12;17,7;0,7;190;13,2;82;0;564
1/01/2024 5:00;49,5;31;0;0,5;2,6;7,3;12,7;20,1;0,8;195;13,2;80;0;564
1/01/2024 6:00;40,8;36;0;0,5;4;5,1;11;16,1;1,3;295;12,5;79;0;565
1/01/2024 7:00;32,5;20;0;0,4;6,1;7,3;9,4;16,7;0,9;339;12,3;77;0;565
1/01/2024 8:00;28,3;12;0;0,4;11;9,1;8,5;17,6;1,2;286;14,4;69;0,1;565
1/01/2024 9:00;28,9;18;0;0,4;17,5;8,8;8,2;17;1,1;203;19,4;52;0;566
1/01/2024 10:00;20,8;18;0;0,3;24,2;6,1;5,8;11,9;0,5;265;21,3;46;0;566
1/01/2024 11:00;15,5;9;0;0,2;20,9;4,2;2,3;6,5;2;359;20,2;48;0;565
1/01/2024 12:00;12;12;0;0,2;21,3;4,1;1,8;5,8;2,4;117;21,5;43;0;565
1/01/2024 13:00;9;9;0;0,2;23;4,1;1,9;5,9;1;149;24,2;37;0;565
1/01/2024 14:00;6,1;5;0;0,2;24,8;4,1;1,8;6;1,3;168;24,7;33;0;564
1/01/2024 15:00;6;6;0;0,3;32,3;4,3;5,3;9,6;1,6;332;22,5;42;0;563
1/01/2024 16:00;0;11;0;0,4;37,6;5;7,9;12,9;2,9;307;21,7;52;0;563
1/01/2024 17:00;0;18;0;0,3;33,3;4,4;7,3;11,7;1,6;8;19,7;57;0;563
1/01/2024 18:00;0;21;0;0,4;25,4;4,9;11,3;16,2;2,3;264;17,3;65;0;563
1/01/2024 19:00;23,4;20;0;0,5;17,8;4,6;16;20,5;1,4;255;16,1;71;0;564
1/01/2024 20:00;27;27;0;0,5;10,5;6,3;20,4;26,7;2,1;286;15,8;72;0;564
1/01/2024 21:00;31;21;0;0,5;10,2;5,7;18,2;23,9;1,2;147;15;75;0;565
1/01/2024 22:00;22,3;19;0;0,6;5,2;7,7;22,8;30,6;1,5;5;14,4;78;0;565
1/01/2024 23:00;36;22;0;0,6;3;9,8;21,7;31,5;1;334;14,2;78;0;565
45293;25,6;10;0;0,5;2,4;15,6;23,1;38,7;1,2;17;14,4;78;0;565
2/01/2024 1:00;22,8;16;0;0,6;1,8;12,7;23,4;36,1;1,6;70;14,3;78;0;565
2/01/2024 2:00;25,8;22;0;0,6;0,5;16;25,1;41;1,7;133;14,1;79;0;564
2/01/2024 3:00;36,8;25;0;0,5;1,7;13,4;19,5;32,9;1,4;208;14,1;76;0;564
2/01/2024 4:00;28,6;25;0;0,4;0,8;9;16,8;25,9;1,1;231;13;72;0;564
2/01/2024 5:00;29,4;16;0;0,4;0,4;14,6;15,7;30,3;1,2;220;12,3;71;0;564
2/01/2024 6:00;23,8;18;0;0,7;0,3;35,3;17,9;53,2;0,8;238;11,7;73;0;564
2/01/2024 7:00;31,2;21;0;1,2;0,5;73,6;22,3;95,9;0,8;271;12,4;72;0;565
2/01/2024 8:00;31,8;31;0;0,9;7,3;43,7;15,6;59,2;1,3;352;14,7;64;0;565
2/01/2024 9:00;29,9;21;0;0,3;16,9;7,6;5,7;13,3;0,7;90;18,3;53;0;565
2/01/2024 10:00;21,6;16;0;0,2;19,3;6,6;3,9;10,6;2,2;43;20,2;45;0;565
2/01/2024 11:00;29,7;18;0;0,3;23,6;6;4,4;10,4;1,8;33;22,3;38;0;565
2/01/2024 12:00;22,4;9;0;0,3;30,7;7,1;7,1;14,1;0,9;62;22,3;37;0;564
2/01/2024 13:00;16,6;14;0;0,3;33,9;6,3;8,2;14,5;0,8;69;23,1;37;0;564
2/01/2024 14:00;12,8;12;0;0,4;37,9;6,2;10,4;16,6;1;354;22,6;41;0;563
2/01/2024 15:00;18,8;18;0;0,4;42,6;6,5;14;20,5;3,2;309;21,5;51;0;563
2/01/2024 16:00;23,5;23;0;0,5;40,6;6,4;16,5;22,9;1,1;296;19,8;56;0;563
2/01/2024 17:00;32,9;26;0;0,5;34,3;7,1;19,1;26,1;1,7;7;18,5;60;0;563
2/01/2024 18:00;35,9;25;0;0,8;23,9;7,9;26,5;34,3;2;13;17,1;64;0;563
2/01/2024 19:00;40,7;26;0;0,7;18,4;8,7;27,7;36,4;2,8;190;16,3;66;0;564
2/01/2024 20:00;42,6;26;0;0,6;14,4;8,1;23,2;31,3;1,4;34;15,5;67;0;564
2/01/2024 21:00;36,9;19;0;0,6;13,5;7,4;23,5;30,9;1,7;96;15,2;64;0;565
2/01/2024 22:00;34,3;23;0;0,7;4;16,4;36,5;52,8;2,1;207;15;66;0;565
2/01/2024 23:00;37,2;26;0;0,5;8,4;8,1;22;30,1;2;269;14;72;0;565
45294;37,2;13;0;0,4;5,5;7,5;21,8;29,3;1,6;307;13,5;76;0;565
3/01/2024 1:00;38,3;21;0;0,5;2,3;11,7;27;38,7;1,9;321;13,5;77;0;565
3/01/2024 2:00;34,1;17;0;0,4;5,4;5;20,3;25,3;1,2;309;13,4;76;0;564
3/01/2024 3:00;33,6;23;0;0,4;2,6;7,1;22,9;30,1;1,4;316;13,2;76;0;564
3/01/2024 4:00;24,7;22;0;0,6;0,3;16,9;23,9;40,8;0,8;289;12,6;79;0;564
3/01/2024 5:00;38,1;19;0;0,5;0,3;18,6;22,3;40,9;0,9;228;11,9;78;0;564
3/01/2024 6:00;27,9;23;0;1;0,3;62,3;21,9;83,9;1,2;225;11,6;78;0;565
3/01/2024 7:00;31,6;26;0;1,8;0,4;125;24,2;149,3;1,1;186;11,3;79;0;565
3/01/2024 8:00;43,4;38;0;1,3;2,4;67,3;23,1;90,3;1,3;200;13,5;72;0;565
3/01/2024 9:00;39,1;30;0;0,9;9,9;34,5;24,7;59,2;1;141;18,1;57;0;566
3/01/2024 10:00;47,9;29;0;0,6;17,3;19,1;18,2;37,3;0,9;249;20,9;47;0;565
3/01/2024 11:00;47,2;21;0;0,4;25,8;10,7;12,9;23,6;0,8;205;21,7;41;0;565
3/01/2024 12:00;34,3;13;0;0,4;32,5;7,9;10,7;18,6;1,1;177;22,9;37;0;564
3/01/2024 13:00;25,2;21;0;0,4;37,6;7,4;11,7;19,1;1,2;237;22,9;35;0;564
3/01/2024 14:00;19,3;15;0;0,4;42,7;6,6;12,3;18,9;3,2;176;22,5;44;0;563
3/01/2024 15:00;0;28;0;0,5;38,6;6,3;15,9;22,3;0,3;285;19,7;52;0;563
3/01/2024 16:00;44,5;27;0;0,5;35,2;7,3;17,7;25;1,6;318;19,6;54;0;563
3/01/2024 17:00;43,7;22;0;0,5;35,1;6,8;15,4;22,2;2,4;284;19,7;56;0;563
3/01/2024 18:00;44,6;19;0;0,6;26,2;7,5;19,2;26,7;3;285;17,9;61;0;563
3/01/2024 19:00;46,3;14;0;0,7;14,1;10,3;21,9;32,3;2,6;305;16,4;67;0;564
3/01/2024 20:00;35,2;22;0;0,5;7,3;13,3;20,8;34,1;2;4;15,3;62;0;564
3/01/2024 21:00;30,7;8;0;0,6;3,9;14,7;23,6;38,3;1,7;145;14,7;61;0;565
3/01/2024 22:00;29,8;15;0;0,7;1,2;19,1;26,6;45,8;1,6;211;14,7;59;0;565
3/01/2024 23:00;28,4;19;0;0,7;0,5;19,7;25,3;45;1;129;13,6;64;0;565
45295;27,2;11;0;0,9;0,4;34,6;24,9;59,5;0,9;122;12,5;68;0;565
4/01/2024 1:00;35,4;23;0;0,8;0,3;54,6;24,1;78,7;1,1;128;12,1;73;0;565
4/01/2024 2:00;42,9;26;0;0,7;0,2;49;23;72;0,6;133;10,4;80;0;564
4/01/2024 3:00;46,9;24;0;0,9;0,2;64;21;85;0,9;139;10,5;80;0;564
4/01/2024 4:00;48;21;0;0,8;0,1;68,5;19;87,5;1,2;140;10,5;80;0;564
4/01/2024 5:00;38,2;17;0;0,6;0,3;58,1;18,1;76,3;1,4;96;10,2;80;0;564
4/01/2024 6:00;37,8;18;0;0,9;0,3;74,4;17,6;92;1,3;76;9,5;81;0;565
4/01/2024 7:00;35,5;22;0;0,8;0,6;57,5;17,3;74,9;1,3;82;9,6;81;0;565
4/01/2024 8:00;34,3;21;0;1,5;1,4;82,6;25,1;107,7;1,2;119;11,8;75;0;566
4/01/2024 9:00;42,3;33;0;1;8;41,7;26,6;68,3;0,6;27;17,1;57;0;566
4/01/2024 10:00;52,7;28;0;0,7;18,3;23,5;24,8;48,3;0,8;34;20,5;44;0;566
4/01/2024 11:00;38;24;0;0,3;29,9;11,4;14,3;25,8;0,2;49;22,5;33;0;565
4/01/2024 12:00;35,1;14;0;0,3;39,3;8,3;12,3;20,6;1,7;347;23,4;30;0;565
4/01/2024 13:00;25;12;0;0,3;47,9;6,8;11,6;18,5;0,6;335;25,1;25;0;564
4/01/2024 14:00;18;12;0;0,3;39,4;8,3;15,4;23,7;1,3;305;21,6;44;0;564
4/01/2024 15:00;33,4;23;0;0,3;35,9;6,8;14;20,8;2,7;153;19,9;50;0;564
4/01/2024 16:00;42,7;19;0;0,3;36,4;6,8;12,5;19,3;1,4;29;21,2;48;0;563
4/01/2024 17:00;41,2;19;0;0,4;31,3;7,7;13,7;21,4;0,8;247;20,6;50;0;564
4/01/2024 18:00;47,7;13;0;0,5;22,7;9,9;19,3;29,2;0,9;24;18,5;57;0;564
4/01/2024 19:00;39,6;16;0;0,7;14,8;9,7;24,4;34,1;2,8;214;16,5;66;0;564
4/01/2024 20:00;36,8;20;0;0,7;8,1;9,8;28,1;37,9;1,9;230;15,2;72;0;565
4/01/2024 21:00;38,2;28;0;0,6;6,4;11,5;27,1;38,6;1;227;14,8;73;0;565
4/01/2024 22:00;41,1;24;0;0,7;3,4;16,6;29,9;46,6;1,7;327;14,3;75;0;565
4/01/2024 23:00;39,4;22;0;0,5;3,5;14,6;26,8;41,4;1;226;14,6;73;0;565
45296;34,8;23;0;0,3;5,6;9,3;21,2;30,5;0,8;188;14,3;70;0;565
5/01/2024 1:00;31,6;16;0;0,4;3;11,9;23,6;35,5;1,5;107;13,8;72;0;565
5/01/2024 2:00;28,2;19;0;0,3;7,7;7,2;16,8;24;2,4;224;13,6;72;0;564
5/01/2024 3:00;22,9;11;0;0,2;5,5;6;19,1;25,1;1,8;176;13,1;73;0;564
5/01/2024 4:00;28,2;9;0;0,3;6,7;5,6;17,5;23,1;0,5;29;12,8;75;0;564
5/01/2024 5:00;26,6;13;0;0,3;1,8;12,6;21,9;34,5;1,1;57;11,6;79;0;564
5/01/2024 6:00;24,3;15;0;0,8;0,3;51,3;27,3;78,5;1,2;192;11,8;79;0;565
5/01/2024 7:00;26,3;23;0;1,3;0,7;79,8;28,9;108,5;1,3;223;11,7;79;0;565
5/01/2024 8:00;40,4;40,4;0;1,2;2,5;63,8;30,6;94,3;1,4;273;13,4;72;0;565
5/01/2024 9:00;44,4;31;0;0,8;9,2;31,3;25;56,3;0,5;10;15,2;64;0;565
5/01/2024 10:00;37,7;30;0;0,6;21,3;17,9;20,9;38,8;0,7;191;20,9;45;0;565
5/01/2024 11:00;44,6;27;0;0,5;30,8;12,1;18,9;30,9;0,5;21;21,1;40;0;565
5/01/2024 12:00;32,1;24;0;0,3;40,2;9,1;14,9;24,1;1,6;25;22;35;0;564
5/01/2024 13:00;37,8;22;0;0,3;48,8;6,8;14;20,7;1,5;164;22,5;36;0;564
5/01/2024 14:00;31;30;0;0,3;48,1;7,1;14,1;21,1;2,3;298;22,5;39;0;563
5/01/2024 15:00;36,1;20;0;0,3;46,5;6,4;12,3;18,7;0,4;258;22,8;40;0;563
5/01/2024 16:00;41,6;24;0;0,3;41,3;6,7;12,3;19;1,8;239;21,2;46;0;563
5/01/2024 17:00;32,2;19;0;0,4;35,2;7,2;15,3;22,5;1,2;203;20,3;48;0;563
5/01/2024 18:00;39,1;20;0;0,6;23,9;9;20,2;29,2;0,3;13;17,5;60;0;564
5/01/2024 19:00;34,9;15;0;0,7;17,3;7,2;24,2;31,4;2;185;16,2;66;0;564
5/01/2024 20:00;34;27;0;0,6;11,6;8,7;29,4;38;2,4;220;15,8;67;0;565
5/01/2024 21:00;49;25;0;0,6;12,1;6,1;26,2;32,4;1,3;289;15,7;67;0;565
5/01/2024 22:00;41,5;25;0;0,7;10,1;8,5;28,4;36,9;1,5;217;15,1;70;0;565
5/01/2024 23:00;36,8;24;0;0,5;11,6;5,9;21,9;27,8;1,4;357;14,7;74;0;565
45297;29,6;20;0;0,5;5,4;6,8;26,1;32,9;1,8;342;14,7;71;0;565
6/01/2024 1:00;34;25;0;0,5;5,2;7,6;27,1;34,8;1,6;4;13,8;68;0;565
6/01/2024 2:00;33,1;25;0;0,5;5,3;10,1;24,2;34,3;0,9;39;12,6;72;0;564
6/01/2024 3:00;40,7;25;0;0,3;7,2;4,3;20,4;24,7;1,5;123;11,2;76;0;564
6/01/2024 4:00;41,7;21;0;0,3;3,7;7,2;23,3;30,5;0,8;255;10,4;78;0;564
6/01/2024 5:00;41,9;17;0;0,3;3,7;5,7;22;27,7;2;342;10,2;79;0;564
6/01/2024 6:00;30;19;0;0,4;0,9;17,8;25,1;42,9;1,4;305;9,6;80;0;564
6/01/2024 7:00;28;28;0;0,6;1,4;30,3;25;55,3;0,6;278;9,5;80;0;565
6/01/2024 8:00;33,7;26;0;0,7;8,2;25,6;22,9;48,6;1,4;48;11,6;71;0;565
6/01/2024 9:00;36;23;0;0,7;17,2;20,2;25,2;45,3;1,3;178;16,8;52;0;565
6/01/2024 10:00;37,7;28;0;0,6;25,6;15,4;20,4;35,8;1;176;20,8;37;0;565
6/01/2024 11:00;30,1;24;0;0,4;32,2;11,2;15,7;26,9;1,6;293;22,9;27;0;564
6/01/2024 12:00;21,5;13;0;0,2;29,9;6,8;6,3;13,1;0,4;20;23,9;22;0;564
6/01/2024 13:00;16,4;8;0;0,2;28,1;5,9;3,9;9,8;1,2;288;25,5;17;0;563
6/01/2024 14:00;13,1;4;0;0,2;26,1;5,7;3,5;9,2;1,3;283;25,7;19;0;563
6/01/2024 15:00;10,8;4;0;0,2;25,6;5,2;3,7;8,9;0,8;14;24,1;26;0;562
6/01/2024 16:00;13;6;0;0,1;25,9;4,8;2,9;7,7;0,5;346;24,2;28;0;562
6/01/2024 17:00;24,6;10;0;0,2;25,5;4,4;3,1;7,6;0,4;285;23,4;30;0;563
6/01/2024 18:00;18,4;7;0;0,2;23,8;4,5;4,6;9,1;0,7;283;20,5;35;0;563
6/01/2024 19:00;12,7;6;0;0,4;16,4;6,3;12,8;19,2;0,9;3;17,1;50;0;563
6/01/2024 20:00;0;19;0;0,3;18,6;6,6;9,9;16,5;0,5;153;15,6;56;0;564
6/01/2024 21:00;14,9;13;0;0,4;13,6;6,6;14,8;21,4;1,1;153;14,3;59;0;564
6/01/2024 22:00;16,3;13;0;0,5;8,9;8,1;18,7;26,8;0,6;184;13,2;63;0;564
6/01/2024 23:00;18;13;0;0,7;2,4;15,5;25,6;41,1;1,2;229;12,8;63;0;564
45298;26,6;19;0;0,8;0,6;29;27,1;56,2;1;182;12,3;60;0;564
7/01/2024 1:00;25,2;22;0;0,8;0,4;33,3;25,4;58,8;1,5;178;11,9;58;0;564
7/01/2024 2:00;28,1;17;0;0,7;0,4;27,9;24,3;52,2;1,4;153;11;63;0;564
7/01/2024 3:00;26,5;15;0;0,5;1,4;13,9;22,2;36,1;1,5;124;10,1;67;0;564
7/01/2024 4:00;20,2;12;0;0,3;2,4;5,7;19,4;25;1,5;118;9,7;68;0;564
7/01/2024 5:00;27,2;17;0;0,3;1,7;6,4;19,2;25,6;0,7;131;9;70;0;564
7/01/2024 6:00;23,7;20;0;0,5;0,5;25,1;21,2;46,3;0,2;173;8,5;73;0;564
7/01/2024 7:00;33;21;0;1;1;45,1;21,2;66,3;0,8;92;8,7;73;0;565
7/01/2024 8:00;27;27;0;0,6;10,2;23,8;17,9;41,7;1,5;85;11,2;63;0;565
7/01/2024 9:00;22;17;0;0,3;19,5;9,8;9,7;19,5;1,5;53;16,9;45;0;565
7/01/2024 10:00;31,4;8;0;0,2;21,8;5,7;3,7;9,4;1,3;103;20,6;35;0;565
7/01/2024 11:00;22,9;12;0;0,2;20;5,7;2,4;8,1;0,9;22;20,7;37;0;565
7/01/2024 12:00;18,4;7;0;0,2;19,5;5,6;2,1;7,7;1,8;170;21,1;39;0;564
7/01/2024 13:00;13,2;9;0;0,2;20,4;4,4;1,8;6,1;0,6;231;22,6;38;0;564
7/01/2024 14:00;17,5;7;0;0,2;19,7;4,6;2,1;6,7;0,7;172;22,8;37;0;563
7/01/2024 15:00;14,5;6;0;0,2;20,5;4,6;2;6,5;1,4;137;23,3;35;0;563
7/01/2024 16:00;13,7;7;0;0,2;21,3;5;2,4;7,3;0,4;56;23,3;34;0;563
7/01/2024 17:00;28,7;7;0;0,2;21,6;5,2;3;8,2;2,1;91;20,2;41;0;563
7/01/2024 18:00;19,8;8;0;0,2;21;4,2;3,2;7,4;1,4;122;19,1;46;0;563
7/01/2024 19:00;13,8;11;0;0,3;16,4;5,7;7,6;13,3;1,4;121;16,3;57;0;563
7/01/2024 20:00;13;13;0;0,3;13,8;4,8;9,8;14,6;1,2;18;15,2;59;0;564
7/01/2024 21:00;11,4;10;0;0,4;11,8;6,4;12,3;18,7;1,6;57;14,5;59;0;564
7/01/2024 22:00;14;14;0;0,3;16,6;4,9;7,6;12,5;0,6;4;14,5;58;0;564
7/01/2024 23:00;15;15;0;0,4;10,1;6;13,1;19,1;1,2;331;13,8;62;0;564
45299;24,5;17;0;0,4;6,4;4,9;14,9;19,8;1,4;95;12,5;67;0;564
8/01/2024 1:00;24,4;12;0;0,4;3;7,6;19;26,7;1,5;145;11,5;71;0;564
8/01/2024 2:00;22,5;18;0;0,3;5,3;4,2;16,2;20,4;1,2;228;11,3;73;0;563
8/01/2024 3:00;25;11;0;0,4;1,3;7,8;20,5;28,3;0,9;346;10,4;76;0;563
8/01/2024 4:00;20,5;18;0;0,3;2,4;7,8;17,1;24,9;0,8;150;9,8;78;0;563
8/01/2024 5:00;23;13;0;0,4;1,1;12,4;19;31,4;0,6;20;9,3;79;0;563
8/01/2024 6:00;27,7;17;0;0,5;0,2;21,1;19,9;41;1,1;36;8,9;81;0;563
8/01/2024 7:00;23,6;17;0;0,8;0,7;46,5;20,2;66,7;1;17;9,4;80;0;564
8/01/2024 8:00;28,1;23;0;0,8;4;39,6;21,9;61,5;1,5;8;11,5;73;0;564
8/01/2024 9:00;39,6;27;0;0,6;13,1;21,3;17,8;39,1;1,5;11;16,8;55;0;565
8/01/2024 10:00;37,8;26;0;0,4;22,4;10,9;11,6;22,6;1,5;280;19,8;42;0;565
8/01/2024 11:00;29,4;19;0;0,2;24,9;6,2;5,1;11,3;1,4;46;21;37;0;564
8/01/2024 12:00;21,6;11;0;0,2;28,2;5,6;4,7;10,2;2;32;23,1;33;0;564
8/01/2024 13:00;15,6;7;0;0,2;24;5,6;3,3;8,8;0,6;170;24;30;0;563
8/01/2024 14:00;14,9;6;0;0,2;23,7;5,4;3,1;8,4;1,4;330;25,1;26;0;563
8/01/2024 15:00;14,5;10;0;0,2;25,1;5;2,5;7,5;1,1;43;24,8;29;0;562
8/01/2024 16:00;11,6;9;0;0,4;30,9;6,8;9,3;16,1;2;181;21,8;47;0;562
8/01/2024 17:00;30,5;16;0;0,3;25,6;7,2;8,6;15,8;0,5;1;20,2;51;0;562
8/01/2024 18:00;25,5;13;0;0,4;19,1;7,3;10,8;18,1;1,5;55;18,4;51;0;563
8/01/2024 19:00;21,2;11;0;0,4;11,9;7,2;15,3;22,5;2,1;92;16,2;55;0;563
8/01/2024 20:00;17,4;12;0;0,5;8,9;6,1;17,6;23,7;0,8;27;14,7;60;0;563
8/01/2024 21:00;17;17;0;0,7;5,6;13,2;22,1;35,3;0,6;217;13,5;67;0;564
8/01/2024 22:00;25,4;12;0;0,5;13,5;6,6;12,1;18,7;0,4;86;13,7;64;0;564
8/01/2024 23:00;21,7;11;0;0,4;13,6;5,1;10,3;15,4;1,5;282;13,1;64;0;565
45300;17,2;14;0;0,3;11,7;5,1;10,9;16;1,1;243;12;68;0;564
9/01/2024 1:00;17,6;15;0;0,5;0,9;16,1;23;39,1;1,1;195;11,4;71;0;564
9/01/2024 2:00;17,5;16;0;0,4;0,9;14,3;22,8;37,1;1,1;112;11,2;72;0;564
9/01/2024 3:00;24,2;23;0;0,4;0,8;15,4;22,2;37,6;1,3;81;11;73;0;564
9/01/2024 4:00;30,3;20;0;0,4;0,5;13,6;21,5;35,1;1,3;77;9,7;77;0;564
9/01/2024 5:00;26,4;19;0;0,3;0,5;14,1;20,3;34,4;0,8;63;9,4;78;0;564
9/01/2024 6:00;29,4;21;0;0,6;0,3;36,8;22;58,8;1,3;324;9;78;0;564
9/01/2024 7:00;25,8;20;0;0,9;0,7;54,2;21,5;75,7;1,3;238;9,2;76;0;565
9/01/2024 8:00;34,1;27;0;0,9;3,8;54,9;20,4;75,2;1,4;208;11;69;0;565
9/01/2024 9:00;36,9;30;0;0,6;12,3;27,9;20,3;48,2;0,8;153;16,1;53;0;565
9/01/2024 10:00;31,5;26;0;0,5;19,6;19,8;20,1;39,9;1,9;143;20;41;0;565
9/01/2024 11:00;45,2;21;0;0,6;24,9;18,1;22,9;41,1;0,8;53;22,7;34;0;564
9/01/2024 12:00;40,3;16;0;0,5;32,6;11,1;19,5;30,6;1,9;214;24,5;30;0;564
9/01/2024 13:00;36,6;9;0;0,2;19;7,9;6,3;14,2;0,7;78;25,2;28;0;563
9/01/2024 14:00;26,3;6;0;0,4;26,6;8,6;15,4;24;2,4;207;21,8;44;0;563
9/01/2024 15:00;26,7;22;0;0,5;24,1;10,7;18,4;29,2;2,3;228;20,6;50;0;563
9/01/2024 16:00;41,9;24;0;0,5;18,2;12,3;19,9;32,2;1,6;342;21,9;43;0;563
9/01/2024 17:00;47,7;16;0;0,6;18,3;11,5;21,1;32,6;1,7;206;21,3;49;0;563
9/01/2024 18:00;41,1;19;0;0,8;12,3;14,2;23,4;37,6;0,8;258;19,3;59;0;563
9/01/2024 19:00;39,2;22;0;0,9;7,5;17,1;27,7;44,9;0,7;250;16,8;66;0;564
9/01/2024 20:00;50;21;0;0,9;5,8;14;28,9;42,9;0,4;186;16;70;0;564
9/01/2024 21:00;42,4;26;0;0,9;2,6;17,9;30,3;48,2;1,5;249;15,3;70;0;565
9/01/2024 22:00;49,9;33;0;0,7;2,7;11,3;27,6;38,8;1,1;323;14,6;68;0;565
9/01/2024 23:00;41,1;22;0;0,7;0,5;27,2;28,7;55,9;1,3;359;13,4;68;0;565
45301;35,5;23;0;0,9;0,5;50,5;26,7;77,2;1,2;309;12,8;67;0;565
10/01/2024 1:00;36,6;33;0;0,8;0,4;52;26,3;78,3;0,7;194;12,2;66;0;565
10/01/2024 2:00;46,5;22;0;0,6;0,4;40;25,4;65,2;0,8;172;10,8;72;0;565
10/01/2024 3:00;41;26;0;0,5;0,2;24,8;23,1;47,9;0,8;166;10,9;73;0;564
10/01/2024 4:00;39,2;25;0;0,3;0,4;12,4;21,1;33,5;1,1;37;10,2;75;0;564
10/01/2024 5:00;36,2;17;0;0,5;0,2;38,6;21,6;60,2;1,1;155;10,2;76;0;565
10/01/2024 6:00;40,2;22;0;0,7;0,4;63,9;22,4;86,3;0,5;341;9,2;77;0;565
10/01/2024 7:00;37,9;29;0;1,6;0,5;114,9;24,5;139,4;0,5;75;9,9;77;0;565
10/01/2024 8:00;49,6;37;0;1,6;2,3;88,2;31,3;119,5;1,1;148;12,1;69;0;566
10/01/2024 9:00;49,4;41;0;1,3;7,3;61,7;38,5;100,2;1,3;242;17,4;53;0;566
10/01/2024 10:00;53,6;43;0;0,6;15,5;25,1;19,6;44,7;1,1;313;21,1;42;0;565
10/01/2024 11:00;58,4;20;0;0,4;23;13,3;14,4;27,7;0,6;287;23;35;0;565
10/01/2024 12:00;43,5;12;0;0,3;29,9;9,3;13,2;22,5;0,4;124;23,3;33;0;564
10/01/2024 13:00;33,9;10;0;0,2;23,4;6,5;7,8;14,2;0,8;208;24,6;29;0;564
10/01/2024 14:00;25,1;8;0;0,5;41,7;6,6;21,3;27,8;1,2;260;22;43;0;563
10/01/2024 15:00;40;40;0;0,5;48,9;7,5;19,7;27,2;2,3;198;22,6;47;0;563
10/01/2024 16:00;51,1;36;0;0,6;37,5;6,2;21,6;27,9;2,1;267;20,3;55;0;563
10/01/2024 17:00;51,4;28;0;0,7;28,5;8,6;31,2;39,8;1,5;185;18,7;60;0;563
10/01/2024 18:00;56,7;35;0;0,8;22,4;6,8;32,6;39,5;1,1;139;17,8;65;0;563
10/01/2024 19:00;58,4;35;0;1;12,5;10,3;35,5;45,8;2;106;16,8;70;0;564
10/01/2024 20:00;54,4;27;0;0,9;10,9;12,4;35,5;47,9;0,5;48;16,1;73;0;564
10/01/2024 21:00;54;34;0;0,6;6,2;9,9;25,9;35,8;1,1;244;15,4;65;0;565
10/01/2024 22:00;37,8;17;0;0,5;5,4;9;20,6;29,5;0,7;17;13,7;64;0;565
10/01/2024 23:00;36,2;12;0;0,5;6,4;10,7;18,7;29,5;1,2;309;13,3;65;0;565
45302;25,7;14;0;0,4;6,6;9;16,8;25,8;1,2;308;12,6;68;0;565
11/01/2024 1:00;31,2;11;0;0,4;4,6;10,1;19,9;30;1,8;310;12,5;69;0;565
11/01/2024 2:00;22,9;17;0;0,3;1,1;10;22,1;32,1;1,7;337;11,6;73;0;564
11/01/2024 3:00;22,8;13;0;0,3;1,7;9,5;20,2;29,7;0,1;96;11;74;0;564
11/01/2024 4:00;24,8;9;0;0,3;2,6;7,1;18;25;1,4;67;10,5;74;0;564
11/01/2024 5:00;18,4;9;0;0,3;1;11,4;19,5;30,8;1,3;58;9,9;75;0;565
11/01/2024 6:00;13,2;13;0;0,6;0,3;43,2;20,1;63,2;1,1;45;9,2;78;0;565
11/01/2024 7:00;25;21;0;1,2;0,7;76,8;22;98,8;1,5;339;9,9;75;0;565
11/01/2024 8:00;31,3;28;0;1,2;3,2;66,7;23,3;89,9;0,5;78;12,9;63;0;565
11/01/2024 9:00;27,5;23;0;0,6;9,8;31,7;17,1;48,9;2;312;17,8;48;0;566
11/01/2024 10:00;29,8;12;0;0,4;15,5;16,9;10,8;27,6;2;306;21,4;36;0;565
11/01/2024 11:00;29,8;7;0;0,2;19;8,7;4,1;12,7;0,5;358;22;34;0;565
11/01/2024 12:00;21,3;4;0;0,2;22;8,6;4,4;13;1,3;220;23,5;30;0;565
11/01/2024 13:00;15,6;2;0;0,2;29,5;6,6;7,1;13,7;0,6;286;26,3;26;0;564
11/01/2024 14:00;12;5;0;0,6;51,6;7,5;22,4;29,9;0,4;176;21,7;45;0;564
11/01/2024 15:00;0;30;0;0,5;52,9;6,3;19,2;25,5;0,4;129;21,2;49;0;563
11/01/2024 16:00;38;30;0;0,6;33,4;8,4;27,2;35,5;3,1;80;17,9;64;0,3;563
11/01/2024 17:00;48,5;34;0;0,6;29,6;9;24,7;33,7;2,2;114;19,5;58;0;563
11/01/2024 18:00;46,4;29;0;0,8;23,8;10,5;27,1;37,6;0,4;228;17,9;60;0;563
11/01/2024 19:00;53,7;24;0;1,1;10,2;3,7;0;3,7;0,9;38;16,3;64;0;564
11/01/2024 20:00;41,4;0;0;1,2;4,3;0;0;0;1,7;8;16,1;65;0;564
11/01/2024 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
