;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
DateTime;;;;;;;;;;;;;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;HR;;;;;;;;;;
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C;W/M²;%;;;;;;;;;;
01-01-2023 02:661;21;15;1,7;0;113;9,1;0,5;12,2;10,1;22,3;0;13,6;75;64,6;;;;;;;;;;
01-01-2023 03:661;27;15;1,8;0;108;9,8;0,5;11,5;9;20,5;0;14,6;99;61,2;;;;;;;;;;
01-01-2023 04:661;15;15;2,1;0;104;12,4;0,4;7,7;5,7;13,4;0;15,5;147;57,1;;;;;;;;;;
01-01-2023 05:661;23;11;2,9;0;106;14,3;0,4;6,2;2,4;8,6;0;16,8;307;54;;;;;;;;;;
01-01-2023 06:661;17;6;3,2;0;97;14,1;0,4;8,9;3;11,9;0;17,6;414;49;;;;;;;;;;
01-01-2023 01:662;22;5;2,8;0;108;14,2;0,4;6,7;3;9,8;0;18,3;379;48,3;;;;;;;;;;
01-01-2023 02:662;9;9;3;0;97;14,7;0,4;4,6;1,3;6;0;18,8;450;47,1;;;;;;;;;;
01-01-2023 03:662;21;9;2,5;0;96;13,7;0,4;8,7;3,2;11,9;0;18,5;345;47,9;;;;;;;;;;
01-01-2023 04:662;22;11;1,8;0;126;13,2;0,4;5,6;3,7;9,3;0;19,5;346;47,2;;;;;;;;;;
01-01-2023 05:662;16;14;1,8;0;129;11,8;0,4;5,1;5,5;10,6;0;17,5;75;48,9;;;;;;;;;;
01-01-2023 06:662;14;10;1,5;0;136;10,6;0,4;2,1;5,5;7,7;0;14,6;24;59;;;;;;;;;;
01-01-2023 01:663;0;15;1,3;0;138;9,4;0,5;1,4;6,2;7,6;0;13,2;0;66,9;;;;;;;;;;
01-01-2023 02:663;20;9;1;0;133;7,2;0,6;5,5;8,9;14,3;0;13,1;0;66,7;;;;;;;;;;
01-01-2023 03:663;16;9;1,3;0;114;7;0,6;7,2;9,1;16,3;0;12,9;0;66,2;;;;;;;;;;
01-01-2023 04:663;16;14;0,8;0;142;5,8;0,5;4;8,8;12,8;0;12,2;0;70,8;;;;;;;;;;
01-01-2023 05:663;10;10;0,9;0,2;135;4,8;0,4;2,9;8,2;11,1;0;10,9;0;77,5;;;;;;;;;;
01-01-2023 06:663;0;9;0,9;0;113;3,9;0,4;4,8;9,1;14;0;10,4;0;80,7;;;;;;;;;;
01-01-2023 01:664;0;17;0,9;0,2;88;3,2;0,6;11,3;10,2;21,5;0;10,7;0;81,9;;;;;;;;;;
01-01-2023 02:664;0;11;0,4;0;91;2,8;0,5;7,3;10,7;18;0;10,6;0;82;;;;;;;;;;
01-01-2023 03:664;0;11;0,5;0;102;2,4;0,6;11,6;11,4;23,1;0;10,9;0;82;;;;;;;;;;
01-01-2023 04:664;10;10;1,2;0;124;3,3;0,3;4,2;9,3;13,5;0;10,3;0;81,3;;;;;;;;;;
01-01-2023 05:664;11;10;1,8;0;115;3,7;0,4;7,4;9,5;16,8;0;10,2;0;79,9;;;;;;;;;;
01-01-2023 06:664;28;18;1,2;0;113;2,6;0,7;29,9;12,8;42,7;0;9,8;0;79,1;;;;;;;;;;
01-01-2023 01:665;37;20;0,6;0;138;4,1;0,7;21,9;10,5;32,4;0;11,9;62;78,4;;;;;;;;;;
01-01-2023 02:665;27;13;1,2;0;181;9,1;0,4;6,3;4,2;10,5;0;17,4;222;62,4;;;;;;;;;;
01-01-2023 03:665;16;14;1;0;143;10,6;0,4;6,5;5,9;12,4;0;16,5;131;56,9;;;;;;;;;;
01-01-2023 04:665;8;8;0;0;0;0;0;0;0;0;0;18,5;0;0;;;;;;;;;;
01-01-2023 05:665;11;11;0;0;0;11,3;0,3;0;0;0;1,5;20,3;382;48,3;;;;;;;;;;
01-01-2023 06:665;10;9;2,5;0;88;11,8;0,3;8,1;2,3;10,4;0,8;19,5;441;48,8;;;;;;;;;;
01-01-2023 01:666;16;8;1,9;0;122;11,1;0,3;6,3;2,6;8,9;0,8;19;211;51,3;;;;;;;;;;
01-01-2023 02:666;24;6;1,8;0;132;11,2;0,3;3,5;1,6;5,2;0,9;20,7;337;49,9;;;;;;;;;;
01-01-2023 03:666;14;6;2,2;0;112;11;0,3;5,3;0,9;6,2;1;20,4;377;47,2;;;;;;;;;;
01-01-2023 04:666;34;7;1,9;0;130;9,9;0,3;4,6;1,4;6;0,9;19,5;260;49,9;;;;;;;;;;
01-01-2023 05:666;25;8;2;0;124;7,9;0,4;7,5;2,7;10,2;1,2;18,1;157;53,5;;;;;;;;;;
01-01-2023 06:666;16;12;2;0;125;5,7;0,5;7,2;4,8;12;1,7;14,8;20;62,1;;;;;;;;;;
01-01-2023 01:667;15;12;1,9;0;124;3,9;0,6;13,6;6,1;19,7;1;13,3;0;66,6;;;;;;;;;;
01-01-2023 02:667;12;6;1,7;0;124;5;0,5;9,1;4,9;13,9;0,9;13;0;67,2;;;;;;;;;;
01-01-2023 03:667;17;9;1,4;0;132;4,3;0,5;8,9;6,7;15,6;1,3;12,2;0;68,9;;;;;;;;;;
01-01-2023 04:667;12;8;1,2;0;143;5,6;0,3;2,2;3,5;5,7;0,8;11,4;0;72,6;;;;;;;;;;
01-01-2023 05:667;11;8;1,3;0;133;7;0,4;2,5;5,5;8;1;11;0;71,9;;;;;;;;;;
01-01-2023 06:667;7;6;1,7;0;121;8,9;0,3;1,9;4,5;6,4;1,2;11,2;0;70,3;;;;;;;;;;
01-01-2023 01:668;0;8;1,3;0;122;7,4;0,2;0,7;5;5,6;0,9;10,8;0;72;;;;;;;;;;
01-01-2023 02:668;0;12;1,6;0;119;8,3;0,2;0;0;0;1;10,6;0;73,9;;;;;;;;;;
01-01-2023 03:668;9;9;1,6;0;127;7,5;0,2;0;0;0;0,7;10,2;0;77,1;;;;;;;;;;
01-01-2023 04:668;15;8;0,9;0;108;5;0,2;1,4;5,9;7,3;0,7;9,9;0;78,8;;;;;;;;;;
01-01-2023 05:668;0;9;0,4;0;53;4,4;0,4;13;8,5;21,5;0,7;10,1;0;78,7;;;;;;;;;;
01-01-2023 06:668;0;10;0,6;0,1;135;4;0,3;7,1;7,6;14,7;0,9;10,4;0;77,3;;;;;;;;;;
01-01-2023 01:669;6;6;1,6;0,1;114;6,2;0,4;9,1;5,6;14,8;0,9;10,6;28;77;;;;;;;;;;
01-01-2023 02:669;17;16;1,5;0,3;125;6,4;0,5;9,5;5,5;15;1,4;11,2;75;77;;;;;;;;;;
01-01-2023 03:669;12;12;1,8;0,3;125;7,6;0,4;8,9;3,8;12,8;0,9;12;151;75,7;;;;;;;;;;
01-01-2023 04:669;18;15;2,4;0;129;8,6;0,4;4,8;1,2;5,9;1;14,2;265;70,7;;;;;;;;;;
01-01-2023 05:669;8;6;2,2;0,2;129;9,4;0,3;3,9;1,1;5;0,8;14,5;278;70,2;;;;;;;;;;
01-01-2023 06:669;11;11;2,1;0;135;9,7;0,3;2,8;0,6;3,4;0,8;15,7;342;66,7;;;;;;;;;;
01-01-2023 01:670;13;10;2,2;0,1;120;9,6;0,4;5,5;1;6,5;0,8;16,3;244;60,1;;;;;;;;;;
01-01-2023 02:670;10;7;2,8;0;91;9,6;0,4;9;1,4;10,4;0,7;16,5;374;57,2;;;;;;;;;;
01-01-2023 03:670;9;9;2,9;0;103;10,6;0,4;5,6;0,6;6,2;0,7;17;345;53,9;;;;;;;;;;
01-01-2023 04:670;11;11;2,9;0;94;11,5;0,4;6,8;1;7,8;0,8;18,2;410;49,6;;;;;;;;;;
01-01-2023 05:670;16;11;2,8;0;103;11,4;0,4;5,5;1,3;6,8;0,9;18;314;51,1;;;;;;;;;;
01-01-2023 06:670;8;8;2,3;0;114;9,6;0,4;6;3,7;9,8;1;14,7;47;55,9;;;;;;;;;;
01-01-2023 01:671;0;6;2,3;0;106;8,7;0,5;8,6;4,7;13,2;0,8;11,9;0;65,3;;;;;;;;;;
01-01-2023 02:671;0;9;0,8;0;173;6,6;0,4;2,6;6,1;8,7;1;11,9;0;67,5;;;;;;;;;;
01-01-2023 03:671;12;10;0,7;0;124;5,5;0,5;10,4;7,7;18,2;1,1;11,6;0;68;;;;;;;;;;
01-01-2023 04:671;13;8;0,7;0;150;7,7;0,4;3,8;5,7;9,6;0,9;11,4;0;65,7;;;;;;;;;;
01-01-2023 05:671;20;7;0,8;0;189;5,8;0,3;0,9;6,6;7,6;0,9;10,4;0;69,8;;;;;;;;;;
01-01-2023 06:671;9;7;0,4;0;171;4,7;0,3;3;8,2;11,2;0,8;9,7;0;71,7;;;;;;;;;;
01-01-2023 01:672;16;16;1,3;0;203;5,6;0,2;0;5,8;5,8;0,9;9,5;0;73,4;;;;;;;;;;
01-01-2023 02:672;10;10;0,8;0;174;6,8;0,2;0,7;4;4,7;1,2;10;0;73,1;;;;;;;;;;
01-01-2023 03:672;12;10;0,9;0;154;7,5;0,3;0;0;0;1,9;10,4;0;71,4;;;;;;;;;;
01-01-2023 04:672;9;8;1,1;0;158;9,1;0,2;0;0;0;1,5;10,2;0;71,3;;;;;;;;;;
01-01-2023 05:672;0;9;0,9;0;161;8,5;0,2;0;0;0;1,1;10,2;0;72,4;;;;;;;;;;
01-01-2023 06:672;6;6;0,8;0;118;7,3;0,2;0,8;3,6;4,4;0,8;10,2;0;72,2;;;;;;;;;;
01-01-2023 01:673;10;6;0,1;0;113;6,6;0,3;3,9;4;8;0,9;10,2;9;73,6;;;;;;;;;;
01-01-2023 02:673;15;9;0,3;0;5;5,9;0,5;16,8;4,6;21,3;0,9;11,1;72;74,7;;;;;;;;;;
01-01-2023 03:673;6;6;1,5;0;137;8,8;0,2;2,7;0,1;2,8;0,6;14,5;188;64,5;;;;;;;;;;
01-01-2023 04:673;9;4;1,6;0;131;10;0,2;0;0;0;0,7;15,7;228;57,9;;;;;;;;;;
01-01-2023 05:673;46;21;1,9;0;135;10,6;0,6;0;0;0;1,6;17,1;310;54,7;;;;;;;;;;
01-01-2023 06:673;16;10;2,1;0;121;11;0,3;0;0;0;0,9;18,2;390;50,9;;;;;;;;;;
01-01-2023 01:674;9;7;2,9;0;113;11,3;0,3;0;0;0;0,9;19,7;632;45,6;;;;;;;;;;
01-01-2023 02:674;9;7;2,6;0;99;11,7;0,4;0;0;0;0,9;19,7;501;42,9;;;;;;;;;;
01-01-2023 03:674;8;6;2,5;0;100;11,7;0,3;0;0;0;1;20,7;592;41,7;;;;;;;;;;
01-01-2023 04:674;7;6;2;0;88;11,4;0,3;4,3;0,3;4,6;0,8;18,7;261;43;;;;;;;;;;
01-01-2023 05:674;10;9;1,8;0;115;11,5;0,3;3,3;0,2;3,5;0,9;19;260;44,8;;;;;;;;;;
01-01-2023 06:674;16;8;1,5;0;130;10,9;0,3;1,5;1,1;2,7;0,8;15,5;52;52,3;;;;;;;;;;
01-01-2023 01:675;0;14;1;0;141;10,2;0,3;0;2,1;2,1;0,7;13,4;0;59,7;;;;;;;;;;
01-01-2023 02:675;0;10;1,1;0,2;128;9,3;0,3;0;1,7;1,7;0,7;12,1;0;70,4;;;;;;;;;;
01-01-2023 03:675;6;6;0,8;0,6;119;7,1;0,3;5,6;3,7;9,3;0,6;11,1;0;75,9;;;;;;;;;;
01-01-2023 04:675;7;4;1;0,2;134;7;0,3;1,1;2,5;3,6;0,6;10,7;0;77,5;;;;;;;;;;
01-01-2023 05:675;0;9;0,8;0,3;130;6,8;0,3;1,1;2,6;3,7;0,5;10,8;0;77,9;;;;;;;;;;
01-01-2023 06:675;0;8;1;0,7;130;7,5;0,2;0;0;0;0,6;10,4;0;79,1;;;;;;;;;;
01-01-2023 01:676;7;5;1,6;0,2;118;8,4;0,2;0;0;0;0,6;10,3;0;78,9;;;;;;;;;;
01-01-2023 02:676;4;4;1,4;0;99;9,4;0,2;0;0;0;0,5;10,8;0;75,3;;;;;;;;;;
01-01-2023 03:676;0;6;1,3;0;98;10,3;0,1;0;0;0;0,5;11,2;0;72,3;;;;;;;;;;
01-01-2023 04:676;0;5;1,2;0,1;119;10,4;0,1;0;0;0;0,7;11,2;0;71,6;;;;;;;;;;
01-01-2023 05:676;0;10;0,7;0;102;8,4;0,2;0;0;0;0,5;9,9;0;76,8;;;;;;;;;;
01-01-2023 06:676;0;8;1,2;0,1;51;7,1;0,3;5,3;2,6;8;0,8;10,2;0;76,2;;;;;;;;;;
01-01-2023 01:677;5;5;0,9;0;130;6,9;0,3;6,2;2,6;8,8;0,8;11,5;36;72,2;;;;;;;;;;
01-01-2023 02:677;3;2;1,3;0;125;8,6;0,2;0;0;0;0,7;14,7;176;64,1;;;;;;;;;;
01-01-2023 03:677;9;4;1,6;0;128;8,8;0,2;0;0;0;0,7;17;284;56,6;;;;;;;;;;
01-01-2023 04:677;11;4;1,7;0;133;9,6;0,2;0;0;0;0,7;18,7;365;51,6;;;;;;;;;;
01-01-2023 05:677;6;6;2,1;0;115;9,9;0,3;0;0;0;0,8;19,4;430;47,8;;;;;;;;;;
01-01-2023 06:677;8;8;2,4;0;112;10,2;0,3;0;0;0;0,9;20,1;497;44,8;;;;;;;;;;
01-01-2023 01:678;0;5;2,2;0;105;10,2;0,3;0;0;0;0,8;19,9;408;43,9;;;;;;;;;;
01-01-2023 02:678;0;6;1,9;0;105;10,1;0,3;0;0;0;0,7;21;498;42,5;;;;;;;;;;
01-01-2023 03:678;9;4;2,5;0;93;10,5;0,3;0;0;0;0,7;21,7;606;40,5;;;;;;;;;;
01-01-2023 04:678;8;4;2,2;0;119;10,5;0,3;0;0;0;0,8;22,8;492;39,7;;;;;;;;;;
01-01-2023 05:678;9;7;2,1;0;101;10,2;0,3;0;0;0;0,8;19,3;187;44,7;;;;;;;;;;
01-01-2023 06:678;8;7;1,8;0;113;8,8;0,4;3,8;0,7;4,5;0,9;17,3;70;48,7;;;;;;;;;;
01-01-2023 01:679;8;8;1,5;0;123;8,2;0,3;1,1;1,4;2,5;0,7;14,6;0;57,5;;;;;;;;;;
01-01-2023 02:679;6;5;1,6;0;118;8;0,4;3,8;2,2;6,1;0,6;14;0;64,5;;;;;;;;;;
01-01-2023 03:679;6;6;1,6;0;121;7,6;0,3;2,1;1,9;4;0,6;13,6;0;67,1;;;;;;;;;;
01-01-2023 04:679;8;6;1,7;0;111;7,5;0,3;2,3;0,8;3;0,6;13,1;0;67,5;;;;;;;;;;
01-01-2023 05:679;7;7;1,9;0;127;8,2;0,2;0;0;0;0,6;12,4;0;65,9;;;;;;;;;;
01-01-2023 06:679;0;6;1,4;0;106;8;0,2;0;0;0;0,6;12,6;0;62,5;;;;;;;;;;
01-01-2023 01:680;5;4;1,6;0;105;8,2;0,2;0;0;0;0,6;12,8;0;61,3;;;;;;;;;;
01-01-2023 02:680;0;8;1,3;0;97;9;0,2;0;0;0;0,5;12,8;0;61,1;;;;;;;;;;
01-01-2023 03:680;0;7;1,2;0;121;9,6;0,1;0;0;0;0,4;12,6;0;60,9;;;;;;;;;;
01-01-2023 04:680;0;5;1,4;0;118;8,9;0,2;0;0;0;0,6;12,4;0;62,2;;;;;;;;;;
01-01-2023 05:680;6;6;1,6;0;111;7,9;0,2;1,3;0,9;2,2;0,6;12,1;0;63,6;;;;;;;;;;
01-01-2023 06:680;10;6;1;0;70;5,9;0,5;17,7;4,3;22;0,8;12,3;0;62,9;;;;;;;;;;
01-01-2023 01:681;12;7;1,1;0;104;6,3;0,5;15,6;4,2;19,8;0,7;13,1;49;61,4;;;;;;;;;;
01-01-2023 02:681;11;9;1,4;0;113;7,3;0,4;10,6;2,3;12,9;0,6;15,9;115;54,7;;;;;;;;;;
01-01-2023 03:681;37;8;1,7;0;122;8,2;0,3;7,5;1,3;8,8;0,6;16,2;166;53,7;;;;;;;;;;
01-01-2023 04:681;9;6;2,1;0;129;9,1;0,3;5,2;1,3;6,6;0,6;17,6;242;51,4;;;;;;;;;;
01-01-2023 05:681;18;4;2,2;0;130;10;0,3;3,5;0,5;3,9;0,6;19,6;412;47,4;;;;;;;;;;
01-01-2023 06:681;27;10;2,1;0;131;10,5;0,3;3,5;0,5;3,9;0,7;20,3;326;43,7;;;;;;;;;;
01-01-2023 01:682;21;10;2,3;0;94;9,9;0,4;11,9;1,6;13,6;0,7;19,9;274;43,8;;;;;;;;;;
01-01-2023 02:682;12;12;2,4;0;87;10,4;0,4;8,2;1,8;10;0,7;19,9;307;44,1;;;;;;;;;;
01-01-2023 03:682;9;8;1,9;0;119;10,4;0,3;5;1;6;0,8;22,1;379;41,8;;;;;;;;;;
01-01-2023 04:682;10;9;2;0;127;9,9;0,3;5;1,7;6,7;1;20,9;202;42,7;;;;;;;;;;
01-01-2023 05:682;11;9;1,9;0;114;8,4;0,4;11,1;4,4;15,4;0,8;19;163;47,4;;;;;;;;;;
01-01-2023 06:682;15;8;1,7;0;115;7,9;0,5;8,6;4,7;13,3;0,9;17,5;35;50,4;;;;;;;;;;
01-01-2023 01:683;16;10;1,6;0;134;6,4;0,5;3,7;6,4;10,1;0,9;15,2;0;59,4;;;;;;;;;;
01-01-2023 02:683;14;14;1,2;0;134;6;0,4;3,3;5,5;8,9;0,8;14,4;0;62,3;;;;;;;;;;
01-01-2023 03:683;13;7;1,1;0;136;5,2;0,4;4,7;6,4;11,1;1;13,4;0;63,3;;;;;;;;;;
01-01-2023 04:683;12;11;1,3;0;127;5,3;0,4;4,2;4,8;9,1;0,9;13,6;0;64,7;;;;;;;;;;
01-01-2023 05:683;11;8;1,2;0;120;5,5;0,3;3,6;4,6;8,1;0,8;13,4;0;67,2;;;;;;;;;;
01-01-2023 06:683;9;8;1;0;123;4,8;0,3;3,4;5,1;8,4;0,8;13,1;0;69;;;;;;;;;;
01-01-2023 01:684;0;10;0,9;0;117;4,5;0,2;1;4,2;5,2;0,6;12,3;0;75,3;;;;;;;;;;
01-01-2023 02:684;0;9;1;0;131;5,6;0,2;0;0;0;0,6;12,6;0;76,1;;;;;;;;;;
01-01-2023 03:684;0;8;1,2;0;129;6,7;0,2;0;0;0;0,6;12,3;0;76,1;;;;;;;;;;
01-01-2023 04:684;0;9;2;0;116;5,5;0,2;0,3;1,6;1,8;0,5;11,7;0;77,9;;;;;;;;;;
01-01-2023 05:684;0;7;1,7;0;127;5,5;0,2;2,1;1,7;3,7;0,5;12,3;0;74,1;;;;;;;;;;
01-01-2023 06:684;0;8;1,4;0;140;6,3;0,3;2,3;0,9;3,3;0,5;12,7;0;70,6;;;;;;;;;;
01-01-2023 01:685;0;10;1,8;0;131;5,7;0,3;5,6;2;7,5;0,7;12,9;13;71,5;;;;;;;;;;
01-01-2023 02:685;0;9;1,9;0;133;5,9;0,4;5,8;1,4;7,2;0,6;13,1;42;72,5;;;;;;;;;;
01-01-2023 03:685;0;11;1,5;0,1;121;5,8;0,4;10,3;2,7;13,1;0,8;14,1;112;70,5;;;;;;;;;;
01-01-2023 04:685;22;10;2,5;0;116;7,4;0,3;6,8;0,8;7,7;0,9;17,3;314;60,2;;;;;;;;;;
01-01-2023 05:685;14;8;3,4;0;99;9,1;0,3;8,2;0,5;8,7;0,9;19;493;51;;;;;;;;;;
01-01-2023 06:685;13;6;3;0;108;10,1;0,3;6,4;1;7,4;0,9;21,1;624;45;;;;;;;;;;
01-01-2023 01:686;13;7;2,6;0;111;10,6;0,3;4,7;0,3;5;0,8;23;783;41,1;;;;;;;;;;
01-01-2023 02:686;10;7;2,2;0;129;11,7;0,3;3;0,6;3,6;1;24;643;40,1;;;;;;;;;;
01-01-2023 03:686;8;8;2,4;0;121;12,2;0,3;3,3;0;3,1;0,9;24,4;619;37,9;;;;;;;;;;
01-01-2023 04:686;9;9;2,3;0;120;11,9;0,3;3,1;0,1;3,2;0,7;23,4;468;38,2;;;;;;;;;;
01-01-2023 05:686;8;8;2;0;114;9,8;0,4;6,6;2,9;9,5;0,8;19,6;110;45,8;;;;;;;;;;
01-01-2023 06:686;19;8;1,4;0;159;8,3;0,4;2,1;2,6;4,7;1,5;17,5;47;53,8;;;;;;;;;;
01-01-2023 01:687;14;13;1,2;0;136;6,2;0,5;3,9;3,9;7,8;1;14,8;0;61,3;;;;;;;;;;
01-01-2023 02:687;19;13;1,2;0;138;4,4;0,5;7,5;6,5;14;1,2;14,2;0;65,5;;;;;;;;;;
01-01-2023 03:687;15;14;1;0;134;4,6;0,4;4,1;5,4;9,5;1,2;14,1;0;64,6;;;;;;;;;;
01-01-2023 04:687;17;8;0,9;0;136;3,4;0,6;8,1;6,6;14,7;1,6;13,5;0;66;;;;;;;;;;
01-01-2023 05:687;37;18;0,9;0;134;2,6;0,5;14,9;7,4;22,3;4,3;11,8;0;69,8;;;;;;;;;;
01-01-2023 06:687;25;14;1,1;0;130;3,6;0,4;4,8;4,8;9,5;2,9;11,8;0;71,8;;;;;;;;;;
01-01-2023 01:688;25;13;0,9;0;138;2,9;0,3;6,2;5,7;11,9;2,8;12,1;0;71,7;;;;;;;;;;
01-01-2023 02:688;24;13;0,7;0;120;3;0,3;4,1;5,4;9,5;3,6;12,6;0;70,4;;;;;;;;;;
01-01-2023 03:688;25;14;0,3;0;185;2,7;0,4;14,4;6,5;20,9;4,3;13;0;69,5;;;;;;;;;;
01-01-2023 04:688;28;21;0,7;0,1;137;2,4;0,4;24,9;6,4;31,3;2;12;0;74,3;;;;;;;;;;
01-01-2023 05:688;20;15;0,8;0;137;2,3;0,5;31,8;6,2;37,9;1,8;10,2;0;77,9;;;;;;;;;;
01-01-2023 06:688;30;17;0,7;0;135;2,3;0,6;41;8;49;2;10,9;0;80,4;;;;;;;;;;
01-01-2023 01:689;21;15;1,5;0;122;3,1;0,5;21,8;5,7;27,5;1,2;12,5;35;76,2;;;;;;;;;;
01-01-2023 02:689;17;11;1;0;126;4,9;0,4;13,4;3,9;17,3;1,3;16,1;146;66,9;;;;;;;;;;
01-01-2023 03:689;23;13;1,1;0;124;5,1;0,6;20;6,8;26,8;2;16,5;199;64,7;;;;;;;;;;
01-01-2023 04:689;14;13;1,4;0;129;6,1;0,4;10,9;2,2;13,1;1,9;19,8;453;59;;;;;;;;;;
01-01-2023 05:689;13;11;2,3;0;106;8,5;0,3;6,4;0,7;7,2;1;22,9;708;45,4;;;;;;;;;;
01-01-2023 06:689;12;8;0;0;0;0;0,3;0;0;0;0;22,3;0;0;;;;;;;;;;
01-01-2023 01:690;10;4;2,1;0;106;10,2;0,3;4,3;0,5;4,8;0,8;23,1;540;40,8;;;;;;;;;;
01-01-2023 02:690;6;2;2,3;0;98;10,7;0,3;4,7;0;4,6;0,6;22,9;533;40,4;;;;;;;;;;
01-01-2023 03:690;18;7;2,5;0;107;10,9;0,3;5,9;0,9;6,7;0,7;23,1;528;40,2;;;;;;;;;;
01-01-2023 04:690;9;6;2,4;0;110;11,9;0,3;4,8;0,7;5,5;0,6;22,8;385;37,8;;;;;;;;;;
01-01-2023 05:690;11;5;1,6;0;132;12,3;0,3;1,9;0,6;2,4;0,8;22,9;316;38,6;;;;;;;;;;
01-01-2023 06:690;22;5;1,5;0;159;10,9;0,4;1,1;3,2;4,4;1,9;20,7;119;40,4;;;;;;;;;;
01-01-2023 01:691;20;12;1,6;0;133;7,1;0,5;4,7;7,4;12,1;2,3;16,6;0;52,8;;;;;;;;;;
01-01-2023 02:691;13;10;1;0;138;4,6;0,7;10;10,3;20,3;1;15;0;60,6;;;;;;;;;;
01-01-2023 03:691;18;15;0,8;0;146;3,9;0,6;6,9;9,6;16,5;2,4;14,9;0;63,5;;;;;;;;;;
01-01-2023 04:691;14;9;0,8;0;145;4,5;0,4;4,4;8;12,4;1,6;14,9;0;64;;;;;;;;;;
01-01-2023 05:691;16;10;1,1;0;134;4,3;0,4;4,4;7,2;11,6;1;14,2;0;66,4;;;;;;;;;;
01-01-2023 06:691;9;9;0,8;0;138;3,9;0,3;3,7;7,5;11,2;0,8;13,2;0;70;;;;;;;;;;
01-01-2023 01:692;10;9;0,7;0;141;6;0,2;0;6,1;6;0,8;13,3;0;68,2;;;;;;;;;;
01-01-2023 02:692;17;13;1,1;0;134;6,6;0,2;0;0;0;0,7;12,7;0;68,9;;;;;;;;;;
01-01-2023 03:692;13;8;1,1;0;135;7,7;0,2;0;0;0;0,6;12,8;0;69,6;;;;;;;;;;
01-01-2023 04:692;22;10;1;0;134;6,5;0,3;0;5,2;5,2;0,7;12,7;0;69,1;;;;;;;;;;
01-01-2023 05:692;14;10;0,6;0;143;4,3;0,3;3,5;8,6;12,2;0,8;12,6;0;69,4;;;;;;;;;;
01-01-2023 06:692;28;18;0,4;0;153;2,7;0,5;18,7;12,9;31,5;0,9;11,6;0;71,3;;;;;;;;;;
01-01-2023 01:693;39;18;0,5;0;156;3,1;0,7;31;13;44;1,9;12,7;43;72;;;;;;;;;;
01-01-2023 02:693;19;14;0,7;0;164;7,6;0,4;8;5,5;13,4;1,4;16,1;147;61,6;;;;;;;;;;
01-01-2023 03:693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
01-01-2023 04:693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
01-01-2023 05:693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
01-01-2023 06:693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
01-01-2023 01:694;9;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
01-01-2023 02:694;7;6;1,4;0;104;0;0,3;5,1;3,5;8,6;0,9;24,3;565;37,2;;;;;;;;;;
01-01-2023 03:694;0;14;1,5;0;149;14,1;0,3;1,9;3,5;5,4;1,7;24,5;410;37,2;;;;;;;;;;
01-01-2023 04:694;21;10;1,3;0;207;13,9;0,4;5,2;7,7;12,9;2,1;22,7;177;41;;;;;;;;;;
01-01-2023 05:694;74;30;3;0;252;14,6;0,7;14,4;16,9;31,4;3;19,5;183;57,8;;;;;;;;;;
01-01-2023 06:694;88;31;2,2;0;250;9,8;1;19;20,4;39,4;3,6;17,7;68;62,8;;;;;;;;;;
01-01-2023 01:695;79;32;1,4;0;311;3,4;1,6;40,6;27,6;68,2;3,9;14,9;0;71,3;;;;;;;;;;
01-01-2023 02:695;93;41;1,1;0;342;2,7;2,2;63,9;31;95;3,6;14,5;0;72,5;;;;;;;;;;
01-01-2023 03:695;54;27;0,3;0;201;2,4;1,2;34,8;27;61,9;2,8;13,6;0;72,1;;;;;;;;;;
01-01-2023 04:695;23;0;0,5;0;140;2,9;0,6;11,4;16,7;28,2;2,3;13,1;0;72,6;;;;;;;;;;
01-01-2023 05:695;24;10;0,5;0;148;3,6;0,5;7,8;14,3;22,1;2,1;13;0;71,5;;;;;;;;;;
01-01-2023 06:695;32;18;0,5;0;136;3,3;0,4;10,6;13,9;24,4;2,1;12,7;0;70,3;;;;;;;;;;
01-01-2023 01:696;29;18;0,4;0;166;3,3;0,4;5,8;14,5;20,2;2,8;13,3;0;67,3;;;;;;;;;;
01-01-2023 02:696;36;15;0,2;0;105;2,4;0,5;18;13,6;31,5;2,6;12,8;0;69,4;;;;;;;;;;
01-01-2023 03:696;28;20;0,3;0,5;34;2,4;0,5;15,5;15,7;31,3;2,6;11,9;0;76,5;;;;;;;;;;
01-01-2023 04:696;26;17;0,3;0;259;2,4;0,5;20,5;14,4;35;2,1;11,2;0;78,5;;;;;;;;;;
01-01-2023 05:696;35;22;0,4;0;146;2,4;0,6;34,4;16,2;50,5;2,5;11,9;0;80,7;;;;;;;;;;
01-01-2023 06:696;29;22;0,6;0;138;2,4;0,7;44,7;15;59,7;2,4;11,5;0;79,8;;;;;;;;;;
