;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
DateTime;;;;;;;;;;;;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;;Temperatura;Rad Solar;HR;;;;;;;;BBP;BC ug/m3
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;;°C;W/M²;%;;;;;;;;%;µg/m3
01-01-2023 02:293;28;19;3,4;0;119;14,4;0,4;2,6;3,7;6,3;;17,8;625;54;;;;;;;;0;0
01-01-2023 03:293;29;10;3,1;0;115;14,5;0,4;2,7;4,4;7,1;;18,5;520;50;;;;;;;;0;0
01-01-2023 04:293;32;14;1,9;0;121;13,9;0,4;2,9;5,7;8,5;;18,3;251;51;;;;;;;;0;0
01-01-2023 05:293;36;28;1,8;0;120;13,6;0,4;2,8;6,1;8,8;;17,8;170;52;;;;;;;;0;0
01-01-2023 06:293;40;20;2,7;0;117;13,3;0,5;3,1;6,7;9,8;;17,1;121;55;;;;;;;;0;0
01-01-2023 07:293;32;24;2,7;0;109;12,6;0,6;3,2;8,4;11,6;;15,9;53;59;;;;;;;;0;0
01-01-2023 01:294;52;18;1,7;0;88;9,3;0,9;3,5;18,2;21,7;;14,7;13;66;;;;;;;;0;0
01-01-2023 02:294;37;26;1,1;0;79;5,8;1,1;4,8;22,2;27;;13,6;0;71;;;;;;;;0;0
01-01-2023 03:294;38;16;1,3;0;96;5,4;0,9;5,4;17,3;22,6;;13;0;73;;;;;;;;0;0
01-01-2023 04:294;44;21;0,8;0;115;4,5;0,9;6,5;21,4;27,9;;13,1;0;73;;;;;;;;0;0
01-01-2023 05:294;32;25;0,9;0;116;4,9;0,8;5,3;17,9;23,2;;12,6;0;75;;;;;;;;0;0
01-01-2023 06:294;37;23;1;0;112;6;0,6;2;12,7;14,7;;12,4;0;75;;;;;;;;0;0
01-01-2023 07:294;26;24;0,6;0;110;5,7;0,4;0,8;10,4;11,2;;12,4;0;76;;;;;;;;0;0
01-01-2023 01:295;28;16;0,8;0;98;5,1;0,3;0,4;4,4;4,8;;11,9;0;78;;;;;;;;0;0
01-01-2023 02:295;27;19;1,1;0;102;4,6;0,3;0,5;3,4;3,9;;11,7;0;78;;;;;;;;0;0
01-01-2023 03:295;29;17;1;0;106;4,2;0,3;0,6;3,6;4,2;;11,7;0;78;;;;;;;;0;0
01-01-2023 04:295;35;12;0,5;0;104;2,9;0,3;1,6;7,5;9,1;;11,7;0;79;;;;;;;;0;0
01-01-2023 05:295;39;24;0,6;0;103;2;0,4;6,6;12,2;18,8;;11,5;0;81;;;;;;;;0;0
01-01-2023 06:295;38;27;0,8;0;102;1,3;0,8;15,2;15;30,2;;11,6;9;80;;;;;;;;0;0
01-01-2023 07:295;44;26;0,5;0;100;1,8;1;17,2;17,3;34,5;;13;70;76;;;;;;;;0;0
01-01-2023 01:296;37;27;0,1;0;156;6,2;0,8;11;15,6;26,6;;15,9;234;64;;;;;;;;0;0
01-01-2023 02:296;27;27;0,1;0;20;10,7;0,6;5;12,4;17,4;;17,4;269;57;;;;;;;;0;0
01-01-2023 03:296;71;30;0,7;0;42;9,9;0,7;5,9;23,6;29,6;;16,9;154;59;;;;;;;;0;0
01-01-2023 04:296;0;44;1,2;0;97;9,6;0,7;6,3;23;29,3;;16,2;114;61;;;;;;;;0;0
01-01-2023 05:296;31;14;1,6;0;122;12,5;0,4;3,2;8,4;11,7;;17,3;325;57;;;;;;;;0;0
01-01-2023 06:296;36;14;0,4;0;139;14,7;0,4;2,2;6,1;8,3;;20,1;583;48;;;;;;;;0;0
01-01-2023 07:296;32;18;0,7;0;134;16,1;0,4;1,9;6,5;8,4;;20,4;413;47;;;;;;;;0;0
01-01-2023 01:297;60;31;1,6;0;80;14;0,5;2,4;12,4;14,8;;18;146;58;;;;;;;;0;0
01-01-2023 02:297;65;31;1,9;0;28;10,1;0,6;2,3;21,2;23,5;;16;65;70;;;;;;;;0;0
01-01-2023 03:297;57;36;1,3;0;27;7;0,8;2,1;28,8;30,9;;15,1;22;74;;;;;;;;0;0
01-01-2023 04:297;57;32;0,9;0;76;4,8;1,1;5,2;32,1;37,3;;14,6;3;75;;;;;;;;0;0
01-01-2023 05:297;45;44;0,6;0;75;3,7;1,2;6;27,7;33,8;;14,4;0;75;;;;;;;;0;0
01-01-2023 06:297;46;20;0,8;0,5;356;4,5;0,9;2,7;25,1;27,8;;14;0;76;;;;;;;;0;0
01-01-2023 07:297;29;27;0,6;0,9;331;5,3;0,8;2,4;26,3;28,7;;13,2;0;81;;;;;;;;0;0
01-01-2023 01:298;37;21;0,5;0,3;105;3,3;0,9;4,7;27;31,7;;12,6;0;85;;;;;;;;0;0
01-01-2023 02:298;37;22;1,2;0;109;1,6;0,9;4,8;23,9;28,7;;12,6;0;87;;;;;;;;0;0
01-01-2023 03:298;34;22;1;0;105;2,3;0,7;2,4;19,1;21,5;;12,4;0;85;;;;;;;;0;0
01-01-2023 04:298;24;22;0,5;0;98;3,2;0,6;0,7;15,7;16,4;;12,2;0;84;;;;;;;;0;0
01-01-2023 05:298;38;12;0,4;0;84;3,5;0,5;0,6;16,3;16,9;;12,2;0;83;;;;;;;;0;0
01-01-2023 06:298;33;24;0,4;0;77;3,2;0,5;0,7;16,1;16,8;;12;0;83;;;;;;;;0;0
01-01-2023 07:298;42;17;0,9;0;104;2,2;0,5;2,9;12,8;15,7;;11,8;0;84;;;;;;;;0;0
01-01-2023 01:299;42;23;1,3;0;107;1;0,5;7,7;11,6;19,3;;11,7;0;84;;;;;;;;0;0
01-01-2023 02:299;45;22;0,9;0;106;0,2;0,9;19,1;13,7;32,8;;11,9;9;84;;;;;;;;0;0
01-01-2023 03:299;50;27;0,3;0;103;0,7;1,1;27,2;19,9;47,1;;12,6;52;81;;;;;;;;0;0
01-01-2023 04:299;49;37;0,1;0;356;3,6;1;21,2;23,4;44,6;;14,4;153;73;;;;;;;;0;0
01-01-2023 05:299;0;37;0,6;0;83;8,9;0,7;9,3;16,4;25,7;;15,7;168;65;;;;;;;;0;0
01-01-2023 06:299;20;9;1,5;0;116;12,6;0,5;2,6;9,6;12,2;;15;70;64;;;;;;;;0;0
01-01-2023 07:299;27;14;2;0;124;13;0,5;2,6;9,1;11,7;;14,1;35;69;;;;;;;;0;0
01-01-2023 01:300;17;12;2,5;0;115;13,2;0,5;2,9;7,9;10,8;;14,4;117;68;;;;;;;;0;0
01-01-2023 02:300;21;8;1,5;0;120;13,3;0,5;3,5;8,8;12,3;;15,6;193;63;;;;;;;;0;0
01-01-2023 03:300;30;6;0,5;0;267;12,2;0,5;3,6;11,8;15,4;;16,3;182;64;;;;;;;;0;0
01-01-2023 04:300;30;20;1,2;0;294;9,7;0,6;3,7;16,6;20,3;;15,6;133;70;;;;;;;;0;0
01-01-2023 05:300;31;10;0,4;0;307;9,1;0,7;3,6;19,8;23,4;;14,9;88;74;;;;;;;;0;0
01-01-2023 06:300;40;15;0,3;0;163;9,1;0,7;4;22;26;;15;57;71;;;;;;;;0;0
01-01-2023 07:300;46;20;0,6;0;126;5,2;1,1;9,3;25,5;34,8;;14,2;19;73;;;;;;;;0;0
01-01-2023 01:301;38;31;1;0;86;1,3;1,3;15,3;27,1;42,4;;13,2;0;77;;;;;;;;0;0
01-01-2023 02:301;41;12;1,3;0;92;0,4;1,2;15,7;22,1;37,8;;12,6;0;78;;;;;;;;0;0
01-01-2023 03:301;37;22;2;0;102;0,8;1;11,1;16,6;27,7;;11,7;0;79;;;;;;;;0;0
01-01-2023 04:301;38;27;1,9;0;104;1,5;0,9;8,4;17,9;26,2;;11,1;0;79;;;;;;;;0;0
01-01-2023 05:301;21;12;1,4;0,1;107;3,2;0,8;5,8;16,2;22,1;;10,8;0;78;;;;;;;;0;0
01-01-2023 06:301;20;14;1,4;0,1;108;5;0,5;2;10,7;12,7;;10,3;0;79;;;;;;;;0;0
01-01-2023 07:301;26;14;0,8;0;122;4,2;0,5;9,3;12,3;21,6;;10,2;0;82;;;;;;;;0;0
01-01-2023 01:302;25;22;0,1;0;85;4,4;0,6;11,6;15,7;27,4;;10,7;0;82;;;;;;;;0;0
01-01-2023 02:302;54;16;0,5;0;30;2,9;0,8;18,1;21,1;39,2;;11,1;0;82;;;;;;;;0;0
01-01-2023 03:302;71;21;0,3;0;345;0;1;29,1;27,3;56,3;;10,8;0;85;;;;;;;;0;0
01-01-2023 04:302;71;35;0,2;0;286;0;0,9;31,4;27,6;59,1;;10,5;0;87;;;;;;;;0;0
01-01-2023 05:302;0;46;0,3;0;84;2,4;1;29;24,3;53,3;;10,9;11;85;;;;;;;;0;0
01-01-2023 06:302;20;16;0,8;0;66;7,4;0,8;13;16,3;29,3;;13;135;75;;;;;;;;0;0
01-01-2023 07:302;20;10;1,1;0;80;11,5;0,5;2,3;8,5;10,8;;15,5;335;62;;;;;;;;0;0
01-01-2023 01:303;22;14;1,4;0;119;13,9;0,4;1,7;4,7;6,4;;17,3;532;55;;;;;;;;0;0
01-01-2023 02:303;23;23;1,8;0;121;14,7;0,4;1,7;4;5,7;;17,6;489;55;;;;;;;;0;0
01-01-2023 03:303;18;14;2,2;0;112;15,2;0,4;1,7;3,8;5,4;;16,8;372;59;;;;;;;;0;0
01-01-2023 04:303;20;15;2,6;0;117;15,2;0,4;2,3;4;6,3;;17,1;500;59;;;;;;;;0;0
01-01-2023 05:303;23;13;3,5;0;116;15;0,4;2,7;4,2;6,8;;17,6;642;58;;;;;;;;0;0
01-01-2023 06:303;26;11;3,6;0;115;0;0,4;2,6;4,2;6,8;;17,6;558;58;;;;;;;;0;0
01-01-2023 07:303;17;12;2,9;0;117;0;0,4;2,6;5,3;7,9;;17,5;292;56;;;;;;;;0;0
01-01-2023 01:304;21;9;2,4;0;110;0;0,5;2,7;7;9,7;;17,1;131;56;;;;;;;;0;0
01-01-2023 02:304;29;15;2,4;0;106;0;0,6;2,9;8,5;11,4;;16,3;51;59;;;;;;;;0;0
01-01-2023 03:304;27;16;2,7;0;109;0;0,8;4,3;11;15,4;;15,1;5;63;;;;;;;;0;0
01-01-2023 04:304;24;16;2,3;0;106;0;0,9;5,2;13,1;18,3;;14;0;66;;;;;;;;0;0
01-01-2023 05:304;27;20;2,2;0;97;7,7;0,7;3,8;10,7;14,6;;12,9;0;69;;;;;;;;0;0
01-01-2023 06:304;23;10;2,2;0;99;8,2;0,5;3;8,4;11,4;;12;0;72;;;;;;;;0;0
01-01-2023 07:304;29;14;1,9;0;108;8,4;0,5;3,1;8,9;12;;11,8;0;74;;;;;;;;0;0
01-01-2023 01:305;31;18;1,3;0;123;11,1;0,5;1,8;6,7;8,5;;12,1;0;72;;;;;;;;0;0
01-01-2023 02:305;28;23;0,8;0;129;13,3;0,3;0,5;3,4;3,9;;12,1;0;73;;;;;;;;0;0
01-01-2023 03:305;25;25;1,3;0;103;12,9;0,3;0,2;1,5;1,7;;11,5;0;74;;;;;;;;0;0
01-01-2023 04:305;21;18;1,7;0;101;11,6;0,3;0,2;1,5;1,7;;11;0;75;;;;;;;;0;0
01-01-2023 05:305;21;17;1,3;0;104;10,1;0,3;0,4;2,5;2,9;;10,3;0;77;;;;;;;;0;0
01-01-2023 06:305;34;13;0,7;0;111;7;0,3;4,1;11,6;15,7;;10;0;79;;;;;;;;0;0
01-01-2023 07:305;39;19;0,1;0;21;4,3;0,5;8,7;21,6;30,2;;10,3;0;79;;;;;;;;0;0
01-01-2023 01:306;61;29;0,2;0;360;2,3;1,2;30,5;26,2;56,6;;10,3;17;80;;;;;;;;0;0
01-01-2023 02:306;58;28;0;0;38;1,1;1,7;44;29,7;73,7;;11,3;63;77;;;;;;;;0;0
01-01-2023 03:306;0;37;0,7;0;93;7;1,2;21;20,1;41;;13,6;184;67;;;;;;;;0;0
01-01-2023 04:306;27;24;1,9;0;101;12,6;0,5;3,7;7,2;10,9;;15,9;461;59;;;;;;;;0;0
01-01-2023 05:306;29;20;2,5;0;103;13,5;0,4;1,8;3,9;5,7;;16,8;537;57;;;;;;;;0;0
01-01-2023 06:306;33;27;2,2;0;105;13,9;0,4;1,4;3,3;4,7;;16,6;381;58;;;;;;;;0;0
01-01-2023 07:306;23;17;1,7;0;123;13,8;0,4;2;3,8;5,8;;16,6;274;58;;;;;;;;0;0
01-01-2023 01:307;32;17;2,3;0;118;13,5;0,4;2,4;4,3;6,7;;16,5;272;58;;;;;;;;0;0
01-01-2023 02:307;26;20;2,9;0;114;13,1;0,4;2,8;4,8;7,6;;16,9;316;56;;;;;;;;0;0
01-01-2023 03:307;21;16;3;0;115;12,7;0,4;2,9;4,5;7,4;;17,8;307;52;;;;;;;;0;0
01-01-2023 04:307;40;17;3,3;0;115;13;0,4;2,7;4,3;7;;17,4;181;54;;;;;;;;0;0
01-01-2023 05:307;36;17;3,1;0;120;12,3;0,5;3,8;6,2;10;;15,9;32;59;;;;;;;;0;0
01-01-2023 06:307;33;22;2,5;0;122;10,5;0,7;4,9;8,7;13,6;;14,6;7;63;;;;;;;;0;0
01-01-2023 07:307;35;16;1,9;0;123;8,9;0,8;6,3;11,5;17,8;;13,6;0;67;;;;;;;;0;0
01-01-2023 01:308;36;23;1,3;0;123;7,1;0,9;8,3;15,3;23,6;;13,2;0;69;;;;;;;;0;0
01-01-2023 02:308;32;24;1,2;0;126;7,1;0,8;8,1;15,7;23,8;;13;0;69;;;;;;;;0;0
01-01-2023 03:308;36;18;0,9;0;131;7,7;0,7;5,1;13,9;19;;12,7;0;71;;;;;;;;0;0
01-01-2023 04:308;34;18;0,3;0;122;5;0,7;4,3;19,4;23,7;;12,5;0;72;;;;;;;;0;0
01-01-2023 05:308;34;34;0,1;0;97;4,5;0,7;3,7;20,7;24,4;;12,5;0;72;;;;;;;;0;0
01-01-2023 06:308;32;27;0,2;0;101;7,1;0,5;1;12,5;13,5;;11,9;0;76;;;;;;;;0;0
01-01-2023 07:308;29;17;0,4;0;95;7,8;0,4;0,5;8,8;9,2;;11,4;0;78;;;;;;;;0;0
01-01-2023 01:309;29;25;0,2;0;90;7,3;0,4;0,4;9,7;10,1;;11,6;0;78;;;;;;;;0;0
01-01-2023 02:309;31;22;0,3;0;21;6,1;0,5;1,4;14,3;15,7;;11,9;0;77;;;;;;;;0;0
01-01-2023 03:309;44;23;0,6;0;61;3,1;0,6;5,7;21,6;27,3;;11,9;0;76;;;;;;;;0;0
01-01-2023 04:309;31;23;0,8;0;91;2,4;0,7;9,1;20,6;29,7;;12;12;76;;;;;;;;0;0
01-01-2023 05:309;21;12;1,1;0;111;7,2;0,6;6,2;11,1;17,3;;12,9;66;72;;;;;;;;0;0
01-01-2023 06:309;18;17;0,9;0;117;11,1;0,4;2,6;6,1;8,7;;14,9;194;63;;;;;;;;0;0
01-01-2023 07:309;16;9;0,6;0;90;12,3;0,3;1,3;3,6;4,9;;16;247;59;;;;;;;;0;0
01-01-2023 01:310;21;15;1,3;0;96;12,5;0,4;1,5;3,9;5,4;;15,8;191;61;;;;;;;;0;0
01-01-2023 02:310;17;6;2,1;0;102;12,3;0,4;2,2;5,1;7,3;;15,4;143;62;;;;;;;;0;0
01-01-2023 03:310;24;18;1,9;0;104;11,8;0,4;2,4;5,4;7,8;;15,6;171;62;;;;;;;;0;0
01-01-2023 04:310;17;5;1,2;0;106;12;0,4;2,4;5,4;7,7;;17,2;334;58;;;;;;;;0;0
01-01-2023 05:310;33;10;0,5;0;24;14;0,5;2,3;9,2;11,6;;18,5;391;53;;;;;;;;0;0
01-01-2023 06:310;27;27;0,3;0;101;14,4;0,6;2,7;10,5;13,2;;18,6;247;51;;;;;;;;0;0
01-01-2023 07:310;18;17;1,8;0;130;12,2;0,5;3,6;7,1;10,7;;18,2;135;51;;;;;;;;0;0
01-01-2023 01:311;26;15;2,6;0;124;11,3;0,5;4,3;6,9;11,2;;17,1;65;56;;;;;;;;0;0
01-01-2023 02:311;28;15;3;0;126;11,1;0,6;4,1;6,7;10,8;;15,5;7;63;;;;;;;;0;0
01-01-2023 03:311;22;12;2,2;0;120;10,5;0,5;3,2;7,2;10,4;;14,5;0;69;;;;;;;;0;0
01-01-2023 04:311;0;22;1,3;0;118;9,7;0,5;3;8,3;11,3;;14,1;0;72;;;;;;;;0;0
01-01-2023 05:311;15;10;1,2;0;122;10;0,5;2,5;7;9,5;;14,1;0;71;;;;;;;;0;0
01-01-2023 06:311;42;9;0,8;0;66;8;0,6;2,6;12,4;15;;14;0;72;;;;;;;;0;0
01-01-2023 07:311;45;26;0,5;0;19;2,9;0,8;4,6;24;28,6;;13,4;0;78;;;;;;;;0;0
01-01-2023 01:312;16;0;0,5;0;112;3,7;0,7;3,7;18,7;22,3;;13;0;81;;;;;;;;0;0
01-01-2023 02:312;12;7;0,9;0;114;8,3;0,4;0,8;4,5;5,3;;13;0;78;;;;;;;;0;0
01-01-2023 03:312;13;13;0,9;0;117;9,9;0,2;0,4;2;2,4;;12,8;0;77;;;;;;;;0;0
01-01-2023 04:312;8;8;1;0;130;10;0,2;0,4;1,4;1,8;;12,4;0;78;;;;;;;;0;0
01-01-2023 05:312;10;3;1,2;0;144;10,6;0,2;0,5;0,9;1,4;;12,2;0;76;;;;;;;;0;0
01-01-2023 06:312;7;1;0,8;0;134;10,2;0,2;0,4;1,6;2;;12,1;0;75;;;;;;;;0;0
01-01-2023 07:312;9;7;0,7;0;122;9,1;0,2;0,8;2,9;3,7;;12,1;8;76;;;;;;;;0;0
01-01-2023 01:313;14;8;1;0;117;8,2;0,3;2,2;5,3;7,4;;12,9;57;73;;;;;;;;0;0
01-01-2023 02:313;15;6;0,7;0;109;7,4;0,4;3,3;7,2;10,5;;14,2;146;70;;;;;;;;0;0
01-01-2023 03:313;6;5;0,8;0,3;130;7,2;0,4;4,2;5,7;9,9;;14,6;208;72;;;;;;;;0;0
01-01-2023 04:313;5;5;1;0,5;122;6,8;0,3;4;3,8;7,9;;14,5;296;76;;;;;;;;0;0
01-01-2023 05:313;6;4;1,3;0,2;108;6,6;0,3;3;2,7;5,6;;15;406;74;;;;;;;;0;0
01-01-2023 06:313;5;5;2;0;108;6,6;0,3;2,8;2,2;5;;15,8;435;69;;;;;;;;0;0
01-01-2023 07:313;7;7;2,5;0;110;0;0,3;3,4;2,3;5,7;;16,4;373;63;;;;;;;;0;0
01-01-2023 01:314;9;7;2,4;0;112;0;0,3;3,4;2,3;5,6;;16,1;270;63;;;;;;;;0;0
01-01-2023 02:314;6;3;2;0;127;0;0,3;3,2;2,1;5,3;;15,8;175;63;;;;;;;;0;0
01-01-2023 03:314;7;1;2,1;0;147;7,1;0,3;3,2;2;5,2;;15,5;121;63;;;;;;;;0;0
01-01-2023 04:314;9;1;2,3;0;158;6,9;0,3;3,4;2,2;5,6;;14,7;70;65;;;;;;;;0;0
01-01-2023 05:314;7;1;1,7;0;151;5,9;0,4;4,6;3,8;8,4;;13,7;18;68;;;;;;;;0;0
01-01-2023 06:314;10;5;0,9;0;118;5,1;0,4;4,2;5;9,3;;13,1;0;69;;;;;;;;0;0
01-01-2023 07:314;6;4;0,7;0;111;5,1;0,3;2,9;4,6;7,5;;12,9;0;69;;;;;;;;0;0
01-01-2023 01:315;5;0;0,7;0;147;5,5;0,3;2,4;3,1;5,6;;12,8;0;68;;;;;;;;0;0
01-01-2023 02:315;12;2;0,5;0;177;6,1;0,2;1,3;1,9;3,3;;12,5;0;68;;;;;;;;0;0
01-01-2023 03:315;9;3;0,2;0;133;6,5;0,2;0,8;1,8;2,6;;12,2;0;68;;;;;;;;0;0
01-01-2023 04:315;10;1;0,4;0;113;6,8;0,2;0,6;1,7;2,3;;12,1;0;68;;;;;;;;0;0
01-01-2023 05:315;10;1;0,4;0;97;7,1;0,1;0,2;0,6;0,9;;11,9;0;69;;;;;;;;0;0
01-01-2023 06:315;6;4;0,4;0;81;7,7;0,1;0,1;0;0;;11,5;0;70;;;;;;;;0;0
01-01-2023 07:315;11;6;0,5;0;88;6,4;0,1;0,3;2,1;2,4;;10,9;0;73;;;;;;;;0;0
01-01-2023 01:316;13;5;0,6;0;89;4,7;0,2;1,6;5,1;6,7;;10,7;0;75;;;;;;;;0;0
01-01-2023 02:316;22;5;0,8;0;94;3,5;0,3;4,4;6,7;11,1;;10,8;0;74;;;;;;;;0;0
01-01-2023 03:316;24;16;0,7;0;109;2,7;0,5;10;8,9;18,9;;10,8;15;74;;;;;;;;0;0
01-01-2023 04:316;18;9;1;0;119;4,2;0,5;10,5;7,6;18,1;;12,9;159;65;;;;;;;;0;0
01-01-2023 05:316;16;11;1,4;0;118;6,5;0,4;5,5;4,3;9,8;;15,2;338;55;;;;;;;;0;0
01-01-2023 06:316;16;7;1,9;0;122;7,7;0,3;3,6;2,8;6,5;;16;519;53;;;;;;;;0;0
01-01-2023 07:316;7;2;2,6;0;115;8,3;0,2;2,8;1,8;4,6;;17;749;51;;;;;;;;0;0
01-01-2023 01:317;11;1;2,3;0;116;8,8;0,2;2,2;1,2;3,4;;18,3;835;49;;;;;;;;0;0
01-01-2023 02:317;15;7;2,2;0;133;9;0,2;2,3;1,3;3,6;;18,5;698;50;;;;;;;;0;0
01-01-2023 03:317;20;8;3;0;130;9,1;0,2;2,4;1,3;3,8;;18;670;52;;;;;;;;0;0
01-01-2023 04:317;10;9;3,4;0;120;9,5;0,2;2,2;1,2;3,5;;18,5;685;50;;;;;;;;0;0
01-01-2023 05:317;15;13;3;0;117;9,8;0,3;2,6;1,9;4,5;;18,4;377;49;;;;;;;;0;0
01-01-2023 06:317;15;9;2,3;0;131;9,5;0,3;3,3;2,9;6,2;;17,9;98;50;;;;;;;;0;0
01-01-2023 07:317;23;6;2,2;0;131;8,6;0,4;4,8;4,6;9,4;;17;40;53;;;;;;;;0;0
01-01-2023 01:318;24;3;2,6;0;115;6,9;0,6;7,1;7,4;14,5;;15,2;9;60;;;;;;;;0;0
01-01-2023 02:318;22;4;2,3;0;107;5,2;0,7;7,5;8,8;16,3;;13,8;0;66;;;;;;;;0;0
01-01-2023 03:318;12;12;2;0;102;4,8;0,5;5,3;7,3;12,6;;12,9;0;69;;;;;;;;0;0
01-01-2023 04:318;22;12;1,9;0;100;4,7;0,4;3,8;6,1;9,9;;12,4;0;71;;;;;;;;0;0
01-01-2023 05:318;18;18;1,4;0;104;5,1;0,4;3;5,8;8,8;;12,4;0;72;;;;;;;;0;0
01-01-2023 06:318;17;4;1,1;0;91;6,5;0,3;1,6;4,5;6,1;;12,5;0;73;;;;;;;;0;0
01-01-2023 07:318;15;15;1,3;0;80;7,6;0,2;0,7;2,7;3,4;;12,3;0;73;;;;;;;;0;0
01-01-2023 01:319;11;11;1,1;0;95;8,5;0,2;0,3;0,7;1,1;;11,9;0;73;;;;;;;;0;0
01-01-2023 02:319;11;7;1,1;0;103;9,3;0,2;0,2;0;0,1;;11,3;0;71;;;;;;;;0;0
01-01-2023 03:319;14;2;1,7;0;97;9,9;0,1;0,2;0;0;;10,8;0;70;;;;;;;;0;0
01-01-2023 04:319;14;6;1,5;0;107;10,3;0,1;0,4;0,4;0,9;;10,4;0;70;;;;;;;;0;0
01-01-2023 05:319;18;16;1,4;0;126;10;0,2;1,5;3;4,5;;10,6;0;69;;;;;;;;0;0
01-01-2023 06:319;21;7;1,2;0;128;8,1;0,4;3,6;8;11,6;;11,1;17;68;;;;;;;;0;0
01-01-2023 07:319;23;7;1;0;158;8,1;0,4;4,5;8,8;13,3;;12,1;78;64;;;;;;;;0;0
01-01-2023 01:320;23;11;1,7;0;174;10,8;0,3;3,8;5;8,8;;14,4;248;58;;;;;;;;0;0
01-01-2023 02:320;20;17;2,2;0;164;11,8;0,3;3;3,3;6,4;;16,6;449;52;;;;;;;;0;0
01-01-2023 03:320;19;15;2,2;0;132;12,1;0,3;2,4;2,9;5,3;;17,8;505;50;;;;;;;;0;0
01-01-2023 04:320;24;13;2,6;0;108;12,7;0,3;2,3;3,6;5,9;;18,1;532;50;;;;;;;;0;0
01-01-2023 05:320;25;19;3,3;0;113;13,3;0,3;2,7;5,3;8,1;;18,2;553;50;;;;;;;;0;0
01-01-2023 06:320;22;6;3,2;0;118;13,1;0,3;3,1;6,1;9,2;;18;408;50;;;;;;;;0;0
01-01-2023 07:320;17;9;2,5;0;118;12,7;0,3;2,9;6,5;9,4;;17,8;265;51;;;;;;;;0;0
01-01-2023 01:321;23;10;1,8;0;122;12,2;0,4;2,4;6,5;8,8;;17,9;195;51;;;;;;;;0;0
01-01-2023 02:321;20;6;0,9;0;95;11,9;0,4;1,8;7,7;9,5;;17,8;124;51;;;;;;;;0;0
01-01-2023 03:321;66;7;0,9;0;358;9,5;0,5;1,6;17,1;18,6;;17;54;59;;;;;;;;0;0
01-01-2023 04:321;65;27;1,3;0;338;4,8;0,9;3,4;29,2;32,6;;15,6;8;70;;;;;;;;0;0
01-01-2023 05:321;59;27;0,9;0;15;2,5;1,1;7,1;31,9;39;;14,8;0;73;;;;;;;;0;0
01-01-2023 06:321;45;24;0,6;0;54;3,4;1;6,2;26,7;32,8;;14,4;0;72;;;;;;;;0;0
01-01-2023 07:321;25;17;1;0;87;5,3;0,6;2,8;17,6;20,4;;14,1;0;70;;;;;;;;0;0
01-01-2023 01:322;21;11;1,6;0;92;6,9;0,4;1,9;10,7;12,6;;13,7;0;72;;;;;;;;0;0
01-01-2023 02:322;30;22;1,1;0;96;6,3;0,4;1,5;11,6;13,1;;13,3;0;74;;;;;;;;0;0
01-01-2023 03:322;25;17;0,9;0;111;6,3;0,4;1,2;10,9;12,2;;12,9;0;75;;;;;;;;0;0
01-01-2023 04:322;24;9;0,9;0;107;8,2;0,3;0,4;7;7,4;;12,7;0;75;;;;;;;;0;0
01-01-2023 05:322;22;21;0,4;0;105;8,8;0,3;0,2;7,5;7,7;;12,9;0;75;;;;;;;;0;0
01-01-2023 06:322;28;19;0,4;0;100;8,5;0,3;0,3;8;8,3;;12,9;0;75;;;;;;;;0;0
01-01-2023 07:322;52;14;0,5;0;33;5,7;0,4;2,2;13,6;15,8;;12,7;0;77;;;;;;;;0;0
01-01-2023 01:323;37;22;1;0;45;3,5;0,5;3,5;17,9;21,4;;12,3;0;79;;;;;;;;0;0
01-01-2023 02:323;28;25;1;0;66;3,9;0,5;6,3;17,8;24,1;;11,8;3;82;;;;;;;;0;0
01-01-2023 03:323;33;19;0,2;0;44;2,1;0,9;19,2;23,4;42,6;;11,5;24;86;;;;;;;;0;0
01-01-2023 04:323;35;31;0,5;0;301;2,3;1;24,6;25,2;49,8;;13,1;154;81;;;;;;;;0;0
01-01-2023 05:323;57;28;1,2;0;17;6,5;0,9;15,9;27,5;43,4;;15,8;336;67;;;;;;;;0;0
01-01-2023 06:323;0;46;1,4;0;61;10,6;0,8;7,3;24,4;31,6;;16,3;242;60;;;;;;;;0;0
01-01-2023 07:323;31;23;1;0;125;13,1;0,5;3,4;14,6;18;;16,4;192;56;;;;;;;;0;0
01-01-2023 01:324;43;17;0,6;0;215;15,1;0,5;3,8;13,6;17,4;;18,8;436;50;;;;;;;;0;0
01-01-2023 02:324;39;26;0,1;0;91;17,9;0,4;2,3;12,1;14,4;;20;442;47;;;;;;;;0;0
01-01-2023 03:324;57;31;0,5;0;52;21,3;0,5;1,2;13,3;14,5;;19,4;229;49;;;;;;;;0;0
01-01-2023 04:324;42;33;0,1;0;27;19,3;0,5;1,5;13,6;15,1;;18,3;122;55;;;;;;;;0;0
01-01-2023 05:324;33;25;1,6;0,3;95;12,8;0,5;2,2;12;14,2;;15,6;61;67;;;;;;;;0;0
01-01-2023 06:324;27;12;2,4;5,1;97;9,6;0,6;3;15,5;18,4;;13,1;6;81;;;;;;;;0;0
