;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
DateTime;;;;;;;;;;;;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;;Temperatura;Rad Solar;HR;;;;;;;;BBP;BC ug/m3
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;;°C;W/M²;%;;;;;;;;%;µg/m3
01-01-2023 01:760;65;32;1,6;0;8;0;0,9;6,9;32;38,8;;17,2;102;67;;;;;;;;0;0
01-01-2023 02:760;30;17;1,8;0;92;0;0,7;4,2;20;24,2;;16;43;65;;;;;;;;0;0
01-01-2023 03:760;18;4;2,6;0;114;0;0,6;4;10,3;14,3;;14,5;0;68;;;;;;;;0;0
01-01-2023 04:760;14;6;1,5;0;123;0;0,5;3,8;10,1;13,8;;14,1;0;71;;;;;;;;0;0
01-01-2023 05:760;11;4;1;0;159;0;0,6;5,6;11;16,7;;14;0;71;;;;;;;;0;0
01-01-2023 06:760;6;0;0,8;0;105;0;0,4;3,1;8,5;11,6;;13,7;0;73;;;;;;;;0;0
01-01-2023 07:760;6;0;1,3;0;159;0;0,4;2,6;9,3;11,9;;13,3;0;75;;;;;;;;0;0
01-01-2023 01:761;7;7;0,9;0;165;0;0,3;1,3;7;8,4;;13,2;0;76;;;;;;;;0;0
01-01-2023 02:761;7;5;1,2;1,3;167;0;0,2;0,4;4,3;4,7;;12,3;0;83;;;;;;;;0;0
01-01-2023 03:761;10;1;0,2;0,6;289;0;0,2;0,7;11,1;11,9;;11,5;0;91;;;;;;;;0;0
01-01-2023 04:761;13;3;0,5;0;21;0;0,3;0,4;14;14,4;;11,5;0;93;;;;;;;;0;0
01-01-2023 05:761;14;8;0,2;0;65;0;0,2;0,5;10,7;11,1;;11;0;91;;;;;;;;0;0
01-01-2023 06:761;10;3;0,2;0;100;0;0,3;3,5;15;18,5;;11,4;0;89;;;;;;;;0;0
01-01-2023 07:761;15;3;0,1;0,3;66;0;0,4;8,5;22,5;30,9;;11,4;0;89;;;;;;;;0;0
01-01-2023 01:762;10;5;0,9;0;106;0;0,6;10,7;19,9;30,6;;11,5;25;88;;;;;;;;0;0
01-01-2023 02:762;7;4;1,2;0,3;109;0;0,5;6;13,9;19,9;;12,2;64;83;;;;;;;;0;0
01-01-2023 03:762;5;0;1,2;0;95;0;0,3;2,7;9,3;12;;13,7;165;76;;;;;;;;0;0
01-01-2023 04:762;3;3;1,3;0;118;0;0,3;3;6,6;9,5;;14,9;268;72;;;;;;;;0;0
01-01-2023 05:762;5;2;2,7;0;146;0;0,3;2,8;4,5;7,4;;14,6;349;73;;;;;;;;0;0
01-01-2023 06:762;7;0;2,2;0;148;0;0,2;2,8;4,3;7,1;;15,4;274;65;;;;;;;;0;0
01-01-2023 07:762;5;0;1,3;0;137;0;0,3;3,2;5;8,2;;16,2;299;59;;;;;;;;0;0
01-01-2023 01:763;10;1;1,1;0;147;0;0,3;3;5,1;8,1;;17,4;393;55;;;;;;;;0;0
01-01-2023 02:763;8;2;1,5;0;131;0;0,3;2,6;5,2;7,9;;16,6;291;57;;;;;;;;0;0
01-01-2023 03:763;10;2;1,4;0;139;0;0,3;2,9;6,1;9;;16,5;141;57;;;;;;;;0;0
01-01-2023 04:763;11;0;1,3;0;152;0;0,4;4,3;8,2;12,4;;15,2;87;65;;;;;;;;0;0
01-01-2023 05:763;13;0;1,6;0;111;0;0,4;3,9;9,2;13,2;;13,3;26;74;;;;;;;;0;0
01-01-2023 06:763;16;3;0,5;0;127;0;0,5;5,1;11,4;16,5;;13;0;74;;;;;;;;0;0
01-01-2023 07:763;8;5;1,7;0;172;0;0,5;6,1;10,3;16,4;;12,5;0;75;;;;;;;;0;0
01-01-2023 01:764;9;4;1;0;116;0;0,6;8,4;15,4;23,8;;12;0;74;;;;;;;;0;0
01-01-2023 02:764;10;2;1,3;0;143;0;0,6;7,1;13,8;20,9;;11,7;0;74;;;;;;;;0;0
01-01-2023 03:764;14;1;1,6;0;103;0;0,5;4,4;12,6;16,9;;10,4;0;79;;;;;;;;0;0
01-01-2023 04:764;9;4;2,2;0;110;0;0,4;3,7;8,8;12,5;;9,7;0;82;;;;;;;;0;0
01-01-2023 05:764;6;2;2,1;0;110;0;0,2;1,6;5;6,6;;9,7;0;82;;;;;;;;0;0
01-01-2023 06:764;6;0;1,4;0;132;0;0,2;0,9;4,2;5,1;;10,6;0;79;;;;;;;;0;0
01-01-2023 07:764;7;2;0,9;0;70;0;0,3;2;10,8;12,8;;10,6;0;78;;;;;;;;0;0
01-01-2023 01:765;15;2;0,6;0;109;0;0,4;4,5;14,5;19;;10,2;0;81;;;;;;;;0;0
01-01-2023 02:765;14;7;0,6;0;108;0;0,3;4,1;11,3;15,4;;10,3;0;82;;;;;;;;0;0
01-01-2023 03:765;25;6;0,4;0;107;0;0,5;14,6;13,2;27,8;;9,9;0;84;;;;;;;;0;0
01-01-2023 04:765;36;5;0,6;0;104;0;0,9;33,9;16,5;50,4;;10,6;36;83;;;;;;;;0;0
01-01-2023 05:765;37;16;0,1;0;161;0;1,1;43,3;23,4;66,8;;13,1;133;72;;;;;;;;0;0
01-01-2023 06:765;41;25;0,2;0;106;0;1,2;36,5;28;64,5;;14,7;179;66;;;;;;;;0;0
01-01-2023 07:765;11;1;1,8;0;120;0;0,5;6,7;9,7;16,4;;15,4;279;65;;;;;;;;0;0
01-01-2023 01:766;7;7;2,1;0;115;0;0,4;3;7,8;10,8;;14,7;300;69;;;;;;;;0;0
01-01-2023 02:766;8;4;1,1;0;140;0;0,3;2,2;5,1;7,4;;16,7;476;64;;;;;;;;0;0
01-01-2023 03:766;9;0;2,4;0;101;0;0,3;1,7;5,1;6,7;;17;450;62;;;;;;;;0;0
01-01-2023 04:766;8;3;3;0;128;0;0,3;2,3;5;7,3;;16,7;463;58;;;;;;;;0;0
01-01-2023 05:766;7;6;2;0;142;0;0,3;3;5,3;8,2;;17,2;275;55;;;;;;;;0;0
01-01-2023 06:766;16;3;1,8;0;157;0;0,4;3,7;5,8;9,5;;18,1;200;53;;;;;;;;0;0
01-01-2023 07:766;18;0;1,9;0;135;0;0,4;4,3;8,1;12,4;;16,6;80;57;;;;;;;;0;0
01-01-2023 01:767;11;0;1,8;0;149;0;0,4;3,7;7,7;11,4;;15;24;64;;;;;;;;0;0
01-01-2023 02:767;11;3;0,7;0;177;0;0,4;2,6;7,6;10,3;;13,4;0;68;;;;;;;;0;0
01-01-2023 03:767;15;2;0,7;0;63;0;0,4;2,9;9,8;12,6;;12,9;0;71;;;;;;;;0;0
01-01-2023 04:767;13;6;0,4;0;112;0;0,4;2,7;8,8;11,5;;12,7;0;72;;;;;;;;0;0
01-01-2023 05:767;11;7;1,6;0;133;0;0,3;2;5,7;7,7;;13;0;69;;;;;;;;0;0
01-01-2023 06:767;4;4;1,9;0;163;0;0,2;1,4;4;5,4;;13;0;61;;;;;;;;0;0
01-01-2023 07:767;5;5;1,4;0;115;0;0,2;0,6;3,4;4;;12,9;0;59;;;;;;;;0;0
01-01-2023 01:768;6;6;1,9;0;156;0;0,2;0,4;1,9;2,3;;12,3;0;63;;;;;;;;0;0
01-01-2023 02:768;8;4;1,7;0;120;0;0,2;0,3;2;2,4;;12;0;66;;;;;;;;0;0
01-01-2023 03:768;8;0;1,4;0;113;0;0,2;0,3;2;2,3;;11,9;0;67;;;;;;;;0;0
01-01-2023 04:768;4;0;1,3;0;124;0;0,2;0,3;2,3;2,6;;12;0;67;;;;;;;;0;0
01-01-2023 05:768;0;4;0,8;0;117;0;0,2;0,6;5,1;5,7;;11,6;0;71;;;;;;;;0;0
01-01-2023 06:768;0;0;1,5;0;102;0;0,2;0,4;4;4,4;;11,7;0;71;;;;;;;;0;0
01-01-2023 07:768;3;3;1,6;0;97;0;0,2;0,6;4;4,6;;11,8;22;72;;;;;;;;0;0
01-01-2023 01:769;5;4;1,1;0;127;0;0,2;1,1;4,1;5,2;;12,6;65;67;;;;;;;;0;0
01-01-2023 02:769;10;1;1,4;0;110;0;0,2;1,1;4;5,1;;13,2;123;65;;;;;;;;0;0
01-01-2023 03:769;10;4;0,6;0;142;0;0,2;1,8;4,1;5,9;;14,1;193;61;;;;;;;;0;0
01-01-2023 04:769;6;3;1,9;0;138;0;0,3;2;4,2;6,1;;14,6;311;57;;;;;;;;0;0
01-01-2023 05:769;11;0;2,1;0;124;0;0,3;2,4;4,5;7;;15,9;506;52;;;;;;;;0;0
01-01-2023 06:769;10;3;1,4;0;130;0;0,3;2,4;5;7,4;;16,3;309;53;;;;;;;;0;0
01-01-2023 07:769;11;5;1,4;0;127;0;0,3;2,3;5,1;7,5;;15,1;215;61;;;;;;;;0;0
01-01-2023 01:770;7;3;0,9;0;138;0;0,3;1,8;4,8;6,6;;15,2;195;60;;;;;;;;0;0
01-01-2023 02:770;14;0;1,3;0;148;0;0,4;2,8;5,3;8,1;;15,8;213;57;;;;;;;;0;0
01-01-2023 03:770;11;4;2;0;110;0;0,4;2,7;6,6;9,3;;14,7;88;61;;;;;;;;0;0
01-01-2023 04:770;11;3;1,4;0;104;0;0,4;2;6,8;8,7;;13,9;30;64;;;;;;;;0;0
01-01-2023 05:770;18;2;0;0;0;0;0,6;5,1;10,5;15,7;;12,9;0;68;;;;;;;;0;0
01-01-2023 06:770;14;0;0;0;0;0;0,5;4,3;9,6;13,9;;12,8;0;66;;;;;;;;0;0
01-01-2023 07:770;13;4;0;0;0;0;0,3;1,5;6,2;7,7;;12,1;0;64;;;;;;;;0;0
01-01-2023 01:771;16;5;0;0;0;0;0,3;1,1;4,7;5,7;;12,1;0;66;;;;;;;;0;0
01-01-2023 02:771;8;2;0;0;0;0;0,3;1,5;5,2;6,8;;11,9;0;69;;;;;;;;0;0
01-01-2023 03:771;14;0;0;0;0;0;0,3;0,6;4,5;5,1;;11,9;0;71;;;;;;;;0;0
01-01-2023 04:771;15;4;0;0;0;0;0,2;0,5;4,1;4,7;;11,5;0;75;;;;;;;;0;0
01-01-2023 05:771;17;5;0;0;0;0;0,2;0,3;3,3;3,7;;11,1;0;77;;;;;;;;0;0
01-01-2023 06:771;9;5;0;0;0;0;0,1;0,3;3;3,3;;10,5;0;77;;;;;;;;0;0
01-01-2023 07:771;9;2;0;0;0;0;0,1;0,5;2,7;3,1;;9,6;0;78;;;;;;;;0;0
01-01-2023 01:772;13;4;0;0;0;0;0,2;3,9;7,3;11,2;;10;0;77;;;;;;;;0;0
01-01-2023 02:772;27;12;0;0;0;0;0,5;21,4;14,5;35,9;;9,5;0;81;;;;;;;;0;0
01-01-2023 03:772;34;9;0;0;0;0;0,9;29,2;15,7;44,9;;9,5;22;81;;;;;;;;0;0
01-01-2023 04:772;50;30;0;0;0;0;1,7;61,7;23,3;85;;11,4;90;76;;;;;;;;0;0
01-01-2023 05:772;11;8;0;0;0;0;0,5;8,7;9,5;18,2;;14,3;285;58;;;;;;;;0;0
01-01-2023 06:772;0;0;0;0;0;0;0,2;1,5;2,6;4,2;;16,3;414;51;;;;;;;;0;0
01-01-2023 07:772;10;3;0;0;0;0;0,2;1,4;3,3;4,7;;17;421;50;;;;;;;;0;0
01-01-2023 01:773;11;7;0;0;0;0;0,2;1,7;3,9;5,6;;17,1;343;51;;;;;;;;0;0
01-01-2023 02:773;10;5;0;0;0;0;0,2;2,8;4,5;7,2;;18,4;415;49;;;;;;;;0;0
01-01-2023 03:773;11;2;0;0;0;0;0,2;3,2;4,6;7,8;;18,6;263;48;;;;;;;;0;0
01-01-2023 04:773;12;3;0;0;0;0;0,3;3,4;5,7;9,1;;19,3;324;47;;;;;;;;0;0
01-01-2023 05:773;15;2;0;0;0;0;0,3;3,3;6,5;9,8;;18,8;168;49;;;;;;;;0;0
01-01-2023 06:773;56;25;0;0;0;0;0,6;5,5;19,6;25,1;;16,8;43;63;;;;;;;;0;0
01-01-2023 07:773;60;34;0;0;0;0;0,8;4;30,2;34,1;;15,4;12;74;;;;;;;;0;0
01-01-2023 01:774;49;29;0;0;0;0;1;3,4;32,1;35,5;;14,7;0;75;;;;;;;;0;0
01-01-2023 02:774;25;5;0;0;0;0;0,8;10,5;14,7;25,2;;14,3;0;67;;;;;;;;0;0
01-01-2023 03:774;11;5;0;0;0;0;0,6;5,4;11,6;17;;14,1;0;68;;;;;;;;0;0
01-01-2023 04:774;13;2;0;0,9;0;0;0,4;2,8;10,1;13;;12,6;0;80;;;;;;;;0;0
01-01-2023 05:774;12;10;0;0,5;0;0;0,5;6,6;16,6;23,2;;11,6;0;89;;;;;;;;0;0
01-01-2023 06:774;6;4;0;0,4;0;0;0,2;1,2;5,7;6,9;;11;0;78;;;;;;;;0;0
01-01-2023 07:774;3;0;0;0,1;0;0;0,1;0,2;3,5;3,7;;11,1;0;74;;;;;;;;0;0
01-01-2023 01:775;3;0;0;0;0;0;0,2;0,4;4,8;5,2;;11,4;0;75;;;;;;;;0;0
01-01-2023 02:775;4;0;0;0;0;0;0,2;0,2;3,7;4;;11,2;0;78;;;;;;;;0;0
01-01-2023 03:775;6;6;0;0;0;0;0,1;0,4;3,1;3,5;;11,7;0;74;;;;;;;;0;0
01-01-2023 04:775;6;6;0;0;0;0;0,2;1,5;7,4;8,9;;11,4;0;78;;;;;;;;0;0
01-01-2023 05:775;16;1;0;0;0;0;0,4;9,3;16,4;25,7;;11,1;0;81;;;;;;;;0;0
01-01-2023 06:775;27;2;0;0;0;0;0,9;24,8;17,6;42,3;;11,2;31;81;;;;;;;;0;0
01-01-2023 07:775;16;7;0;0;0;0;0,7;14,4;16,9;31,4;;13,1;126;72;;;;;;;;0;0
01-01-2023 01:776;8;4;0;0;0;0;0,4;3,1;8,9;11,9;;14,7;210;64;;;;;;;;0;0
01-01-2023 02:776;5;0;0;0;0;0;0,2;1,5;5,2;6,7;;15,2;291;63;;;;;;;;0;0
01-01-2023 03:776;2;0;0;0;0;0;0,2;1,7;4,4;6,1;;16,7;416;59;;;;;;;;0;0
01-01-2023 04:776;6;1;0;0;0;0;0,2;1,8;4,4;6,3;;16,6;387;60;;;;;;;;0;0
01-01-2023 05:776;5;3;0;0;0;0;0,2;2,6;4,4;7;;18;583;57;;;;;;;;0;0
01-01-2023 06:776;2;1;0;0;0;0;0,2;2,1;4,4;6,5;;18,3;530;55;;;;;;;;0;0
01-01-2023 07:776;10;1;0;0;0;0;0,3;3;4,8;7,8;;17,7;353;57;;;;;;;;0;0
01-01-2023 01:777;6;0;0;0;0;0;0,3;3;5,8;8,8;;17;142;58;;;;;;;;0;0
01-01-2023 02:777;14;0;0;0;0;0;0,3;3,5;6,4;9,9;;15,8;62;62;;;;;;;;0;0
01-01-2023 03:777;10;0;0;0;0;0;0,4;3,9;6,9;10,7;;14,8;17;66;;;;;;;;0;0
01-01-2023 04:777;12;5;0;0;0;0;0,5;5,9;10,1;15,9;;13,8;0;67;;;;;;;;0;0
01-01-2023 05:777;14;6;0;0;0;0;0,6;7,2;11,1;18,3;;13,5;0;67;;;;;;;;0;0
01-01-2023 06:777;14;6;0;0;0;0;0,5;5,1;10,4;15,6;;13,1;0;70;;;;;;;;0;0
01-01-2023 07:777;11;9;0;0;0;0;0,6;7,5;11,8;19,3;;12,7;0;73;;;;;;;;0;0
01-01-2023 01:778;22;7;0;0;0;0;0,5;5,4;9,1;14,5;;12,1;0;76;;;;;;;;0;0
01-01-2023 02:778;9;3;0;0;0;0;0,3;4,9;8;12,9;;12,2;0;76;;;;;;;;0;0
01-01-2023 03:778;10;0;0;0;0;0;0,2;1,5;5,1;6,6;;12,4;0;75;;;;;;;;0;0
01-01-2023 04:778;7;0;0;0;0;0;0,2;0,9;3,6;4,6;;12,1;0;76;;;;;;;;0;0
01-01-2023 05:778;8;0;0;0;0;0;0,2;0,4;2,7;3,2;;12,1;0;75;;;;;;;;0;0
01-01-2023 06:778;7;6;0;0;0;0;0,2;0,6;2,6;3,3;;11,3;0;77;;;;;;;;0;0
01-01-2023 07:778;11;7;0;0;0;0;0,2;2,4;5,2;7,6;;10,6;0;77;;;;;;;;0;0
01-01-2023 01:779;10;5;0;0;0;0;0,3;7,9;7,7;15,7;;9,7;0;81;;;;;;;;0;0
01-01-2023 02:779;15;0;0;0;0;0;0,5;13,4;10,1;23,5;;10,2;28;79;;;;;;;;0;0
01-01-2023 03:779;31;16;0;0;0;0;1,1;35,3;19,3;54,6;;12,7;102;71;;;;;;;;0;0
01-01-2023 04:779;24;14;0;0;0;0;0;0;0;0;;15,4;214;60;;;;;;;;0;0
01-01-2023 05:779;8;7;0;0;0;0;0;0;0;0;;17,8;531;52;;;;;;;;0;0
01-01-2023 06:779;9;6;0;0;0;0;0;0;0;0;;17,8;360;52;;;;;;;;0;0
01-01-2023 07:779;9;5;0;0;0;0;1,3;2,2;3,5;5,7;;19;468;50;;;;;;;;0;0
01-01-2023 01:780;8;5;0;0;0;0;0,3;2,8;4,3;7,2;;18,7;442;50;;;;;;;;0;0
01-01-2023 02:780;14;4;0;0;0;0;0,3;3,1;4,7;7,8;;19,5;617;48;;;;;;;;0;0
01-01-2023 03:780;12;10;0;0;0;0;0,3;2,9;5,1;8;;18,4;380;50;;;;;;;;0;0
01-01-2023 04:780;10;5;0;0;0;0;0,3;3,6;6,5;10,1;;17,4;119;55;;;;;;;;0;0
01-01-2023 05:780;9;1;0;0;0;0;0,3;3;5,3;8,3;;16,1;42;61;;;;;;;;0;0
01-01-2023 06:780;11;1;0;0;0;0;0,4;3,8;6,9;10,6;;15,2;23;65;;;;;;;;0;0
01-01-2023 07:780;12;0;0;0;0;0;0,5;3,2;7,5;10,7;;14,2;0;69;;;;;;;;0;0
01-01-2023 01:781;11;2;0;0;0;0;0,5;3,5;8,9;12,4;;13,4;0;72;;;;;;;;0;0
01-01-2023 02:781;11;3;0;0;0;0;0,4;3,2;7,8;11;;13,3;0;72;;;;;;;;0;0
01-01-2023 03:781;7;2;0;0;0;0;0,4;3,5;7,3;10,9;;13,3;0;71;;;;;;;;0;0
01-01-2023 04:781;11;7;0;0;0;0;0,5;7,6;11,9;19,5;;13,2;0;73;;;;;;;;0;0
01-01-2023 05:781;12;4;0;0;0;0;0,3;2,3;5,8;8,1;;12,6;0;75;;;;;;;;0;0
01-01-2023 06:781;7;4;0;0;0;0;0,2;1;4,1;5,1;;12,5;0;76;;;;;;;;0;0
01-01-2023 07:781;11;4;0;0;0;0;0,2;1,6;4,1;5,6;;12,3;0;77;;;;;;;;0;0
01-01-2023 01:782;10;0;0;0;0;0;0,2;0,8;3,9;4,7;;12,3;0;77;;;;;;;;0;0
01-01-2023 02:782;10;3;0;0;0;0;0,2;1,2;4,2;5,4;;12,3;0;77;;;;;;;;0;0
01-01-2023 03:782;9;1;0;0;0;0;0,3;5,2;6;11,2;;12,1;0;79;;;;;;;;0;0
01-01-2023 04:782;8;0;0;0,1;0;0;0,4;12,6;9,6;22,2;;11,1;0;89;;;;;;;;0;0
01-01-2023 05:782;18;7;0;0;0;0;0,8;25,1;11,4;36,5;;11;24;88;;;;;;;;0;0
01-01-2023 06:782;24;15;0;0;0;0;0,8;22,7;11,8;34,6;;13;143;79;;;;;;;;0;0
01-01-2023 07:782;6;0;0;0;0;0;0,4;5,4;6,6;12;;15,7;251;66;;;;;;;;0;0
01-01-2023 01:783;6;0;0;0;0;0;0,3;3;4,6;7,6;;18,1;642;56;;;;;;;;0;0
01-01-2023 02:783;9;2;0;0;0;0;0,3;2,4;3,6;6,1;;19;790;51;;;;;;;;0;0
01-01-2023 03:783;11;0;0;0;0;0;0,3;2,9;4,1;7;;20,1;863;47;;;;;;;;0;0
01-01-2023 04:783;11;0;0;0;0;0;0,3;2,6;3,8;6,3;;20,9;605;44;;;;;;;;0;0
01-01-2023 05:783;8;2;0;0;0;0;0,3;2,3;3,6;5,9;;20,7;744;43;;;;;;;;0;0
01-01-2023 06:783;12;4;0;0;0;0;0,3;2,5;3,8;6,3;;21,2;620;42;;;;;;;;0;0
01-01-2023 07:783;11;1;0;0;0;0;0,3;3,7;4,8;8,4;;21,1;274;41;;;;;;;;0;0
01-01-2023 01:784;18;0;0;0;0;0;0,3;3,7;6,2;9,9;;18,9;85;49;;;;;;;;0;0
01-01-2023 02:784;36;11;0;0;0;0;0,6;2,8;16,4;19,2;;17,3;30;66;;;;;;;;0;0
01-01-2023 03:784;18;12;0;0;0;0;0,6;2,5;14,7;17,2;;15,9;0;68;;;;;;;;0;0
01-01-2023 04:784;16;6;0;0;0;0;0,7;9,3;11,9;21,2;;14,9;0;67;;;;;;;;0;0
01-01-2023 05:784;21;4;0;0;0;0;0,6;7,4;11,4;18,8;;14;0;71;;;;;;;;0;0
01-01-2023 06:784;11;11;0;0;0;0;0,5;6,4;8,9;15,3;;13,6;0;72;;;;;;;;0;0
01-01-2023 07:784;12;7;0;0;0;0;0,5;4,6;8,4;13;;13,1;0;74;;;;;;;;0;0
01-01-2023 01:785;11;3;0;0;0;0;0,3;2,3;6,3;8,6;;12,2;0;75;;;;;;;;0;0
01-01-2023 02:785;8;0;0;0;0;0;0,2;0,7;3,2;4;;11,6;0;76;;;;;;;;0;0
01-01-2023 03:785;6;0;0;0;0;0;0,2;0,9;2,7;3,5;;11,2;0;77;;;;;;;;0;0
01-01-2023 04:785;5;1;0;0;0;0;0,2;0,7;2,9;3,6;;10,5;0;78;;;;;;;;0;0
01-01-2023 05:785;5;2;0;0;0;0;0,2;1,4;3,6;5,1;;10,2;0;78;;;;;;;;0;0
01-01-2023 06:785;7;2;0;0;0;0;0,3;4,8;5,9;10,7;;10,2;0;79;;;;;;;;0;0
01-01-2023 07:785;16;4;0;0;0;0;0,4;12,2;8,6;20,8;;10,2;0;79;;;;;;;;0;0
01-01-2023 01:786;26;11;0;0;0;0;0,9;30,9;11,9;42,7;;10,9;36;78;;;;;;;;0;0
01-01-2023 02:786;26;9;0;0;0;0;1;30,9;13,6;44,5;;13,5;158;70;;;;;;;;0;0
01-01-2023 03:786;45;21;0;0;0;0;1,3;32,3;29,1;61,4;;18,6;336;54;;;;;;;;0;0
01-01-2023 04:786;83;47;0;0;0;0;2;36,2;62,7;98,9;;17,4;162;56;;;;;;;;0;0
01-01-2023 05:786;97;53;0;0;0;0;1,7;23,5;62,2;85,6;;18,2;188;54;;;;;;;;0;0
01-01-2023 06:786;94;62;0;0;0;0;1,6;18,2;61,4;79,5;;19,6;268;51;;;;;;;;0;0
01-01-2023 07:786;69;31;0;0;0;0;0,9;4,3;34,2;38,5;;18,5;84;58;;;;;;;;0;0
01-01-2023 01:787;61;33;0;0;0;0;0,8;5,1;30;35,2;;18,7;160;58;;;;;;;;0;0
01-01-2023 02:787;53;42;0;0,6;0;0;0,8;1,8;27,2;29;;16,2;45;75;;;;;;;;0;0
01-01-2023 03:787;46;43;0;0,2;0;0;0,7;2,9;23,9;26,8;;15,7;123;84;;;;;;;;0;0
01-01-2023 04:787;45;37;0;0;0;0;0,9;4,2;29,7;33,9;;16,5;82;78;;;;;;;;0;0
01-01-2023 05:787;58;47;0;0;0;0;1;2,2;34,2;36,5;;16,4;42;74;;;;;;;;0;0
01-01-2023 06:787;54;33;0;0;0;0;1,2;3;44,5;47,5;;15,4;0;75;;;;;;;;0;0
01-01-2023 07:787;46;22;0;0;0;0;1;3;35,1;38,1;;14,6;0;80;;;;;;;;0;0
01-01-2023 01:788;41;27;0;0;0;0;0,9;2,4;35,6;38;;13,8;0;82;;;;;;;;0;0
01-01-2023 02:788;43;27;0;0;0;0;1,2;13,1;30,1;43,2;;14;0;81;;;;;;;;0;0
01-01-2023 03:788;23;15;0;0;0;0;0,8;7;16,5;23,5;;13,1;0;79;;;;;;;;0;0
01-01-2023 04:788;22;12;0;0;0;0;0,6;3,9;12,6;16,4;;12,7;0;79;;;;;;;;0;0
01-01-2023 05:788;17;14;0;0;0;0;0,5;1,7;10,5;12,3;;11,9;0;79;;;;;;;;0;0
01-01-2023 06:788;23;11;0;0;0;0;0,4;1,3;8,2;9,5;;11,9;0;78;;;;;;;;0;0
01-01-2023 07:788;15;7;0;0;0;0;0,4;1,5;6,6;8,2;;11,6;0;79;;;;;;;;0;0
01-01-2023 01:789;19;15;0;0;0;0;0,4;2,7;6,9;9,6;;11,3;0;81;;;;;;;;0;0
01-01-2023 02:789;18;8;0;0;0;0;0,3;3;6,6;9,6;;11,4;0;80;;;;;;;;0;0
01-01-2023 03:789;25;15;0;0;0;0;0,4;7,9;8,4;16,3;;11,6;0;79;;;;;;;;0;0
01-01-2023 04:789;28;20;0;0;0;0;0,6;15,1;10;25,1;;11,4;25;81;;;;;;;;0;0
01-01-2023 05:789;40;28;0;0;0;0;0,8;19,2;12,2;31,4;;13,8;131;74;;;;;;;;0;0
01-01-2023 06:789;85;57;0;0;0;0;1,5;31,5;38,4;69,9;;16,5;258;69;;;;;;;;0;0
01-01-2023 07:789;92;66;0;0;0;0;1,6;21,9;50,2;72,1;;17,5;172;64;;;;;;;;0;0
01-01-2023 01:790;86;56;0;0;0;0;1,4;17,6;50,5;68;;18,1;192;62;;;;;;;;0;0
01-01-2023 02:790;57;47;0;0;0;0;1;8,9;29,8;38,7;;19,9;287;52;;;;;;;;0;0
01-01-2023 03:790;17;12;0;0;0;0;0,4;3;9,1;12,1;;20,3;270;49;;;;;;;;0;0
01-01-2023 04:790;40;25;0;0;0;0;0,6;3,2;16,8;20;;19,2;235;61;;;;;;;;0;0
01-01-2023 05:790;48;30;0;0;0;0;0,7;3;17,3;20,3;;19,8;399;60;;;;;;;;0;0
01-01-2023 06:790;47;39;0;0;0;0;0,6;1,7;17,4;19,1;;19,7;185;58;;;;;;;;0;0
01-01-2023 07:790;45;26;0;0;0;0;0,6;1;19,4;20,5;;19;48;62;;;;;;;;0;0
01-01-2023 01:791;44;22;0;0;0;0;0,6;1,1;20,8;21,9;;16,8;7;73;;;;;;;;0;0
01-01-2023 02:791;38;15;0;0;0;0;0,6;1,7;20;21,8;;15,9;0;75;;;;;;;;0;0
01-01-2023 03:791;11;8;0;0;0;0;0,6;5,4;13,1;18,5;;15,3;0;69;;;;;;;;0;0
01-01-2023 04:791;13;6;0;0;0;0;0,7;8,3;15,7;24;;14,8;0;72;;;;;;;;0;0
01-01-2023 05:791;10;2;0;0;0;0;0,5;3,8;11,6;15,4;;14,5;0;73;;;;;;;;0;0
01-01-2023 06:791;11;0;0;0;0;0;0,5;3,3;11,8;15,1;;14;0;74;;;;;;;;0;0
01-01-2023 07:791;11;10;0;0;0;0;0,4;2;9,3;11,3;;13,6;0;74;;;;;;;;0;0
01-01-2023 01:792;15;10;0;0;0;0;0,3;1,8;9,6;11,5;;13,2;0;77;;;;;;;;0;0
01-01-2023 02:792;6;6;0;0;0;0;0,3;1,4;7;8,4;;12,4;0;79;;;;;;;;0;0
01-01-2023 03:792;9;2;0;0;0;0;0,2;1;6,4;7,4;;12,4;0;78;;;;;;;;0;0
01-01-2023 04:792;9;9;0;0;0;0;0,3;1,9;7,2;9,1;;12,4;0;78;;;;;;;;0;0
01-01-2023 05:792;11;5;0;0,3;0;0;0,2;1,8;6;7,8;;12,2;0;80;;;;;;;;0;0
01-01-2023 06:792;11;3;0;1,3;0;0;0,3;2,9;9;12;;11,6;0;89;;;;;;;;0;0
01-01-2023 07:792;16;16;0;0,1;0;0;0,5;7,5;18,2;25,8;;11,8;18;90;;;;;;;;0;0
01-01-2023 01:793;20;2;0;0;0;0;0,5;6,8;19,3;26,1;;12,9;81;83;;;;;;;;0;0
01-01-2023 02:793;22;20;0;0;0;0;0,7;11,3;22,8;34,1;;14,8;164;76;;;;;;;;0;0
01-01-2023 03:793;22;19;0;0;0;0;0,6;8,6;18,6;27,3;;19,1;593;59;;;;;;;;0;0
