;;;;;;;;;;
;;;;;;;;;;
DateTime;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb
01-01-2023 07:1043;56;35;1;0;119;0;1,1;13,5;40,6;54,2
01-01-2023 01:1044;51;21;2,7;0;271;0;0,8;7;31,8;38,8
01-01-2023 02:1044;36;20;0,3;0;104;0;0,8;7;26,2;33,2
01-01-2023 03:1044;0;21;1,3;27,5;133;0;0,7;5,2;25,4;30,7
01-01-2023 04:1044;33;27;1;0,4;153;0;1;15;29,6;44,5
01-01-2023 05:1044;34;33;0,5;0,1;138;0;1,5;31,6;37,8;69,4
01-01-2023 06:1044;34;23;0,1;0;93;0;1,5;24,8;34,1;58,9
01-01-2023 07:1044;31;16;0,2;0;222;0;1,9;42,6;35,8;78,4
01-01-2023 01:1045;17;17;1,7;4,1;108;0;1;13,6;29,7;43,2
01-01-2023 02:1045;19;19;1,4;0,8;141;0;0,7;6,9;23,4;30,4
01-01-2023 03:1045;20;17;0,7;0;156;0;0,9;15,4;22,9;38,3
01-01-2023 04:1045;20;20;0,4;0;92;0;0,9;12,8;25,7;38,5
01-01-2023 05:1045;17;7;0,4;0;95;0;0,8;8,4;22,5;30,9
01-01-2023 06:1045;17;10;0,4;0;95;0;0,6;7,1;20,6;27,7
01-01-2023 07:1045;16;12;0,5;0;95;0;0,4;2,8;18,1;20,9
01-01-2023 01:1046;16;8;0,3;0;95;0;0,4;2,5;13,2;15,8
01-01-2023 02:1046;18;17;0,2;0;96;0;0,4;3;14,8;17,8
01-01-2023 03:1046;19;17;0,3;0;95;0;0,5;8,6;14,7;23,3
01-01-2023 04:1046;24;19;0,3;0,4;96;0;0,7;25,3;16,3;41,6
01-01-2023 05:1046;29;25;0,5;0;115;0;1,2;48,5;19,4;67,9
01-01-2023 06:1046;37;28;0,7;0;181;0;1,8;70;29,3;99,2
01-01-2023 07:1046;62;40;0,6;0;210;0;2;65;46,7;111,6
01-01-2023 01:1047;67;45;1,3;0;88;0;1,8;43,2;50;93,2
01-01-2023 02:1047;26;13;0,6;0;58;0;1;20,6;24,8;45,4
01-01-2023 03:1047;42;32;0,7;16,4;298;0;1;19,3;35,1;54,4
01-01-2023 04:1047;35;35;0,6;5,4;176;0;1;20,1;36,4;56,5
01-01-2023 05:1047;30;30;0,2;1;191;0;1;23;33,4;56,4
01-01-2023 06:1047;33;24;0,4;0;156;0;1,1;21,4;33,8;55,2
01-01-2023 07:1047;59;45;0,6;0;308;0;1,8;42,4;47,4;89,8
01-01-2023 01:1048;59;44;0,5;0;343;0;1,9;50,3;52,3;102,6
01-01-2023 02:1048;53;47;1,1;2,4;271;0;2;49,9;55,8;105,7
01-01-2023 03:1048;43;40;0,7;0,6;196;0;2;43,7;43,1;86,7
01-01-2023 04:1048;35;35;0,9;0;165;0;0,7;9,3;20;29,4
01-01-2023 05:1048;33;25;1,3;0;145;0;0,8;17,4;20,9;38,3
01-01-2023 06:1048;37;30;0,4;0;147;0;1,5;45,1;27,1;72,3
01-01-2023 07:1048;45;34;0,2;0;147;0;1,8;55,2;28;83,2
01-01-2023 01:1049;46;27;0,2;0;347;0;1,4;50,1;30,4;80,5
01-01-2023 02:1049;30;21;0,2;0;346;0;0,8;24,9;25,1;50
01-01-2023 03:1049;25;19;0,2;0;122;0;0,5;11,9;19,9;31,8
01-01-2023 04:1049;19;17;0,4;0;135;0;0,3;4,9;15,2;20
01-01-2023 05:1049;20;16;0,7;0;135;0;0,2;3,1;11,5;14,5
01-01-2023 06:1049;16;12;0,6;0;135;0;0,3;5,7;11,9;17,6
01-01-2023 07:1049;19;16;0,9;0,1;135;0;0,4;15,4;12,3;27,7
01-01-2023 01:1050;32;25;0,7;0;161;0;0,9;36,5;13,9;50,4
01-01-2023 02:1050;41;30;0,6;0;149;0;1;28;21,7;49,7
01-01-2023 03:1050;60;34;0,7;0;110;0;1,4;49,7;38,3;88
01-01-2023 04:1050;64;39;2,4;0;80;0;1,4;43,7;44,7;88,4
01-01-2023 05:1050;39;23;2,2;0;108;0;0,9;15;32;47
01-01-2023 06:1050;61;39;0,3;0;211;0;0,9;13,2;38,8;51,9
01-01-2023 07:1050;98;52;4,1;0;281;0;0,9;12,3;40,9;53,1
01-01-2023 01:1051;61;32;0,5;0;353;0;1;13,8;40,6;54,4
01-01-2023 02:1051;46;33;0,4;0,2;331;0;0,9;14,3;36,9;51,2
01-01-2023 03:1051;63;47;0,7;0;51;0;1,4;30,3;49,4;79,6
01-01-2023 04:1051;48;36;0,6;0;124;0;1,4;35,6;42,5;78,1
01-01-2023 05:1051;46;36;1;0;0;0;1,3;27,8;31,5;59,3
01-01-2023 06:1051;47;25;1,1;0;0;0;1,2;23,7;26,7;50,4
01-01-2023 07:1051;44;29;1,3;0;0;0;0,9;17,9;21,4;39,3
01-01-2023 01:1052;31;22;0,7;0;0;0;0,8;23,6;16,7;40,3
01-01-2023 02:1052;34;23;1,1;0,1;0;0;1;28,9;20,1;48,9
01-01-2023 03:1052;20;17;0,9;2;0;0;0,7;15,3;19,5;34,8
01-01-2023 04:1052;16;15;0,6;1,6;0;0;0,5;8,8;17,5;26,3
01-01-2023 05:1052;0;17;0,6;0,7;0;0;0,6;8,2;17,5;25,7
01-01-2023 06:1052;0;19;0,7;0;0;0;0,6;10,4;16,4;26,8
01-01-2023 07:1052;15;14;0,4;1,4;234;0;0,7;10,3;20,4;30,8
01-01-2023 01:1053;14;14;0,4;0;277;0;0,7;10,9;23,7;34,6
01-01-2023 02:1053;0;17;0,3;0;274;0;0,7;16,1;21,6;37,7
01-01-2023 03:1053;10;6;0,7;0;179;0;0,5;10,9;12,7;23,6
01-01-2023 04:1053;15;10;0,4;0,1;196;0;0,7;19,2;13,3;32,5
01-01-2023 05:1053;17;14;0,3;0,7;179;0;0,8;21,7;16,5;38,1
01-01-2023 06:1053;18;18;0,4;0,5;103;0;1;25;24,3;49,4
01-01-2023 07:1053;20;18;0,2;0;337;0;1,2;31,8;31,8;63,7
01-01-2023 01:1054;15;7;0,3;0,4;317;0;0,8;17,4;24,9;42,3
01-01-2023 02:1054;22;12;0,4;0;346;0;1;14;30,1;44,1
01-01-2023 03:1054;10;10;1,1;0;131;0;0,5;5,8;13,8;19,7
01-01-2023 04:1054;5;5;1,9;0;191;0;0,3;3,7;8,8;12,4
01-01-2023 05:1054;0;3;1,1;0;113;0;0,3;2,3;6,3;8,6
01-01-2023 06:1054;5;3;2,6;0;98;0;0,2;1,4;4,4;5,9
01-01-2023 07:1054;11;6;1,5;0;224;0;0,4;4;10,9;14,9
01-01-2023 01:1055;41;23;0,9;0;302;0;1,1;20,6;32;52,6
01-01-2023 02:1055;22;17;0,9;0;112;0;0,8;15;21,2;36,2
01-01-2023 03:1055;37;23;0,7;0;130;0;0,8;15,2;21,1;36,2
01-01-2023 04:1055;22;19;0,7;0;147;0;0,7;15,9;16,7;32,6
01-01-2023 05:1055;16;9;0,6;0;121;0;0,7;16;15,3;31,3
01-01-2023 06:1055;14;8;0,8;0;145;0;0,7;18,3;14,2;32,5
01-01-2023 07:1055;13;8;0,9;0;141;0;0,5;9;11,4;20,4
01-01-2023 01:1056;14;6;0,9;0;141;0;0,5;7,6;11,2;18,8
01-01-2023 02:1056;14;9;0,7;0;151;0;0,7;14;15,3;29,3
01-01-2023 03:1056;19;14;0,5;0;159;0;0,8;15,6;15,9;31,4
01-01-2023 04:1056;20;11;0,6;0;156;0;0,7;13;14,4;27,4
01-01-2023 05:1056;24;16;0,7;0;156;0;0,8;16,7;15,3;32
01-01-2023 06:1056;26;20;0,7;0;149;0;0,9;20,6;15,9;36,4
01-01-2023 07:1056;26;15;0,9;0;142;0;1;25,2;14,1;39,3
01-01-2023 01:1057;42;28;0,8;0;119;0;1;25,6;22,4;47,9
01-01-2023 02:1057;55;31;1,4;0;80;0;1,2;27,8;33,6;61,4
01-01-2023 03:1057;7;7;2;0;246;0;0,4;4,2;9,3;13,5
01-01-2023 04:1057;8;6;4,4;0;272;0;0,3;4;9,3;13,3
01-01-2023 05:1057;42;24;2,8;0;304;0;0,7;8,4;23,3;31,7
01-01-2023 06:1057;39;28;1,3;0;302;0;0,8;6,5;28;34,5
01-01-2023 07:1057;40;24;0,4;0;99;0;0,7;3,4;21,2;24,5
01-01-2023 01:1058;39;28;0,7;0;276;0;0,7;6,1;21,6;27,7
01-01-2023 02:1058;34;27;0,6;0;335;0;0,7;3,2;24,6;27,8
01-01-2023 03:1058;33;22;1;0;67;0;0,7;3,7;23,2;26,9
01-01-2023 04:1058;18;18;1;0;62;0;0,5;2,3;15,1;17,3
01-01-2023 05:1058;14;14;0,7;0;85;0;0,6;6,6;13,9;20,5
01-01-2023 06:1058;22;22;0,7;0;114;0;0,5;5,6;12,2;17,8
01-01-2023 07:1058;19;11;0,8;0;108;0;0,5;5,1;10,5;15,6
01-01-2023 01:1059;15;10;1;0;154;0;0,6;7,3;12,5;19,8
01-01-2023 02:1059;18;10;1;0;131;0;0,6;9,5;13,9;23,4
01-01-2023 03:1059;13;9;0,2;0;118;0;0,7;9,8;12,9;22,7
01-01-2023 04:1059;20;11;0,1;1,9;222;0;0,6;8;15,8;23,8
01-01-2023 05:1059;23;13;0,3;0,9;110;0;0,7;6,3;22;28,3
01-01-2023 06:1059;0;20;0,3;0,1;115;0;0,5;3,9;16,1;20
01-01-2023 07:1059;0;20;1;11;107;0;0,4;1,4;13,9;15,3
01-01-2023 01:1060;14;14;0,4;0,9;82;0;0,3;1,3;8,8;10,2
01-01-2023 02:1060;15;10;0,3;0;99;0;0,4;2,4;8,7;11,1
01-01-2023 03:1060;17;16;0,3;0;131;0;0,6;10,2;11;21,2
01-01-2023 04:1060;17;14;0,4;0;104;0;0,6;10,5;11,7;22,2
01-01-2023 05:1060;24;22;0,7;0;123;0;0,6;9,6;14,3;23,9
01-01-2023 06:1060;28;16;1,3;0;84;0;0,6;8,1;16,4;24,5
01-01-2023 07:1060;17;14;0,5;0;219;0;0,4;5,7;12;17,7
01-01-2023 01:1061;24;9;1,9;0;302;0;0,4;5,1;12,8;17,9
01-01-2023 02:1061;28;20;3,1;0;318;0;0,6;6;19,6;25,5
01-01-2023 03:1061;25;22;0,1;5,9;134;0;0,5;2,7;15,7;18,4
01-01-2023 04:1061;41;36;0,4;0,5;156;0;0,7;5,3;19,6;24,9
01-01-2023 05:1061;31;27;0,6;0;119;0;0,7;6,4;19,3;25,8
01-01-2023 06:1061;35;34;0,6;0;109;0;0,8;8,2;19,5;27,6
01-01-2023 07:1061;46;41;0,5;0;121;0;1;13,2;18,7;32
01-01-2023 01:1062;26;18;1;0;136;0;0,8;11,5;13,9;25,4
01-01-2023 02:1062;31;30;1;0;127;0;0,7;11,6;12,2;23,7
01-01-2023 03:1062;34;34;1;0;129;0;0,6;10,3;10,8;21,1
01-01-2023 04:1062;17;13;0,8;0;150;0;0,5;5,2;8,8;14
01-01-2023 05:1062;16;12;0,6;0;100;0;0,6;10,3;10,3;20,7
01-01-2023 06:1062;11;11;1,2;0,2;102;0;0,3;3;6,6;9,6
01-01-2023 07:1062;0;9;1,1;0;113;0;0,3;0,9;4,6;5,5
01-01-2023 01:1063;0;8;0,8;0;112;0;0,3;1,2;6,6;7,7
01-01-2023 02:1063;5;5;0,9;0;115;0;0,3;1,3;7,9;9,3
01-01-2023 03:1063;7;4;0,9;0;94;0;0,3;2;8,7;10,7
01-01-2023 04:1063;7;7;1,6;0;127;0;0,4;5,4;11,1;16,6
01-01-2023 05:1063;13;13;1,2;0;114;0;0,7;20,8;14,2;35
01-01-2023 06:1063;0;16;0,8;0,1;122;0;0,9;30,3;16,9;47,2
01-01-2023 07:1063;21;17;0,4;0;127;0;1;28,6;23,2;51,8
01-01-2023 01:1064;29;16;1,2;0;248;0;1,1;29,8;28,1;57,9
01-01-2023 02:1064;0;0;0,3;0,2;114;0;0;0;0;0
01-01-2023 03:1064;6;6;2,3;0;160;0;0;0;0;0
01-01-2023 04:1064;10;4;1,2;0;143;0;0;14,1;6,1;20,2
01-01-2023 05:1064;8;4;2,3;0;164;0;0,4;0;0;0
01-01-2023 06:1064;6;3;2,3;0;186;0;0,4;0;0;0
01-01-2023 07:1064;6;6;3,1;0;88;0;0,4;1,3;25,4;26,7
01-01-2023 01:1065;30;8;2,7;0;87;0;0,6;4,3;25,9;30,2
01-01-2023 02:1065;15;13;2,5;0;80;0;0,6;4,2;21,5;25,7
01-01-2023 03:1065;9;7;2,4;0;81;0;0,6;2,2;14,7;16,9
01-01-2023 04:1065;30;12;1,3;0;77;0;1,1;12;29,4;41,4
01-01-2023 05:1065;11;8;1,3;0;81;0;0,5;1,4;13,7;15,2
01-01-2023 06:1065;15;15;1;0;105;0;0,4;1,3;12,3;13,6
01-01-2023 07:1065;20;16;1,1;0;123;0;0,7;5,6;15,7;21,3
01-01-2023 01:1066;23;19;0,9;0;143;0;0,9;11,5;17,5;29
01-01-2023 02:1066;16;7;1,2;0;137;0;0,5;3;13,1;16,1
01-01-2023 03:1066;14;10;1;0;129;0;0,5;0;14,3;13,9
01-01-2023 04:1066;11;8;0,6;0;146;0;0,6;3,8;16,9;20,7
01-01-2023 05:1066;30;12;0,7;0;109;0;0,9;17;22,1;39,1
01-01-2023 06:1066;30;17;0,4;0;117;0;0,8;14,3;21,5;35,8
01-01-2023 07:1066;34;17;0,4;0;146;0;0,8;16,7;24;40,7
01-01-2023 01:1067;34;15;0,5;0;101;0;1;25,1;24,3;49,5
01-01-2023 02:1067;69;32;0,2;0;60;0;1,6;73,4;28,6;102
01-01-2023 03:1067;55;34;0,3;0;292;0;1,6;52,9;34;86,9
01-01-2023 04:1067;43;19;1,1;0;217;0;1,2;26,1;28,8;54,9
01-01-2023 05:1067;18;7;2,1;0;216;0;0,5;3,7;14,1;17,8
01-01-2023 06:1067;11;11;3,1;0;225;0;0,4;1,1;10,3;11,4
01-01-2023 07:1067;9;9;2,5;0;183;0;0,4;0;0;0
01-01-2023 01:1068;8;6;3,1;0;100;0;0,4;0;0;0
01-01-2023 02:1068;8;4;4;0;95;0;0,4;0;0;0
01-01-2023 03:1068;4;2;3,4;0;94;0;0,4;0;0;0
01-01-2023 04:1068;26;8;0,3;0;205;0;0,7;3,2;18,2;21,5
01-01-2023 05:1068;57;18;1,6;0;316;0;0,9;6,9;27,5;34,4
01-01-2023 06:1068;48;22;2,9;0;281;0;1,1;9,2;29,5;38,6
01-01-2023 07:1068;31;13;3,2;0;258;0;1;7,1;27,1;34,2
01-01-2023 01:1069;32;10;0,5;0;237;0;0,9;7,4;24,3;31,8
01-01-2023 02:1069;17;14;1,8;0;72;0;0,6;5;15,4;20,4
01-01-2023 03:1069;8;8;1,6;0;94;0;0,4;0;0;0
01-01-2023 04:1069;14;10;0,3;0;81;0;0,4;0;0;0
01-01-2023 05:1069;9;7;0,5;0;230;0;0,3;0;0;0
01-01-2023 06:1069;8;7;0,3;0;41;0;0,3;0;0;0
01-01-2023 07:1069;7;7;0,5;0;63;0;0,3;0;0;0
01-01-2023 01:1070;5;5;1,3;0;85;0;0,3;0;0;0
01-01-2023 02:1070;0;14;1,6;0;85;0;0,3;0;0;0
01-01-2023 03:1070;7;7;0,9;0;101;0;0,3;0,4;6,2;6,6
01-01-2023 04:1070;16;6;0,8;0;170;0;0,6;18,3;16;34,3
01-01-2023 05:1070;47;20;0,3;0;106;0;1,5;62,6;23,8;86,3
01-01-2023 06:1070;45;22;0,4;0;235;0;1,5;52,2;29,1;81,3
01-01-2023 07:1070;22;11;0,5;0;239;0;0,8;16,9;19,4;36,3
01-01-2023 01:1071;7;7;2,7;0;223;0;0,4;5,1;9,9;15,1
01-01-2023 02:1071;6;5;3,7;0;221;0;0,4;3,4;8,5;11,9
01-01-2023 03:1071;13;6;1,4;0;280;0;0,5;5,5;9,8;15,3
01-01-2023 04:1071;12;9;1,4;0;228;0;0,5;6,8;11,6;18,4
01-01-2023 05:1071;8;7;1;0;156;0;0,4;2,9;7,6;10,5
01-01-2023 06:1071;9;9;1,7;0;102;0;0,5;4;8,4;12,4
01-01-2023 07:1071;12;7;1,9;0;105;0;0,4;4;7,9;11,8
01-01-2023 01:1072;14;6;1,3;0;124;0;0,5;3,8;9;12,8
01-01-2023 02:1072;17;11;1,5;0;112;0;0,6;4,5;9,7;14,2
01-01-2023 03:1072;10;10;2,4;0;91;0;0,5;4,9;9,3;14,2
01-01-2023 04:1072;11;11;1,8;0;93;0;0,5;4,2;8,4;12,7
01-01-2023 05:1072;10;9;0,6;0;159;0;0,5;4,4;11;15,4
01-01-2023 06:1072;8;6;1,4;0;152;0;0,4;0,9;6,4;7,3
01-01-2023 07:1072;8;4;0,8;0;125;0;0,4;0,3;5,9;6,1
01-01-2023 01:1073;8;8;0,9;0;123;0;0,4;1,2;7,4;8,6
01-01-2023 02:1073;4;4;0,8;0;231;0;0,3;0,3;6,5;6,7
01-01-2023 03:1073;2;0;1,4;0;90;0;0,3;0,1;6,7;6,8
01-01-2023 04:1073;6;6;1,7;0;336;0;0,3;0,4;9,4;9,8
01-01-2023 05:1073;12;8;0,4;0;112;0;0,4;1,4;14,2;15,6
01-01-2023 06:1073;9;6;0,3;0;127;0;0,4;2,5;14,2;16,7
01-01-2023 07:1073;25;9;0,5;0;150;0;0,7;13,7;20,6;34,3
01-01-2023 01:1074;30;20;0,7;0;115;0;1;23,8;23,5;47,3
01-01-2023 02:1074;14;14;0,4;0;228;0;0,7;8,6;15,1;23,7
01-01-2023 03:1074;22;13;0,6;0;96;0;0,8;11,3;20,5;31,8
01-01-2023 04:1074;13;11;1,4;0;242;0;0,7;11;16;26,9
01-01-2023 05:1074;17;10;2,1;0;237;0;0,7;9,2;14,1;23,3
01-01-2023 06:1074;0;8;1,1;0,2;177;0;0,5;4,9;9;13,9
01-01-2023 07:1074;5;5;1,1;0;114;0;0,4;3,2;6,9;10,2
01-01-2023 01:1075;13;8;2,3;0;91;0;0,4;2,9;6,2;9,1
01-01-2023 02:1075;9;6;1;0,1;120;0;0,4;3,5;6,7;10,2
01-01-2023 03:1075;5;5;3,3;0;93;0;0,4;4;7,4;11,4
01-01-2023 04:1075;6;6;1,5;0;126;0;0,5;3,7;8,2;11,8
01-01-2023 05:1075;12;6;0,8;0;138;0;0,5;2,9;8,4;11,3
01-01-2023 06:1075;0;10;2,8;0;90;0;0,6;6;10;15,9
01-01-2023 07:1075;0;7;1;0;117;0;0,5;5,2;9,3;14,5
01-01-2023 01:1076;12;12;0,9;0;118;0;0,7;15,6;16,7;32,3
01-01-2023 02:1076;16;16;0,7;0;121;0;0,8;13,4;15,4;28,8
01-01-2023 03:1076;12;11;0,9;0;163;0;0,7;10,7;13,7;24,4
01-01-2023 04:1076;7;7;1,1;0;157;0;0,5;6;10,4;16,4
01-01-2023 05:1076;0;5;0,5;0;163;0;0,4;0,2;10,5;10,6
01-01-2023 06:1076;0;8;0,7;0;116;0;0,4;0,3;9,7;10
01-01-2023 07:1076;0;5;0,8;0;141;0;0,3;0;0;0
01-01-2023 01:1077;0;7;0,4;0;108;0;0,3;1,6;9,4;11
01-01-2023 02:1077;7;7;0,4;0;130;0;0,3;0,7;9,7;10,4
01-01-2023 03:1077;9;5;0,3;0;154;0;0,4;3,5;15,3;18,8
01-01-2023 04:1077;13;7;0,9;0;104;0;0,5;3;13,3;16,3
01-01-2023 05:1077;7;6;2,5;0;282;0;0,4;1,9;12,2;14,1
01-01-2023 06:1077;10;10;1,4;0;274;0;0,3;0,3;10,2;10,4
01-01-2023 07:1077;0;6;0,7;0;175;0;0,3;0;0;0
01-01-2023 01:1078;0;7;1,9;0;226;0;0,3;0;0;0
01-01-2023 02:1078;8;6;1,1;0;202;0;0,3;0;0;0
01-01-2023 03:1078;8;8;1,7;0;219;0;0,3;0;0;0
01-01-2023 04:1078;8;6;0,9;0;131;0;0,3;0;0;0
01-01-2023 05:1078;0;6;3;0;89;0;0,3;0;0;0
01-01-2023 06:1078;10;6;2;0;192;0;0,4;0;0;0
01-01-2023 07:1078;6;3;3,1;0;208;0;0,3;0;0;0
01-01-2023 01:1079;4;2;1,4;0;139;0;0,4;0;0;0
01-01-2023 02:1079;13;3;0,9;0;92;0;0,4;0,4;10,2;10,6
01-01-2023 03:1079;17;17;1;0;130;0;0,5;2,4;12,9;15,3
01-01-2023 04:1079;19;18;1,2;0;137;0;0,8;10,7;18,1;28,8
01-01-2023 05:1079;13;9;0,7;0;138;0;0,6;3,5;14,2;17,8
01-01-2023 06:1079;17;7;0,5;0;137;0;0,7;10,1;14,2;24,3
01-01-2023 07:1079;16;13;0,8;0;137;0;0,6;3,1;14,2;17,2
01-01-2023 01:1080;14;12;1,1;0,2;112;0;0,8;4,9;19,6;24,4
01-01-2023 02:1080;16;15;0,3;0,6;100;0;0,6;0;0;0
01-01-2023 03:1080;10;10;0,5;0,1;120;0;0,5;0;0;0
01-01-2023 04:1080;8;6;1,2;0;138;0;0,4;0;0;0
01-01-2023 05:1080;5;3;0,8;0;128;0;0,3;0;0;0
01-01-2023 06:1080;9;3;0,7;0;133;0;0,5;0;9,2;9,1
01-01-2023 07:1080;16;16;0,5;0;188;0;0,8;13;15,7;28,7
01-01-2023 01:1081;24;11;0,3;0;221;0;0,9;14,8;17,1;31,9
01-01-2023 02:1081;17;8;0,6;0;352;0;0,4;0;0;0
01-01-2023 03:1081;10;6;1,7;0;288;0;0,4;0;0;0
01-01-2023 04:1081;9;4;4,4;0;81;0;0,3;0;0;0
01-01-2023 05:1081;6;0;4,1;0;86;0;0,3;0;0;0
01-01-2023 06:1081;5;1;3,8;0;93;0;0,2;0;0;0
01-01-2023 07:1081;8;2;4,4;0;95;0;0,2;0;0;0
01-01-2023 01:1082;5;4;3,9;0;89;0;0,3;0;0;0
01-01-2023 02:1082;5;3;4,7;0;87;0;0,3;0;0;0
01-01-2023 03:1082;0;9;2,8;0;83;0;0,3;0;0;0
01-01-2023 04:1082;0;7;3;0;85;0;0,3;0;0;0
01-01-2023 05:1082;0;7;2,7;0;79;0;0,3;0;0;0
01-01-2023 06:1082;0;8;3;0;96;0;0,3;0;0;0
01-01-2023 07:1082;10;10;1,3;0;97;0;0,4;0;0;0
01-01-2023 01:1083;14;11;1;0;135;0;0,5;0;0;0
01-01-2023 02:1083;16;12;1,1;0;139;0;0,6;0,7;13,9;14,7
01-01-2023 03:1083;10;9;1,1;0;142;0;0,5;0;0;0
01-01-2023 04:1083;11;11;0,6;0;135;0;0,4;1;9,6;10,5
01-01-2023 05:1083;7;7;0,4;0;105;0;0,3;0;0;0
01-01-2023 06:1083;8;8;0,7;0;130;0;0,3;0;0;0
01-01-2023 07:1083;8;8;0,8;0;128;0;0,3;0;0;0
01-01-2023 01:1084;8;5;0,4;0;173;0;0,4;0,6;9,6;10,2
01-01-2023 02:1084;11;9;0,9;0;143;0;0,5;4,1;8,4;12,4
01-01-2023 03:1084;25;17;0,7;0;154;0;0,6;7,8;10,8;18,6
01-01-2023 04:1084;26;16;0,6;0;215;0;0,8;15,7;19,1;34,8
01-01-2023 05:1084;37;12;2,2;0;271;0;1,1;26,6;30,7;57,2
01-01-2023 06:1084;12;10;0,4;0;217;0;0,5;4,1;15,7;19,8
01-01-2023 07:1084;8;8;2,1;0;111;0;0,3;0;0;0
01-01-2023 01:1085;0;7;2,4;0;107;0;0,3;0;0;0
01-01-2023 02:1085;0;9;4,6;0;86;0;0,3;0;0;0
01-01-2023 03:1085;7;7;2,1;0;101;0;0,3;0;0;0
01-01-2023 04:1085;6;6;3,7;0;88;0;0,3;0;0;0
01-01-2023 05:1085;4;4;1,4;0;154;0;0,3;0;0;0
01-01-2023 06:1085;0;6;1,2;0;78;0;0,4;0;0;0
01-01-2023 07:1085;9;9;2,3;0;94;0;0,5;0,6;10,3;10,9
01-01-2023 01:1086;9;8;1,9;0;127;0;0,4;0;0;0
01-01-2023 02:1086;8;7;1,3;0;147;0;0,4;0;0;0
01-01-2023 03:1086;5;5;1,8;0;99;0;0,3;0;0;0
01-01-2023 04:1086;6;3;1,5;0;130;0;0,3;0;0;0
01-01-2023 05:1086;7;6;0,7;0;110;0;0,3;0;0;0
01-01-2023 06:1086;7;7;0,7;0;118;0;0,3;0;0;0
01-01-2023 07:1086;10;5;0,9;0;136;0;0,3;1,1;5,7;6,8
01-01-2023 01:1087;7;4;1,1;0;129;0;0,4;1,8;10,5;12,3
01-01-2023 02:1087;6;6;0,6;0;118;0;0,3;0,4;6,6;7
01-01-2023 03:1087;5;5;2,4;0;107;0;0,3;0;3,4;3,3
01-01-2023 04:1087;15;4;1,3;0;109;0;0,3;1,7;5,1;6,8
01-01-2023 05:1087;12;4;1,1;0;140;0;0,5;12,8;10,4;23,2
01-01-2023 06:1087;23;16;0,5;0;161;0;0,9;34,9;13,8;48,7
01-01-2023 07:1087;34;20;0,5;0;116;0;1,2;41,7;17,6;59,3
01-01-2023 01:1088;26;16;0,2;0;171;0;1;19,7;21,8;41,5
01-01-2023 02:1088;8;6;2,7;0;83;0;0,4;4;7,5;11,5
01-01-2023 03:1088;7;7;6,2;0;84;0;0,4;1,6;4,4;6
01-01-2023 04:1088;5;5;3,5;0;83;0;0,4;3,6;6;9,6
01-01-2023 05:1088;14;5;4,5;0;97;0;0,4;1,7;4,4;6
01-01-2023 06:1088;12;5;2;0;96;0;0,4;3,3;5,8;9,1
01-01-2023 07:1088;9;7;2,4;0;94;0;0,4;2,8;4,7;7,4
01-01-2023 01:1089;10;7;4,5;0;96;0;0,4;1,8;4,1;5,9
01-01-2023 02:1089;7;7;4;0;90;0;0,4;3,8;5,7;9,6
01-01-2023 03:1089;9;5;2;0;116;0;0,4;1,6;5,2;6,8
01-01-2023 04:1089;8;8;1;0;141;0;0,5;3,1;9,8;12,9
01-01-2023 05:1089;10;9;2;0;91;0;0,4;3,1;6,8;9,9
01-01-2023 06:1089;9;9;0,9;0;82;0;0,4;2,6;8,7;11,3
01-01-2023 07:1089;11;6;1,9;0;113;0;0,4;2,1;7,5;9,6
01-01-2023 01:1090;14;8;0,6;0;92;0;0,4;1,5;7,5;9
01-01-2023 02:1090;9;4;0,8;0;104;0;0,4;0,7;6,1;6,8
01-01-2023 03:1090;12;0;0,4;0;105;0;0,3;0;4,6;4,3
01-01-2023 04:1090;8;8;0,3;0;162;0;0,3;0;0;0
01-01-2023 05:1090;7;5;1;0;90;0;0,3;0;0;0
01-01-2023 06:1090;11;11;0,8;0;129;0;0,3;0;0;0
01-01-2023 07:1090;8;8;1,2;0;245;0;0,4;1,2;9;10,2
01-01-2023 01:1091;10;7;0,9;0;84;0;0,6;11;15,1;26,1
01-01-2023 02:1091;43;23;0,3;0;70;0;1,5;50,5;27;77,5
01-01-2023 03:1091;64;27;1,9;0;285;0;1,7;64,9;31,7;96,6
01-01-2023 04:1091;20;7;1,2;0;257;0;0,8;16,4;17,9;34,3
01-01-2023 05:1091;23;10;1,1;0;264;0;0,7;11,1;17;28,1
01-01-2023 06:1091;16;9;0,7;0;99;0;0,5;4;9;13
01-01-2023 07:1091;7;7;1;0;90;0;0,4;2,4;6,2;8,5
01-01-2023 01:1092;10;10;4,3;0;89;0;0,4;1,3;5,3;6,6
01-01-2023 02:1092;0;13;2,3;0;131;0;0,4;2,2;5,5;7,7
01-01-2023 03:1092;0;8;2,9;0;93;0;0,4;2,2;6;8,2
01-01-2023 04:1092;38;10;0,9;0;61;0;0,6;7,1;16,4;23,4
01-01-2023 05:1092;20;15;0,9;0;69;0;0,6;6,3;15,9;22,3
01-01-2023 06:1092;58;24;1,2;0;319;0;1,2;25,4;33;58,4
01-01-2023 07:1092;42;17;0,9;0;80;0;1,1;19,9;25,3;45,2
