;PM10;PM2.5;Vel Viento 10M;Precipitacion;Dir Viento 10M;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;;HR;
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C;W/M²;;%;
01-01-2023 05:1237;36;16;0,6;0;316;1,6;0,8;57;26;83;0;11,9;0;;63,26;
01-01-2023 01:1238;33;16;0,7;0;325;0,7;0,7;48,9;23,9;72,8;0;10,5;0;;66,36;
01-01-2023 02:1238;46;17;0,7;0;192;0,3;0,8;60,7;23,2;83,9;0;9,4;0;;71,17;
01-01-2023 03:1238;47;26;0,6;0;306;0,3;0,9;98,1;19,2;117,2;0;7,9;0;;74,96;
01-01-2023 04:1238;56;41;0,6;0;225;0,6;0,9;137,8;16,9;154,6;0;7;0;;79,02;
01-01-2023 05:1238;36;19;0,8;0;307;0,2;0,6;69,3;14,9;84,2;0;6,8;0;;80,99;
01-01-2023 01:1239;34;20;0,8;0;310;0,4;0,5;78,8;15,2;94,1;0;6,4;0;;82,29;
01-01-2023 02:1239;37;25;0,6;0;240;0,4;0,7;143,5;15,3;158,7;0;6;0;;82,85;
01-01-2023 03:1239;37;30;0,6;0;309;0,3;0,9;157,9;13,6;171,5;0;5,8;0;;83,71;
01-01-2023 04:1239;58;37;0,4;0;322;0,8;1,5;198,2;18,1;216,3;0;7,6;52;;84,69;
01-01-2023 05:1239;56;34;1,2;0;347;2,4;1,1;98,4;20,4;118,8;0;11,6;140;;78,63;
01-01-2023 01:1240;36;18;1,1;0;325;12,9;0,5;22,9;11,4;34,3;0;16,1;473;;60,67;
01-01-2023 02:1240;25;11;1,8;0;334;21,6;0,3;5,9;5,2;11;0;17,6;432;;48,72;
01-01-2023 03:1240;19;8;1,9;0;108;22,8;0,3;1,1;2,9;4;0;18,1;269;;48,06;
01-01-2023 04:1240;18;6;1,9;0;98;23,6;0,2;0,3;1,2;1,4;0;19;302;;45,34;
01-01-2023 05:1240;16;6;1,8;0;94;22;0,3;1,6;2,2;3,8;0;19,8;292;;43,35;
01-01-2023 01:1241;17;6;1,7;0;84;22,1;0,2;0,7;1,2;1,9;0;20,1;293;;43,61;
01-01-2023 02:1241;15;6;1,6;0;114;22,2;0,2;0;0;0;0;20,3;250;;42,81;
01-01-2023 03:1241;15;6;1,8;0;121;23,5;0,2;0;0;0;0;21,3;357;;42,05;
01-01-2023 04:1241;14;6;1,6;0;142;22,1;0,2;0;0;0;0;21,7;220;;40,02;
01-01-2023 05:1241;12;7;1,4;0;133;16,4;0,3;1,1;8,5;9,6;0;17,5;11;;49,71;
01-01-2023 01:1242;12;9;1;0;276;16,2;0,3;0;0;0;0;15,1;0;;60,7;
01-01-2023 02:1242;18;12;0,9;0;260;16,9;0,2;0;0;0;0;14,2;0;;66,52;
01-01-2023 03:1242;21;13;0,9;0;89;8,9;0,4;3,3;15,6;18,9;0;13,8;0;;69,66;
01-01-2023 04:1242;21;10;0,8;0;120;9,9;0,4;1,8;11,5;13,3;0;13,4;0;;71,24;
01-01-2023 05:1242;22;11;0,4;0;269;2,8;0,5;12,2;18,5;30,7;0;12,6;0;;73,28;
01-01-2023 01:1243;21;15;0,6;0;99;1,4;0,6;24,9;20;44,9;0;12,5;0;;74,81;
01-01-2023 02:1243;23;10;0,6;0;309;0,3;0,6;40,9;17,1;58;0;11,1;0;;75,62;
01-01-2023 03:1243;18;11;0,5;0;308;0,2;0,5;29,1;13,4;42,5;0;10,5;0;;79,21;
01-01-2023 04:1243;21;11;0,6;0;292;1,9;0,3;16,1;9,9;25,9;0;10,3;0;;80,16;
01-01-2023 05:1243;16;9;0,5;0;317;0,4;0,4;27,4;9,1;36,5;0;9,3;0;;80,43;
01-01-2023 01:1244;20;13;0,5;0;266;0,2;0,5;48;9,8;57,8;0;9;0;;82,35;
01-01-2023 02:1244;17;12;0,9;0;284;0,4;0,5;34,8;11,2;46;0;10,1;0;;83,91;
01-01-2023 03:1244;32;22;0,8;0;217;1,6;0,4;13,2;12,1;25,3;0;11,6;20;;81,52;
01-01-2023 04:1244;28;16;0,6;0;292;5;0,4;11,6;11,3;22,9;0;13,7;81;;74,58;
01-01-2023 05:1244;26;15;0,6;0;299;7;0,4;8,1;12,9;21;0;14,8;75;;68;
01-01-2023 01:1245;21;10;0,9;0;305;15,4;0,3;1,3;3,9;5,2;0;16,4;145;;62,03;
01-01-2023 02:1245;16;8;1,6;0;142;17,5;0,2;0;0,8;0,5;0;16;195;;64,56;
01-01-2023 03:1245;9;4;2;0;144;23,9;0,2;0;0;0;0;17,7;320;;56,03;
01-01-2023 04:1245;6;4;2;0;103;22,7;0,2;0,2;0,7;0,9;0;18,9;328;;52,36;
01-01-2023 05:1245;7;6;1,9;1;119;20,6;0,2;0;1,3;1,1;0;17,2;208;;57,03;
01-01-2023 01:1246;10;4;2,6;0;97;21,7;0,2;0;0,5;0,5;0;16,8;298;;61,03;
01-01-2023 02:1246;11;0;1,9;0;107;23,7;0,2;0;0;0;0;19,1;323;;49,76;
01-01-2023 03:1246;12;8;1,4;0;102;19,9;0,3;0;2,9;2,9;0;17,6;106;;49,81;
01-01-2023 04:1246;10;6;1,5;0;97;20,3;0,3;0;0;0;0;15,2;3;;58,27;
01-01-2023 05:1246;8;7;1;0;126;17,4;0,3;0;0;0;0;14;0;;64,67;
01-01-2023 01:1247;16;9;0,8;0;35;7,3;0,6;7,6;17;24,6;0;13,3;0;;67,57;
01-01-2023 02:1247;17;13;0,9;0;349;4,3;0,5;14;20,8;34,7;0;12,1;0;;70,79;
01-01-2023 03:1247;21;13;1;0;114;6,1;0,4;12;16,7;28,7;0;11,4;0;;74,4;
01-01-2023 04:1247;23;13;0,9;0;242;0,8;0,5;18,8;18,7;37,4;0;10,2;0;;77,88;
01-01-2023 05:1247;32;15;0,7;0;223;0,1;0,5;35,5;18,8;54,3;0;9,4;0;;80,3;
01-01-2023 01:1248;19;10;0,8;0;146;6,5;0,3;16,4;11,1;27,5;0;9,9;0;;83,98;
01-01-2023 02:1248;20;11;0,7;0;326;2,4;0,3;4,3;13,2;17,5;0;9,1;0;;82,67;
01-01-2023 03:1248;19;15;0,7;0;291;3,1;0,2;2;12,8;14,8;0;9,9;0;;84,12;
01-01-2023 04:1248;26;17;0,8;0;336;2,3;0,3;28,3;15;43,2;0;9,3;0;;80,87;
01-01-2023 05:1248;16;16;0,9;0;304;5,8;0,2;7,4;11,9;19,3;0;9,4;0;;84,09;
01-01-2023 01:1249;40;28;0,8;0;54;3,4;0,8;100,8;22,7;123,4;0;10,4;0;;84,23;
01-01-2023 02:1249;24;17;0,8;0;351;6,3;0,5;11;17,7;28,7;0;11,7;28;;80,88;
01-01-2023 03:1249;29;17;1,1;0;196;17,3;0,3;5,4;7,7;13,1;0;16,7;236;;69,19;
01-01-2023 04:1249;18;12;1,2;0;239;22,6;0,2;1,2;1,9;3,1;0;18,4;429;;56,46;
01-01-2023 05:1249;13;11;1,6;0;116;21,3;0,2;1,3;3,4;4,7;0;17,9;198;;49,61;
01-01-2023 01:1250;22;19;1,6;0;129;17,4;0,3;3,8;8,4;12,1;0;16,4;95;;55,3;
01-01-2023 02:1250;28;15;1,9;0;164;18,9;0,3;3,1;6,8;9,9;0;17,1;180;;55,81;
01-01-2023 03:1250;35;16;2,4;0;170;21,4;0,2;0,4;2,9;3,3;0;17,4;229;;54,32;
01-01-2023 04:1250;29;17;2,9;0;164;22,2;0,3;1,9;3,3;5,2;0;18,6;401;;50,73;
01-01-2023 05:1250;27;11;2,5;0;161;21,1;0,3;2;4,4;6,5;0;18;300;;52,94;
01-01-2023 01:1251;25;11;2,3;0;155;19,4;0,3;3,4;7,5;10,9;0;16,9;151;;53,67;
01-01-2023 02:1251;25;11;1,5;0;183;19,9;0,3;1,1;6,3;7,4;0;17,7;124;;52,93;
01-01-2023 03:1251;34;16;1,2;0;182;13,4;0,4;2,3;13,7;16;0;16,4;27;;54,94;
01-01-2023 04:1251;24;15;0,7;0;312;9,6;0,4;1,5;16,1;17,7;0;14,1;0;;63,39;
01-01-2023 05:1251;25;13;1;0;142;15,6;0,3;0;0;0;0;14,2;0;;65,08;
01-01-2023 01:1252;19;12;0,9;0;254;19,4;0,2;0;0;0;0;14,1;0;;64,48;
01-01-2023 02:1252;20;17;0,8;0;274;18,1;0,2;0;0;0;0;13,7;0;;65;
01-01-2023 03:1252;21;17;1,1;0;318;20,9;0,2;0;0;0;0;13,2;0;;67,7;
01-01-2023 04:1252;20;20;0,6;0;243;10,8;0,3;0;0;0;0;12,8;0;;71,15;
01-01-2023 05:1252;28;21;0,5;0;296;8,1;0,2;2,5;15,5;18,1;0;11,7;0;;74,34;
01-01-2023 01:1253;32;26;0,6;0;282;1,4;0,3;37,2;21,5;58,7;0;10,2;0;;78,08;
01-01-2023 02:1253;25;18;0,6;0;303;1,3;0,3;48,9;22,1;71;0;9,8;0;;80,61;
01-01-2023 03:1253;26;24;0,5;0;291;0,4;0,3;56,9;22,1;79;0;9,7;0;;81,23;
01-01-2023 04:1253;26;22;0,7;0;352;0,3;0,4;71,8;22,2;94;0;9,6;0;;81,38;
01-01-2023 05:1253;36;31;0,7;0;17;0,4;0,9;121,9;26;147,9;0;10;0;;81,34;
01-01-2023 01:1254;45;31;1;0;335;2,9;0,8;64,3;25,3;89,5;0;11,2;53;;79,63;
01-01-2023 02:1254;27;24;1;0;354;13,3;0,5;20;17,9;37,8;0;15,4;214;;68,26;
01-01-2023 03:1254;19;11;1,2;0;274;27,5;0,2;0;0;0;0;18;347;;53;
01-01-2023 04:1254;19;12;2;0;108;23,9;0,2;0,7;2,2;2,9;0;17,9;234;;49,51;
01-01-2023 05:1254;21;9;2,2;0;72;22,2;0,2;1,4;2,3;3,7;0;17,6;251;;52,97;
01-01-2023 01:1255;19;6;2,2;0;128;21,4;0,2;0,6;1,3;1,9;0;17,8;248;;50,81;
01-01-2023 02:1255;21;9;2,5;0;136;19,3;0,2;1,6;2,1;3,6;0;18,1;316;;51,21;
01-01-2023 03:1255;21;11;2,5;0;126;22,6;0,2;0,9;1,1;2;0;18,8;374;;46,45;
01-01-2023 04:1255;27;10;1,9;0;117;18,7;0,3;3,7;9,2;12,9;0;16,8;73;;50,68;
01-01-2023 05:1255;35;20;2,2;0;161;21;0,3;2,7;7,3;9,9;0;17,6;143;;50,02;
01-01-2023 01:1256;26;15;3,2;0;168;20,4;0,3;2;8,9;10,9;0;16,1;65;;52,34;
01-01-2023 02:1256;23;12;1,6;0;139;15,8;0,4;2,7;12,5;15,3;0;15,4;13;;56,02;
01-01-2023 03:1256;21;17;1,3;0;104;11,2;0,4;6,9;16,6;23,5;0;14;0;;62,81;
01-01-2023 04:1256;19;14;1,6;0;98;17,1;0,3;0,3;8,3;8,6;0;13,1;0;;66,06;
01-01-2023 05:1256;28;16;1,2;0;96;11,7;0,3;3,6;14,6;18,2;0;12,3;0;;69,43;
01-01-2023 01:1257;23;14;1,2;0;102;9;0,3;7,9;18,6;26,6;0;11,8;0;;70,33;
01-01-2023 02:1257;16;16;0,8;0;309;9,5;0,3;1;15,5;16,5;0;10,5;0;;73,35;
01-01-2023 03:1257;14;14;0,4;0;296;7,7;0,2;0;0;0;0;8,5;0;;76,88;
01-01-2023 04:1257;16;11;0,6;0;316;3,5;0,3;27,3;10,7;38,1;0;7,4;0;;80,55;
01-01-2023 05:1257;37;22;0,5;0;290;0,3;0,6;113,6;16,4;130;0;6,7;0;;82,38;
01-01-2023 01:1258;23;16;0,5;0;307;0,1;0,5;114,5;13,6;128;0;6;0;;83,06;
01-01-2023 02:1258;22;18;0,5;0;317;0,2;0,4;74,4;11,5;85,9;0;5,5;0;;83,43;
01-01-2023 03:1258;34;26;0,5;0;234;0,2;0,5;139,3;13;152,3;0;5;0;;83,84;
01-01-2023 04:1258;61;51;0,5;0;330;0,2;1,1;263,4;18,1;281,5;0;4,4;0;;83,64;
01-01-2023 05:1258;63;59;0,7;0;4;0,5;2;296,8;24,7;321,5;0;6;17;;85,35;
01-01-2023 01:1259;54;33;0,9;0;336;1,4;0,8;59,5;19,6;79;0;8,9;63;;86,46;
01-01-2023 02:1259;67;38;1;0;329;3,2;0,9;61,8;23,6;85,4;0;11,9;128;;77,35;
01-01-2023 03:1259;32;0;1,4;0;23;0;0;0;0;0;0;15,4;201;;60,8;
01-01-2023 04:1259;22;11;1,6;0;81;0;0;0;0;0;0;16,4;223;;53,34;
01-01-2023 05:1259;18;9;1,5;0;105;0;0;0;0;0;0;16,7;224;;53,4;
01-01-2023 01:1260;16;8;1,9;0;68;0;0;4,9;4,5;9,3;0;16,4;267;;57,77;
01-01-2023 02:1260;18;6;2,5;0;41;19;0,3;4,1;2,5;6,6;0;17,2;379;;55,01;
01-01-2023 03:1260;19;13;2,6;0;49;17,3;0,3;6,4;4,3;10,7;0;18;367;;53,34;
01-01-2023 04:1260;18;11;2,7;0;54;15,5;0,3;8,8;6,3;15,1;0;17,7;272;;51,8;
01-01-2023 05:1260;20;9;1,7;0;278;16,8;0,3;5,8;5,2;11;0;18,4;143;;49,23;
01-01-2023 01:1261;23;13;1,3;0;95;7,2;0,6;18,5;18,7;37,2;0;15,5;11;;53,14;
01-01-2023 02:1261;24;12;1,4;0;108;6,9;0,5;15;17,6;32,6;0;13;0;;64,63;
01-01-2023 03:1261;21;18;1,1;0;125;9,9;0,4;7,8;15,2;23;0;12,9;0;;69,5;
01-01-2023 04:1261;24;17;0,6;0;327;3;0,5;15,1;18,1;33,2;0;10,5;0;;72,25;
01-01-2023 05:1261;27;15;0,6;0;348;0,3;0,7;53,8;21,3;75,1;0;9,5;0;;77,57;
01-01-2023 01:1262;30;17;0,5;0;268;0,2;0,6;44,2;19,2;63,3;0;10;0;;78,25;
01-01-2023 02:1262;34;18;0,6;0;332;0,2;0,9;103,3;16,8;120,1;0;9,9;0;;76,82;
01-01-2023 03:1262;28;18;0,7;0;305;0,1;0,6;70,3;16,5;86,8;0;9,9;0;;77,57;
01-01-2023 04:1262;30;22;0,6;0;296;0,3;0,5;41,7;18,6;60,3;0;9,8;0;;77,04;
01-01-2023 05:1262;34;18;0,6;0;318;0,2;0,6;101,1;15,7;116,8;0;8,2;0;;79,32;
01-01-2023 01:1263;28;17;0,6;0;282;0,2;0,6;92,1;12;104,1;0;7,3;0;;81,91;
01-01-2023 02:1263;35;27;0,9;0;286;0,2;0,5;57,7;12,5;70,1;0;7;0;;83,97;
01-01-2023 03:1263;41;36;0,9;0;280;0,2;0,8;132,3;15,6;148,1;0;6,5;0;;84,5;
01-01-2023 04:1263;64;60;0,6;0;44;0,7;1,1;249,1;18,9;268;0;8;56;;84,82;
01-01-2023 05:1263;53;38;0,9;0;293;3,9;0,7;100,9;18,9;119,8;0;15,1;283;;83,93;
01-01-2023 01:1264;33;14;1,2;0;312;15,4;0,3;11,7;7,8;19,5;0;17,7;465;;60,85;
01-01-2023 02:1264;27;10;1,2;0;230;20,7;0,2;4,1;5,2;9,4;0;18,6;338;;49,97;
01-01-2023 03:1264;29;7;3,1;0;167;23,5;0,2;3,4;2,7;6,1;0;19,5;679;;45,21;
01-01-2023 04:1264;37;16;3,4;0;174;25;0,2;2,6;1,2;3,8;0;21,2;827;;39,21;
01-01-2023 05:1264;30;10;3,1;0;179;25,6;0,2;2,3;1,6;3,9;0;21,6;505;;38,17;
01-01-2023 01:1265;34;11;2,3;0;159;25,5;0,2;2,7;3,6;6,3;0;21;242;;38,44;
01-01-2023 02:1265;22;7;1,9;0;135;24,8;0,2;3,9;5,3;9,2;0;21,7;301;;38,27;
01-01-2023 03:1265;17;17;1,7;0;113;24,8;0,2;4,6;6;10,6;0;22,2;335;;38,81;
01-01-2023 04:1265;24;11;2;0;101;24,6;0,2;3,8;6,7;10,5;0;22,5;215;;38,63;
01-01-2023 05:1265;20;6;1,8;0;153;25,6;0,2;1,5;6,3;7,7;0;18;16;;44,97;
01-01-2023 01:1266;17;9;1,7;0;197;26,4;0,2;0,1;2,6;2,6;0;15,5;0;;57,79;
01-01-2023 02:1266;30;19;0,9;0;231;18,3;0,4;25,8;16,7;42,5;0;14,5;0;;66,78;
01-01-2023 03:1266;48;26;0,5;0;349;0,3;0,5;116,7;35,7;152,4;0;12;0;;71,38;
01-01-2023 04:1266;45;31;0,5;0;312;0,1;1,1;108,5;29,8;138,4;0;10,8;0;;78,29;
01-01-2023 05:1266;33;21;0,3;0;290;0,2;0,6;33,2;22,5;55,6;0;9,7;0;;80,48;
01-01-2023 01:1267;42;27;0,6;0;331;0,1;1;106,5;24,9;131,4;0;9,2;0;;82,9;
01-01-2023 02:1267;40;23;0,6;0;319;0,1;0,8;146,8;20,3;167,1;0;8,5;0;;83,33;
01-01-2023 03:1267;36;23;0,6;0;317;0,2;0,6;84,9;19,5;104,4;0;8;0;;84,04;
01-01-2023 04:1267;29;17;0,5;0;296;0,1;0,6;90;17,7;107,7;0;7,7;0;;84,33;
01-01-2023 05:1267;39;24;0,7;0;318;0,1;0,5;78,5;16,4;94,9;0;7,4;0;;84,52;
01-01-2023 01:1268;32;15;0,6;0;332;0,1;0,4;43,9;14,9;58,8;0;7;0;;84,6;
01-01-2023 02:1268;48;33;0,6;0;318;0,2;0,7;132,6;18,5;151,1;0;6,7;0;;84,56;
01-01-2023 03:1268;51;37;0,5;0;310;0,8;0,9;104,6;15,7;120,3;0;7,9;43;;85,42;
01-01-2023 04:1268;80;48;1,1;0;305;3;1,2;122,2;23,7;145,9;0;14,1;267;;84,22;
01-01-2023 05:1268;41;28;1,4;0;335;14,3;0,5;22;14,7;36,7;0;17,3;470;;66,37;
01-01-2023 01:1269;32;18;1,2;0;236;22;0,4;9,4;11,3;20,7;0;20,2;475;;51,89;
01-01-2023 02:1269;22;15;1,2;0;160;25,1;0,3;3,7;6,6;10,3;0;20;292;;46,88;
01-01-2023 03:1269;16;9;2,4;0;106;24,5;0,2;3,5;3,3;6,9;0;22,2;632;;41,52;
01-01-2023 04:1269;17;4;2,1;0;101;24,8;0,2;3,9;2,8;6,7;0;24;930;;37,33;
01-01-2023 05:1269;12;10;2,1;0;83;27,4;0,2;2,3;1,4;3,6;0;24,2;703;;32,6;
01-01-2023 01:1270;19;8;1,7;0;112;23,9;0,2;4,2;5,5;9,7;0;23,4;340;;35,48;
01-01-2023 02:1270;13;10;2,6;0;113;22,7;0,3;5,1;6,3;11,4;0;22,7;222;;36,75;
01-01-2023 03:1270;52;17;2,3;0,1;204;24,2;0,3;2,1;10,5;12,7;0;16,8;4;;55,64;
01-01-2023 04:1270;26;22;0,9;3,2;245;7,4;0,6;5,6;31,6;37,1;0;14,5;0;;76,24;
01-01-2023 05:1270;21;18;0,9;0,7;323;9,3;0,6;1,7;23;24,7;0;13,6;0;;81,1;
01-01-2023 01:1271;35;31;1,2;0;331;2;0,9;35;31,5;66,5;0;13,3;0;;82,95;
01-01-2023 02:1271;26;13;1,2;0;343;7,8;0,4;5,9;20,2;26,1;0;13,7;0;;79,65;
01-01-2023 03:1271;19;13;1,7;0,4;326;14,8;0,2;0,4;10,4;10,8;0;13,2;0;;77,84;
01-01-2023 04:1271;12;8;1;3,4;250;16,6;0,2;0;5;5;0;12,5;0;;81,39;
01-01-2023 05:1271;16;5;0,6;1,2;273;15,1;0,2;0;5;4,9;0;12;0;;83,08;
01-01-2023 01:1272;16;12;0,7;0,7;29;3,1;0,3;13,9;21,9;35,8;0;11,7;0;;83,77;
01-01-2023 02:1272;12;12;0,8;0,2;309;7,9;0,3;2,8;14,4;17,2;0;11,7;0;;84,78;
01-01-2023 03:1272;15;9;1,2;0;329;6,4;0,3;7,9;12,5;20,5;0;11,3;0;;84,85;
01-01-2023 04:1272;23;12;0,9;0,1;359;1,3;0,4;29,5;19,9;49,4;0;10,9;0;;85,07;
01-01-2023 05:1272;25;13;0,9;0;333;0,6;0,4;38,2;19,8;58;0;10,4;0;;85,11;
01-01-2023 01:1273;10;7;1,1;0;319;9,1;0,2;6,8;13,5;20,3;0;10,6;0;;85,66;
01-01-2023 02:1273;28;17;1,4;0;322;4,5;0,4;29;18,4;47,4;0;10,6;16;;85,16;
01-01-2023 03:1273;47;32;1;0;327;2,9;0,9;56,3;20;76,3;0;12,2;110;;84,21;
01-01-2023 04:1273;31;22;1,2;0;306;8,7;0,7;39,2;20,5;59,8;0;16;336;;76,3;
01-01-2023 05:1273;34;19;1,4;0;318;19,3;0,6;16;20,3;36,3;0;17,6;378;;63,01;
01-01-2023 01:1274;20;9;2,2;0;84;25,9;0,3;5,8;6,4;12,1;0;20;648;;54,87;
01-01-2023 02:1274;11;8;1,9;0;94;26,1;0,2;3,4;2,9;6,3;0;20,5;596;;49,42;
01-01-2023 03:1274;13;4;2,3;0;114;27,4;0,2;1,8;1,2;3;0;22,4;870;;43,87;
01-01-2023 04:1274;14;2;2;0;129;25,8;0,2;3,7;4;7,6;0;22,2;634;;42,9;
01-01-2023 05:1274;12;3;2,2;0;108;25;0,2;3,1;4,3;7,4;0;21,2;199;;42,56;
01-01-2023 01:1275;18;6;2,4;0;250;26,2;0,3;1,9;5;7;0;18,3;54;;56,78;
01-01-2023 02:1275;25;11;1,6;0;250;27,1;0,3;0,1;2,6;2,8;0;16,7;39;;68,95;
01-01-2023 03:1275;25;14;0,9;0;252;22;0,3;0,3;8,6;8,9;0;16,3;4;;71,64;
01-01-2023 04:1275;26;19;0,8;0;137;6,4;0,7;9,3;30,6;39,9;0;15,2;0;;70,73;
01-01-2023 05:1275;24;14;0,7;0;225;5,3;0,6;8;26,3;34,3;0;14,6;0;;72,23;
01-01-2023 01:1276;19;8;1,1;0;113;13,9;0,3;4,9;14,9;19,7;0;15;0;;70,14;
01-01-2023 02:1276;16;10;1;0;319;6,6;0,5;6,2;22,7;29;0;15,1;0;;69,52;
01-01-2023 03:1276;16;16;1,1;0;314;6,7;0,5;7,6;22,7;30,3;0;14,5;0;;74,79;
01-01-2023 04:1276;25;18;1,4;0;337;3,5;0,5;13,4;24,3;37,7;0;13,8;0;;77,11;
01-01-2023 05:1276;17;12;0,7;0;267;11,4;0,3;0,6;12,3;12,8;0;13,3;0;;78,74;
01-01-2023 01:1277;16;7;1,1;0;120;18,9;0,2;0,3;3,7;4,1;0;13,8;0;;75,64;
01-01-2023 02:1277;13;3;1,6;0;111;20,2;0,2;0,5;1,8;2,4;0;13,3;0;;75,86;
01-01-2023 03:1277;13;5;1,3;0;123;20,2;0,2;0,9;4;4,9;0;13,2;0;;75,18;
01-01-2023 04:1277;11;3;1,3;0;123;22,9;0,2;0,5;2,4;2,9;0;13,2;0;;73,07;
01-01-2023 05:1277;8;4;1,5;0;111;22,4;0,2;0,7;4,4;5,1;0;12,9;0;;71,83;
01-01-2023 01:1278;10;6;1,9;0;111;22,9;0,2;1,8;5,1;6,9;0;14,1;73;;70,57;
01-01-2023 02:1278;10;4;1,8;0;142;27,3;0,2;1,9;3,5;5,4;0;16,2;172;;61,75;
01-01-2023 03:1278;16;4;2,1;0;142;27,9;0,2;2,1;1,9;4,1;0;18,7;481;;55,31;
01-01-2023 04:1278;10;4;2,4;0;147;26;0,2;2,5;1,5;4;0;20;646;;51,25;
01-01-2023 05:1278;11;4;2,8;0;142;26,7;0,2;1,9;0,9;2,8;0;20,5;790;;47,76;
01-01-2023 01:1279;10;6;2,8;0;123;27,1;0,2;1,8;0,7;2,5;0;21,8;811;;43,91;
01-01-2023 02:1279;18;3;3,1;0;150;27,5;0,2;1,6;1,1;2,7;0;22;712;;40,92;
01-01-2023 03:1279;13;1;3,4;0;150;25,7;0,2;2,2;1,5;3,6;0;21,4;552;;42,95;
01-01-2023 04:1279;13;1;2,6;0;142;24,1;0,3;1,8;2,3;4;0;18,9;188;;50,69;
01-01-2023 05:1279;11;2;2,3;0;135;22,7;0,2;1,1;0,6;1,7;0;19,7;362;;55,32;
01-01-2023 01:1280;9;5;2,6;0;121;22,6;0,2;1,6;1,7;3,4;0;18,2;135;;52,21;
01-01-2023 02:1280;16;4;2;0;149;21,4;0,3;1;2,5;3,5;0;16,6;24;;59,2;
01-01-2023 03:1280;12;6;2,1;0;115;19,5;0,3;1,5;3,9;5,4;0;15;0;;67,14;
01-01-2023 04:1280;18;7;2,2;0;100;17,7;0,3;2,4;5,7;8,1;0;14,2;0;;70,95;
01-01-2023 05:1280;15;7;1,5;0;97;19,3;0,2;1,1;4,4;5,5;0;14,3;0;;71,62;
01-01-2023 01:1281;8;5;0,9;0;121;16,2;0,3;1,2;7,1;8,3;0;14,1;0;;71,74;
01-01-2023 02:1281;9;5;1,4;0;134;18,6;0,2;1;5,4;6,4;0;14,2;0;;69,81;
01-01-2023 03:1281;9;4;1,5;0;114;21,1;0,2;0,9;2,8;3,6;0;14,1;0;;67,59;
01-01-2023 04:1281;8;5;1,1;0;105;19,8;0,2;0,6;3,3;3,9;0;13,7;0;;69;
01-01-2023 05:1281;6;4;0,9;0;77;17;0,2;1,2;4,7;5,9;0;12,8;0;;71,89;
01-01-2023 01:1282;5;4;0,9;0;8;16,9;0,2;1,3;6,2;7,4;0;12,4;0;;76,07;
01-01-2023 02:1282;18;3;0,9;0;12;8,6;0,2;3,6;11;14,7;0;12,1;0;;76,1;
01-01-2023 03:1282;27;8;0,9;0;343;2;0,3;36,4;18,2;54,6;0;10,9;0;;79,14;
01-01-2023 04:1282;28;13;0,8;0;111;9,6;0,6;45,2;12,6;57,9;0;11,4;0;;81,96;
01-01-2023 05:1282;37;28;0,8;0;296;3,3;1,1;98,5;22,4;120,8;0;11,6;28;;81,28;
01-01-2023 01:1283;32;20;1,2;0;315;6,8;0,6;32,3;18,3;50,5;0;14,3;136;;75,58;
01-01-2023 02:1283;16;5;1,1;0;280;17,9;0,3;5;5,8;10,8;0;18,2;263;;60,17;
01-01-2023 03:1283;21;8;1,3;0;215;19,7;0,2;3,6;4,2;7,8;0;18,4;269;;55,49;
01-01-2023 04:1283;22;6;2,2;0;185;20,8;0,2;4,4;3,4;7,9;0;20,3;430;;49,78;
01-01-2023 05:1283;17;4;2,4;0;152;20,1;0,2;4,9;4,1;9;0;19,9;491;;49,52;
01-01-2023 01:1284;23;4;3,2;0;179;21,1;0,2;3,9;2,7;6,6;0;20,7;538;;45,33;
01-01-2023 02:1284;18;0;2,6;0;142;19,4;0,3;6,9;3,8;10,7;0;20,1;421;;50,49;
01-01-2023 03:1284;12;1;2,4;0;128;18,4;0,2;6,1;3,9;10;0;21,1;505;;48,27;
01-01-2023 04:1284;16;6;2,2;0;126;17,5;0,3;7,4;6;13,4;0;21,4;338;;45,71;
01-01-2023 05:1284;18;5;1,9;0;109;17,1;0,3;6,4;6;12,4;0;21;192;;45,89;
01-01-2023 01:1285;18;13;1,1;0;98;8,1;0,5;16;17,1;33,1;0;17,5;15;;53,41;
01-01-2023 02:1285;15;9;0,6;0;6;6,7;0,5;10,1;18,7;28,8;0;15,5;0;;62,2;
01-01-2023 03:1285;21;9;0,7;0;329;8,1;0,3;1,3;14;15,3;0;13,9;0;;68,29;
01-01-2023 04:1285;15;5;0,7;0;247;9,3;0,3;6,2;11,1;17,3;0;13;0;;72,11;
01-01-2023 05:1285;35;19;0,5;0;285;0,2;1,1;108,7;20,7;129,5;0;11,4;0;;76,67;
01-01-2023 01:1286;25;16;0,7;0;299;0,2;0,8;73,6;17;90,6;0;10,3;0;;80,43;
01-01-2023 02:1286;23;9;0,6;0;19;0,3;0,7;80,5;16,5;97;0;9,6;0;;81,77;
01-01-2023 03:1286;17;9;0,4;0;315;0,2;0,8;101,6;13,8;115,5;0;8,9;0;;82,73;
01-01-2023 04:1286;26;10;0,9;0;310;0,1;0,6;79,9;14,2;94,1;0;8,7;0;;84,14;
