;PM10;PM2.5;Vel Viento 10M;Precipitacion;Dir Viento 10M;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;;HR;
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C;W/M²;;%;
01-01-2023 02:254;44;34;0,5;0;2;1;0,7;38,9;25,4;64,3;0;12,7;0;;79,44;
01-01-2023 03:254;52;36;0,2;0;227;0,8;0,5;41,6;24,1;65,7;0;12,5;0;;80,33;
01-01-2023 04:254;44;30;0,3;0;309;0,8;0,6;55,1;20,5;75,6;0;11,9;0;;80,92;
01-01-2023 05:254;39;27;0,2;0;1;0,8;0,5;45,6;15,4;60,9;0;10,7;0;;81,29;
01-01-2023 01:255;35;24;0,3;0;354;0,7;0,6;102,1;14,7;116,9;0;9,5;0;;82,55;
01-01-2023 02:255;44;32;0,4;0;175;2,2;0,5;103,5;16,4;119,9;0;9,3;0;;84,39;
01-01-2023 03:255;37;22;0,5;0;305;1,2;0,4;48,6;17,3;65,9;0;9,3;0;;85,47;
01-01-2023 04:255;42;27;0,4;0;318;0,9;1,1;114;19;133;0;9,2;13;;85,72;
01-01-2023 05:255;67;48;0,7;0;318;3,2;1,1;102,5;20,4;122,9;0;12,5;195;;83,56;
01-01-2023 01:256;56;40;0,8;0;327;12,8;0,4;30,3;12,5;42,8;0;16,9;425;;61,57;
01-01-2023 02:256;37;24;1,1;0;351;21,1;0,2;14,2;5;19,1;0;19,4;625;;48,3;
01-01-2023 03:256;29;11;1,5;0;148;27,1;0;9,2;1;10,2;0;21;709;;38,12;
01-01-2023 04:256;28;18;2;0,1;168;28,4;0,1;9,8;2;11,8;0;22,6;771;;35;
01-01-2023 05:256;21;9;1,7;0;155;30,5;0;9,2;1,4;10,6;0;24;761;;30,26;
01-01-2023 01:257;13;12;1,5;0;171;30,9;0;9,2;1,6;10,8;0;25,5;805;;29,11;
01-01-2023 02:257;19;7;1,7;0;115;29,3;0,1;9,9;3;12,9;0;23,9;397;;30,34;
01-01-2023 03:257;19;12;1,4;0,1;249;36,9;0,1;11,9;8,3;20,2;0;22,5;205;;40,07;
01-01-2023 04:257;36;19;2;0;253;43,2;0,1;7,9;4,1;12;0;20,6;221;;55,11;
01-01-2023 05:257;39;23;1;0;245;36,7;0,1;8;5,7;13,8;0;18,9;67;;62,57;
01-01-2023 01:258;35;27;0,5;0;232;32,1;0,1;7,5;6,5;13,9;0;15,4;0;;70,95;
01-01-2023 02:258;46;29;0,4;0;245;28,9;0,2;7,3;7,1;14,4;0;14,6;0;;76,41;
01-01-2023 03:258;40;29;0,4;0;21;2,8;0,8;46,2;32,2;78,5;0;13,4;0;;70,61;
01-01-2023 04:258;56;34;0,3;0;320;0,8;0,7;38;28,9;66,9;0;11,8;0;;74,53;
01-01-2023 05:258;48;29;0,4;0;269;0,9;0,7;61,1;23,5;84,5;0;11,2;0;;78,31;
01-01-2023 01:259;51;29;0,3;0;332;0,7;0,7;69,4;21,9;91,3;0;10,8;0;;78,64;
01-01-2023 02:259;55;35;0,2;0;231;0,6;0,8;86,5;20,7;107,2;0;10,7;0;;79,4;
01-01-2023 03:259;63;36;0,2;0;307;0,7;0,7;91,2;18,1;109,3;0;10,6;0;;80,72;
01-01-2023 04:259;53;34;0,3;0,1;322;0,7;0,7;54,9;15,3;70,2;0;10,6;0;;81,01;
01-01-2023 05:259;40;30;0,3;0;325;0,7;0,4;41,4;14;55,4;0;9,7;0;;80,84;
01-01-2023 01:260;36;25;0,7;0;342;0,7;0,3;42,3;19,9;62,2;0;8,9;0;;82,6;
01-01-2023 02:260;38;30;0,2;0;255;0,8;0,3;46,7;19,6;66,4;0;8,1;0;;82,01;
01-01-2023 03:260;49;33;0,3;0;343;0,9;1,1;145,7;19,8;165,5;0;7,7;13;;83,26;
01-01-2023 04:260;68;44;0,4;0;341;2,6;0,9;107;23,6;130,6;0;12;174;;81,32;
01-01-2023 05:260;69;43;0,6;0;302;9,2;0,7;52,1;24,1;76,2;0;15,4;391;;62,6;
01-01-2023 01:261;63;41;0,7;0;241;26,7;0,3;16,3;10,1;26,4;0;18,7;618;;52,03;
01-01-2023 02:261;37;25;0,9;0;284;39,3;0,2;9,5;4,5;14;0;20,6;757;;45,47;
01-01-2023 03:261;40;24;1,3;0;295;52,2;0,2;8,9;5,2;14,1;0;22,3;821;;40,85;
01-01-2023 04:261;40;19;1,4;0;276;62,1;0;0;0;0;0;22,8;512;;37,9;
01-01-2023 05:261;34;21;2,3;0;238;56,5;0,1;7,5;4;11,5;0;21,2;171;;46,14;
01-01-2023 01:262;44;24;2,5;0;251;0;0,1;7,5;2,6;10;0;22,2;627;;49,33;
01-01-2023 02:262;44;24;3,8;0;270;53,4;0,1;7,6;1,9;9,5;0;21,1;482;;50,41;
01-01-2023 03:262;45;27;2,8;0;259;0;0,1;10,7;4,3;15;0;20,8;290;;53,16;
01-01-2023 04:262;0;0;1,7;0;259;0;0,1;9,3;5,4;14,7;0;18,2;45;;58,81;
01-01-2023 05:262;37;29;1,2;0;256;36,2;0,2;11,6;9,8;21,5;0;16;0;;67,68;
01-01-2023 01:263;0;0;0,6;0;269;0;0,6;7,9;11,4;19,2;0;15,2;0;;69,24;
01-01-2023 02:263;45;32;1,2;0;119;0;0,6;8,8;9,2;17,9;0;14,9;0;;60,91;
01-01-2023 03:263;32;15;1,2;0;113;0;0,5;9,1;8,7;17,8;0;14,1;0;;63,23;
01-01-2023 04:263;29;24;1,5;0;102;0;0,5;8,5;5,2;13,7;0;13,6;0;;66,06;
01-01-2023 05:263;28;21;1,1;0;114;0;0,5;7,7;3,6;11,3;0;13,1;0;;70,48;
01-01-2023 01:264;28;22;1,1;0;99;0;0,1;7,8;4,1;11,9;0;12,7;0;;72,83;
01-01-2023 02:264;28;20;0,3;0;303;0;0,1;7,2;5,4;12,6;0;12,8;0;;71,83;
01-01-2023 03:264;27;23;0,3;0;299;0;0,1;7,4;7,9;15,2;0;11,5;0;;73,27;
01-01-2023 04:264;30;17;0,3;0;282;0;0,1;7,4;3,8;11,2;0;10,2;0;;78,61;
01-01-2023 05:264;27;21;0,4;0;318;0;0,1;17,5;12,5;30;0;9,2;0;;81,77;
01-01-2023 01:265;35;22;0,5;0;312;0;0,1;9,1;11,7;20,7;0;8,6;0;;83,26;
01-01-2023 02:265;32;27;0,7;0;338;0;0,7;53,6;22,4;76,1;0;9,3;11;;85,39;
01-01-2023 03:265;49;36;0,9;0;7;0;0,7;46,7;18,6;65,3;0;12,9;159;;80,4;
01-01-2023 04:265;54;34;1,3;0;6;0;0,2;13,7;7,2;20,9;0;16,1;384;;61,14;
01-01-2023 05:265;35;27;1,3;0;92;0;0,1;8,8;1,8;10,6;0;19;633;;46,94;
01-01-2023 01:266;31;21;1,1;0;172;0;0,1;7,9;1,1;8,9;0;20,7;728;;40,3;
01-01-2023 02:266;27;16;1,3;0;270;0;0,1;7,6;1,7;9,3;0;21,6;781;;34,95;
01-01-2023 03:266;28;17;1,9;0;285;0;0,1;7,3;1,7;9;0;22,9;753;;32,62;
01-01-2023 04:266;35;24;2,3;0;259;0;0,2;7,2;3,9;11,2;0;22,8;618;;38,94;
01-01-2023 05:266;52;33;3,2;0;263;0;0,1;7,1;2,8;9,9;0;19,7;168;;46,25;
01-01-2023 01:267;41;31;2,2;0;275;0;0,1;7,1;1,8;8,8;0;18,3;55;;53,81;
01-01-2023 02:267;38;26;1,4;0;285;0;0,1;7,2;1,2;8,4;0;17,8;23;;56,91;
01-01-2023 03:267;46;29;1,7;0;270;0;0,1;7,3;1,9;9,2;0;17,3;20;;61,7;
01-01-2023 04:267;40;29;0,5;0;286;0;0,1;7,6;4,9;12,5;0;16,3;0;;61,26;
01-01-2023 05:267;38;24;0,8;0;106;0;0,2;8,7;11,9;20,6;0;14,6;0;;58,96;
01-01-2023 01:268;28;24;1,3;0;126;0;0,2;8,7;9,5;18,2;0;13,5;0;;63,66;
01-01-2023 02:268;33;33;0,9;0;86;0;0,2;11,4;20,5;31,9;0;12,6;0;;67,09;
01-01-2023 03:268;36;25;0,4;0;251;0;0,7;52,2;28,4;80,6;0;11;0;;73;
01-01-2023 04:268;40;30;0,2;0;316;0;0,9;64,7;27;91,7;0;9,6;0;;77,21;
01-01-2023 05:268;63;31;0,3;0;355;0;1,1;71;21,9;92,9;0;8,3;0;;80,52;
01-01-2023 01:269;58;33;0,1;0;262;0;0,7;44,2;17,3;61,6;0;7,9;0;;82,72;
01-01-2023 02:269;48;29;0,1;0;287;0;0,6;53,4;13,4;66,8;0;7,3;0;;83,29;
01-01-2023 03:269;38;25;0,1;0;305;0;0,8;82,9;12,7;95,7;0;7,2;0;;83,96;
01-01-2023 04:269;43;25;0,2;0;352;0;0,8;92,4;13,8;106,2;0;7,9;0;;85,23;
01-01-2023 05:269;51;31;0,4;0;329;0;0,4;31;16,1;47,1;0;8,8;0;;86;
01-01-2023 01:270;42;27;0,4;0;330;0;0,4;21,9;14,4;36,3;0;8,2;17;;85,03;
01-01-2023 02:270;35;26;0,5;0;331;0;0,4;25,7;12,5;38,3;0;11,3;175;;82,92;
01-01-2023 03:270;46;25;0,5;0;321;0;0,3;16,5;8,3;24,8;0;16;410;;63,3;
01-01-2023 04:270;45;29;0,9;0;276;0;0,3;11,4;6,7;18,1;0;18;618;;50,99;
01-01-2023 05:270;40;31;1;0;283;0;0,2;7,8;3,1;10,9;0;20,2;691;;45,3;
01-01-2023 01:271;41;30;1,4;0;280;0;0,3;7,5;5,5;13;0;21,3;659;;42,11;
01-01-2023 02:271;46;31;3,1;0;263;0;0,2;7;3,3;10,3;0;21,5;673;;42,14;
01-01-2023 03:271;40;34;2;0;253;0;0,1;7;1,5;8,5;0;21,6;393;;43,48;
01-01-2023 04:271;42;31;2,2;0;256;0;0,1;7;1,1;8,1;0;20,8;312;;47,23;
01-01-2023 05:271;40;36;1,7;0;249;0;0,1;7,3;1,4;8,7;0;21,9;385;;49,01;
01-01-2023 01:272;48;42;2,7;0;270;0;0,1;7,1;1,1;8,2;0;20,6;259;;48,23;
01-01-2023 02:272;36;32;2,3;0;272;0;0,1;7;0,7;7,7;0;18,7;93;;53,02;
01-01-2023 03:272;28;20;1,1;0;254;0;0,1;7,2;1,5;8,7;0;15,4;0;;62,03;
01-01-2023 04:272;36;22;0,3;0;320;0;0,2;8;7,5;15,5;0;14,2;0;;66,72;
01-01-2023 05:272;32;31;0,4;0;50;0;0,8;33,9;24,5;58,4;0;13,3;0;;70,3;
01-01-2023 01:273;62;38;0,2;0;317;1,1;1;35,1;25,3;60,4;0;13,7;0;;73,07;
01-01-2023 02:273;56;43;0,4;0;309;6;0,5;11,4;18,2;29,6;0;13,8;0;;71,38;
01-01-2023 03:273;37;30;0,3;0;306;9,5;0,3;9,9;9,8;19,7;0;11,8;0;;72,8;
01-01-2023 04:273;42;31;0,1;0;237;1,1;0,6;55,4;17,6;73;0;10,3;0;;79,04;
01-01-2023 05:273;51;30;0,2;0;7;0,7;0,5;88,9;14,7;103,6;0;9,7;0;;82,04;
01-01-2023 01:274;63;27;0,3;0;292;0,8;0,3;56,2;13,4;69,6;0;10;0;;83,37;
01-01-2023 02:274;42;31;0,2;0;315;0,7;0,6;76,3;13,3;89,6;0;9,3;0;;82,88;
01-01-2023 03:274;47;34;0,2;0;300;0,8;0,4;72,4;11,5;83,9;0;9,2;0;;84,02;
01-01-2023 04:274;44;29;0,1;0;309;0,8;1;123,1;14,4;137,5;0;9;0;;83,82;
01-01-2023 05:274;66;46;0,2;0;300;0,9;1,2;141,1;14,6;155,7;0;9;14;;84,37;
01-01-2023 01:275;77;46;0,8;0;326;2,1;1,4;139,3;21;160,3;0;12;169;;83,6;
01-01-2023 02:275;79;43;0,8;0;328;12,7;0,4;32,7;11,8;44,5;0;16,8;420;;63,92;
01-01-2023 03:275;44;23;1,2;0;333;19,5;0,6;18;7,5;25,5;0;20;628;;51,87;
01-01-2023 04:275;32;20;2,5;0;153;15,5;0,2;7,2;1,8;9;0;21,8;730;;42,07;
01-01-2023 05:275;0;10;2,1;0;123;15,7;0,3;9,6;2,6;12,2;0;24;825;;39,16;
01-01-2023 01:276;30;12;2,4;0;141;0;0;0;0;0;0;24,5;813;;35,81;
01-01-2023 02:276;29;8;2,2;0;217;0;0,3;0;0;0;0;24,1;602;;37,55;
01-01-2023 03:276;71;26;2,3;0;240;0;0,3;0;0;0;0;19,6;157;;57,98;
01-01-2023 04:276;58;39;1,5;0;226;0;0,3;0;0;0;0;19,5;155;;61,82;
01-01-2023 05:276;45;32;1,5;0;270;0;0,4;0;0;0;0;17,5;75;;63,28;
01-01-2023 01:277;35;28;1,6;0;347;0;0,3;0;0;0;0;15,8;8;;65,47;
01-01-2023 02:277;30;8;0,9;0;138;0;0,5;0;0;0;0;15,1;0;;69,72;
01-01-2023 03:277;35;25;1,3;0;127;0;0,4;0;0;0;0;14,6;0;;69,56;
01-01-2023 04:277;34;28;1,1;0;97;0;0,4;0;0;0;0;13,8;0;;71,42;
01-01-2023 05:277;27;23;0,9;0;87;0;0,4;0;0;0;0;13,8;0;;72,54;
01-01-2023 01:278;30;27;0,7;0;280;0;0,3;0;0;0;0;14,2;0;;71,99;
01-01-2023 02:278;30;24;0,7;0;107;0;0,3;0;0;0;0;13;0;;71,92;
01-01-2023 03:278;36;24;0,8;0;96;0;0,3;0;0;0;0;12,2;0;;77;
01-01-2023 04:278;30;16;0,3;0;279;0;0,3;0;0;0;0;11,7;0;;79,14;
01-01-2023 05:278;31;25;0,6;0;304;0;0,3;0;0;0;0;11,7;0;;79,65;
01-01-2023 01:279;27;19;0,6;0;312;0;0,3;0;0;0;0;11,6;0;;80,51;
01-01-2023 02:279;29;15;0,7;0;315;0;0,3;0;0;0;0;11,2;0;;82,05;
01-01-2023 03:279;42;28;1,1;0;339;0;0,5;0;0;0;0;10,6;0;;82,26;
01-01-2023 04:279;52;29;0,8;0;334;0;0,6;0;0;0;0;11,1;8;;83,95;
01-01-2023 05:279;50;34;0,6;0;306;0;0,6;0;0;0;0;14,8;146;;76,41;
01-01-2023 01:280;41;30;1,1;0;106;0;0,5;0;0;0;0;16,9;297;;63,93;
01-01-2023 02:280;30;17;1,6;0;106;0;0,4;0;0;0;0;20,5;599;;52,03;
01-01-2023 03:280;33;19;1,9;0;96;0;0,3;0;0;0;0;20,4;507;;48,01;
01-01-2023 04:280;23;15;1,5;0;137;0;0,3;0;0;0;0;20;366;;50,4;
01-01-2023 05:280;23;11;2,4;0;142;0;0,3;0;0;0;0;22,3;685;;45,38;
01-01-2023 01:281;25;12;2;0;120;0;0,3;0;0;0;0;22,7;642;;42,87;
01-01-2023 02:281;24;8;1,8;0;105;0;0,3;0;0;0;0;23,6;673;;40,64;
01-01-2023 03:281;21;8;1,6;0;77;0;0,3;0;0;0;0;23,9;378;;37,96;
01-01-2023 04:281;29;15;1,3;0;138;0;0,3;0;0;0;0;23;171;;40,71;
01-01-2023 05:281;19;12;1,1;0;140;0;0,4;0;0;0;0;19,6;16;;47,64;
01-01-2023 01:282;31;23;1;0;162;0;0,5;0;0;0;0;17;0;;57,82;
01-01-2023 02:282;38;17;1;0;144;0;0,4;0;0;0;0;15,6;0;;65,76;
01-01-2023 03:282;33;16;0,9;0;142;0;0,4;0;0;0;0;15,5;0;;68,36;
01-01-2023 04:282;27;18;0,8;0;123;0;0,3;0;0;0;0;14,9;0;;69,94;
01-01-2023 05:282;28;19;0,7;0;338;0;0,3;0;0;0;0;14,3;0;;71,67;
01-01-2023 01:283;22;17;0,6;0;317;0;0,3;0;0;0;0;14,1;0;;71,64;
01-01-2023 02:283;31;17;0,8;0;214;0;0,3;0;0;0;0;13,6;0;;72,83;
01-01-2023 03:283;26;15;0,4;0;30;0;0,3;0;0;0;0;12,9;0;;74,05;
01-01-2023 04:283;26;20;0,4;0;6;0;0,3;0;0;0;0;12,3;0;;77,27;
01-01-2023 05:283;34;28;0,6;0;345;0;0,4;0;0;0;0;12,1;0;;78,39;
01-01-2023 01:284;29;19;0,2;0;310;0;0,4;0;0;0;0;12,3;0;;78,35;
01-01-2023 02:284;41;30;0,5;0;292;0;0,4;0;0;0;0;11,9;0;;78,78;
01-01-2023 03:284;35;26;0,6;0;272;0;0,9;0;0;0;0;12;8;;81,37;
01-01-2023 04:284;67;48;1,1;0;166;0;1,2;0;0;0;0;14,2;47;;74,63;
01-01-2023 05:284;73;41;0,7;0;114;0;0,4;0;0;0;0;16,9;184;;65,88;
01-01-2023 01:285;35;24;0;0;0;16,1;0,4;0;0;0;0;17,4;179;;60,84;
01-01-2023 02:285;36;19;0;0;0;0;0;0;0;0;0;0;0;;0;
01-01-2023 03:285;26;16;1,8;0;147;23,9;0,1;8,6;3,7;12,2;0;21,7;517;;47,13;
01-01-2023 04:285;34;11;1,8;0;128;20,9;0,1;9,8;5,6;15,3;0;19,7;208;;49,83;
01-01-2023 05:285;31;13;1,5;0;99;20,7;0,1;8,7;5,2;13,8;0;17,9;79;;55,97;
01-01-2023 01:286;18;7;0,8;0;307;22,5;0,1;6,9;2,9;9,7;0;19;130;;56,2;
01-01-2023 02:286;23;5;0,9;0;329;21,1;0,1;8,7;4,3;13;0;20,2;181;;51,9;
01-01-2023 03:286;23;11;1;0;105;20,9;0,1;8,5;4,2;12,8;0;21,8;204;;48,38;
01-01-2023 04:286;18;8;0,9;0;118;14,3;0,2;11,6;10;21,6;0;19,9;62;;50,61;
01-01-2023 05:286;25;10;0,8;0;152;12,6;0,2;10,8;11,1;21,9;0;16,3;0;;61,42;
01-01-2023 01:287;28;11;0,8;0;159;15,4;0,1;7,7;6,7;14,4;0;15,6;0;;66,16;
01-01-2023 02:287;23;11;0,6;0;202;10,3;0,1;8,6;11,6;20,2;0;14,6;0;;70,29;
01-01-2023 03:287;26;11;0,5;0;294;11,2;0,1;8,5;10,5;19;0;14;0;;74,36;
01-01-2023 04:287;39;23;0,2;0;262;9,7;0,2;17,9;11,9;29,7;0;13,8;0;;78,13;
01-01-2023 05:287;35;14;0,3;0;342;0;0,4;34,7;18,4;53,1;0;13,5;0;;79,18;
01-01-2023 01:288;45;22;0,2;0,5;338;1,2;0,3;29,8;16,9;46,7;0;13,6;0;;78,85;
01-01-2023 02:288;35;9;0,3;2,7;318;3,9;0,1;7,5;14,7;22,2;0;13,1;0;;81,24;
01-01-2023 03:288;24;10;0,5;0;340;2,8;0,2;18,8;15,5;34,4;0;12,9;0;;83,12;
01-01-2023 04:288;26;17;0,4;0;343;0;0,2;48,1;15,5;63,6;0;12,6;0;;83,67;
01-01-2023 05:288;31;22;0,6;0;350;0;0,3;77,9;16,6;94,6;0;12,6;0;;84,14;
01-01-2023 01:289;40;26;0,7;0;132;1,3;0,3;56,5;15;71,5;0;12,7;0;;83,95;
01-01-2023 02:289;39;29;1;0,2;359;6,6;0,3;14,9;13,5;28,4;0;13;10;;80,95;
01-01-2023 03:289;21;19;1,4;0;19;13,8;0,3;15,8;10,2;26;0;14,9;145;;74,81;
01-01-2023 04:289;36;18;1,3;0;62;17,3;0,1;11,3;6,2;17,5;0;16,3;145;;65,99;
01-01-2023 05:289;20;17;1,3;0;71;15,9;0,1;13;8,4;21,3;0;16,4;137;;65,22;
01-01-2023 01:290;23;4;1,4;0;102;19,3;0,1;11,2;5,2;16,4;0;18,4;268;;60,64;
01-01-2023 02:290;22;15;1,6;0;112;19,9;0,1;10,7;5;15,7;0;18,6;230;;57,21;
01-01-2023 03:290;21;11;1,6;0;88;22,6;0;9;2,6;11,6;0;20,2;441;;55,08;
01-01-2023 04:290;22;8;2,7;0;72;19,7;0,1;12,7;6;18,7;0;19,3;315;;52,84;
01-01-2023 05:290;21;10;2,7;0;38;22,1;0,1;11,2;4,3;15,5;0;20,2;463;;53,28;
01-01-2023 01:291;15;7;1,9;0;102;22,3;0,1;10,2;3,4;13,7;0;21,4;374;;50,02;
01-01-2023 02:291;20;7;1,1;0;112;18,6;0,1;10,9;6,8;17,7;0;19,7;126;;50,51;
01-01-2023 03:291;20;13;0,9;0;98;11,1;0,3;15,2;12,9;28,1;0;17,9;26;;56,51;
01-01-2023 04:291;23;13;1,1;0;108;8,3;0,3;17,5;16,7;34,3;0;15,9;0;;63,74;
01-01-2023 05:291;23;11;0,8;0;124;15,6;0,1;11,1;9,5;20,5;0;14,7;0;;71;
01-01-2023 01:292;25;11;0,8;0;185;17,2;0;7,2;5,1;12,2;0;14,6;0;;72,24;
01-01-2023 02:292;16;15;0,7;0;291;19,5;0;5,7;2,7;8,4;0;14,7;0;;72,78;
01-01-2023 03:292;19;11;0,8;0;140;15,2;0;8,2;6,8;15,1;0;14,4;0;;73,67;
01-01-2023 04:292;19;9;0,8;0;120;16,8;0;7,3;6,5;13,8;0;14,4;0;;73,84;
01-01-2023 05:292;21;8;0,4;0;118;8;0,1;13,4;13;26,4;0;14,1;0;;74,54;
01-01-2023 01:293;20;8;0,4;0;125;6,9;0;12,9;14,1;27;0;13,8;0;;75,44;
01-01-2023 02:293;27;7;0,4;0;53;11,2;0;8,1;9,2;17,3;0;13,9;0;;74,92;
01-01-2023 03:293;21;9;0,7;0;115;9,5;0;12,5;12,2;24,7;0;13,9;0;;75,37;
01-01-2023 04:293;16;7;0,6;0;106;8,6;0;14,1;12,4;26,5;0;13,9;0;;74,64;
01-01-2023 05:293;24;13;0,8;0;102;4,6;0,2;26,3;16,1;42,4;0;13,8;0;;75,03;
01-01-2023 01:294;25;13;1;0;83;7,7;0,3;20,6;15,2;35,8;0;14,1;15;;73,11;
01-01-2023 02:294;35;14;1,4;0;54;11,7;0,2;16;10,7;26,7;0;15;68;;70,18;
01-01-2023 03:294;27;14;1;0;95;11,4;0,2;16,6;10,5;27,1;0;15,7;77;;67,52;
01-01-2023 04:294;23;19;0,7;0;359;16;0,1;11,3;6;17,4;0;17,7;192;;62,24;
01-01-2023 05:294;28;12;1,7;0;132;20,1;0;9,1;1,4;10,5;0;20,9;674;;52,45;
01-01-2023 01:295;0;0;1,6;0;47;0;0,1;8,9;1,3;10,2;0;20,9;370;;48,05;
01-01-2023 02:295;0;0;2,7;0;67;0;0,4;11,9;3,5;15,4;0;20,7;482;;48,22;
01-01-2023 03:295;26;13;2,7;0;64;0;0,4;13,6;4,7;18,3;0;20,6;458;;50,15;
01-01-2023 04:295;17;8;2,3;0;74;0;0,4;15,1;7,2;22,4;0;19,6;159;;49,06;
01-01-2023 05:295;23;7;1;0;294;20,1;0,3;8,4;2,7;11,1;0;19,3;116;;53,47;
01-01-2023 01:296;18;6;1,4;0;90;16,7;0,4;9,9;4,8;14,7;0;18,4;73;;55,84;
01-01-2023 02:296;19;5;0,9;0;103;12,8;0,5;13,2;8,3;21,5;0;18,3;48;;56,55;
01-01-2023 03:296;21;14;0,9;0;128;7,1;0,5;17,2;12,2;29,4;0;15,9;0;;61,41;
01-01-2023 04:296;26;12;1,1;0;292;9,2;0,4;9,8;9,9;19,7;0;15;0;;66,86;
01-01-2023 05:296;22;8;0,6;0;181;8,3;0,4;17,3;10,2;27,5;0;14,4;0;;69,82;
01-01-2023 01:297;24;11;1;0;139;10,8;0,4;9,6;6,4;16;0;14,9;0;;70,48;
01-01-2023 02:297;19;9;0,9;0;100;8,8;0,4;11,3;8,2;19,5;0;14,9;0;;69,68;
01-01-2023 03:297;25;8;1,1;0;73;10,4;0,3;10,2;6,5;16,7;0;14,8;0;;70,69;
01-01-2023 04:297;21;6;0,9;0;8;3,1;0,4;12,9;12,9;25,7;0;14,5;0;;71,26;
01-01-2023 05:297;17;9;0,7;0;350;3,8;0,4;7,6;10,9;18,5;0;14,3;0;;72,71;
01-01-2023 01:298;27;8;0,5;0;286;2,4;0,4;10,3;10,9;21,2;0;13,8;0;;75,36;
01-01-2023 02:298;20;6;0,8;0;85;5,8;0,3;12,4;6,5;18,9;0;13,6;0;;75,87;
01-01-2023 03:298;16;10;0,6;0;321;1,6;0,4;10,9;9,8;20,7;0;13,1;0;;78,87;
01-01-2023 04:298;15;8;0,4;0;302;0;0,6;73,7;14,2;87,9;0;12,9;0;;79,07;
01-01-2023 05:298;32;18;1;0;165;6,3;0,4;15,6;6,6;22,2;0;13,7;15;;79,06;
01-01-2023 01:299;21;7;0,6;0;32;9,8;0,3;8,9;3,5;12,4;0;15,3;52;;72,5;
01-01-2023 02:299;14;6;0,9;0;151;10,3;0,4;10,2;3,6;13,8;0;16,2;87;;69,27;
01-01-2023 03:299;21;3;1,2;0,2;356;11,5;0,3;9;1,6;10,5;0;16,3;172;;70,09;
01-01-2023 04:299;7;1;1,5;0;100;12,7;0,3;9,2;1;10,2;0;18,9;312;;61,62;
01-01-2023 05:299;16;4;1,3;0;8;13;0,3;8,7;0,8;9,5;0;19;236;;58,07;
01-01-2023 01:300;14;3;1,7;0,1;48;11,9;0,4;11,3;2,8;14,1;0;17,5;142;;60,4;
01-01-2023 02:300;13;4;1,4;0,7;321;11,1;0,4;10,7;3,3;14;0;16,3;90;;66;
01-01-2023 03:300;13;7;1,1;0,2;327;13,5;0,3;7,7;1;8,7;0;16,8;279;;73,94;
01-01-2023 04:300;14;6;1,1;0,6;322;11,3;0,4;10,5;3,8;14,4;0;18;119;;63,01;
01-01-2023 05:300;14;7;1,2;0;14;10,8;0,4;10,5;2,6;13,1;0;18,2;135;;61,28;
01-01-2023 01:301;11;4;0,7;0;73;6,1;0,5;14;6,5;20,5;0;16,8;11;;60,95;
01-01-2023 02:301;16;4;0,7;0;108;4,9;0,5;14,3;9,5;23,8;0;15,6;0;;66,25;
01-01-2023 03:301;22;6;0,4;0;23;3,8;0,5;16,7;9,1;25,8;0;15,1;0;;67,84;
01-01-2023 04:301;27;7;0,3;0;300;0,5;0,6;23,2;11,3;34,5;0;14,6;0;;70,85;
01-01-2023 05:301;23;9;0,5;0;33;0,6;0,6;20,7;11,1;31,9;0;14,3;0;;72,36;
01-01-2023 01:302;21;7;0,8;0;356;2,2;0,5;13,9;9;22,9;0;14;0;;73,49;
01-01-2023 02:302;14;4;1,4;0;44;6,8;0,3;9,1;2,9;12;0;14,4;0;;71,82;
01-01-2023 03:302;13;5;1,2;0;326;6,9;0,1;6,5;2,5;9;0;13,9;0;;73,19;
01-01-2023 04:302;12;4;0,5;0;303;4,3;0,1;8,2;4,4;12,6;0;13,4;0;;76,56;
01-01-2023 05:302;13;6;0,4;0;303;4,9;0;7;2,9;9,9;0;13;0;;79,04;
01-01-2023 01:303;13;5;0,6;0,2;335;5,4;0;8,3;3,3;11,6;0;13,1;0;;79,43;
01-01-2023 02:303;14;5;0,6;1,1;352;0,6;0,2;13;9,3;22,3;0;12,6;0;;81,61;
01-01-2023 03:303;11;4;0,8;0,4;348;1,7;0,2;9,6;7,7;17,2;0;12,4;0;;84,01;
01-01-2023 04:303;16;5;0,4;0,4;322;1,1;0,2;14,3;9,2;23,5;0;12,6;0;;84,91;
01-01-2023 05:303;19;11;0,4;0,1;315;3,9;0,2;13,6;9,2;22,8;0;13,2;39;;84,96;
01-01-2023 01:304;22;8;1,1;0;336;9,3;0,1;9,6;3,9;13,5;0;14,6;128;;80,33;
01-01-2023 02:304;24;4;0,9;1,8;334;10;0,1;8,5;3,4;11,9;0;14,8;87;;76,69;
01-01-2023 03:304;10;1;0,6;0,2;306;12;0,1;8,5;2,4;10,8;0;15,3;125;;75,8;
01-01-2023 04:304;10;1;1,3;0;201;15,4;0,1;7,5;0;7,6;0;19;537;;65,33;
01-01-2023 05:304;7;1;2,1;0;127;14,5;0,1;8,6;0,4;9;0;21,2;557;;51,28;
01-01-2023 01:305;15;3;2;0;154;14,9;0,1;8;0,2;8,2;0;21,3;448;;49,45;
01-01-2023 02:305;18;2;1,9;0;92;12,8;0,1;9,9;1,6;11,5;0;20,1;202;;50;
